split,date,target,count,prevalence,average_precision,roc_auc,brier,effective_sample_size_complete_case,effective_sample_size_ipw,ipw_weight_p50,ipw_weight_p90,ipw_weight_p99,ipw_weight_max,ipw_clipped_count,complete_case_deep_mae,stabilized_ipw_deep_mae,complete_case_tree_mae,stabilized_ipw_tree_mae,available_mean_forecast_horizon_s,unavailable_mean_forecast_horizon_s,available_mean_history_support,unavailable_mean_history_support
validation_model,20161022,service_time,713631,0.3393812768783867,0.915118136499142,0.9606628821611244,0.07418046664377956,242193,90540.62101644762,0.3898221284615457,0.7347281765823848,5.346560423437969,6.787625537567734,0,0.029875902205424243,0.03246455663798636,0.030976293650966488,0.033720415707677566,336.96045336352773,345.0870024049417,212.9582729476079,2863.7785520047173
validation_model,20161023,service_time,707742,0.34170502810346143,0.9258297361259492,0.9646784273464213,0.07033006662142707,241839,90067.35947380523,0.3849350371594549,0.7151884492139898,5.07078139456822,6.834100562069228,0,0.02728492875732584,0.030362636183663076,0.028521963202535444,0.031772915289184356,340.859619328059,351.5528055970912,150.72892296114358,3626.408099969307
calibration,20161024,service_time,697204,0.3407381483755113,0.9219639695170835,0.9630818290227949,0.07206359115683973,237564,88643.03903487371,0.3863963055775455,0.7168276608865405,5.055564897528111,6.814762967510226,0,0.0284142676951854,0.032154209921441954,0.029523821361519924,0.03360497112206125,332.75858904876986,338.1463348621084,93.01817194524423,7953.215834131059
evaluation,20161025,service_time,701601,0.3385870316604452,0.9179871885734416,0.961588858639,0.0734848673401963,237553,87922.39622903822,0.386597049344318,0.7226954047322478,5.2832475492616515,6.771740633208903,0,0.02911011330412002,0.03235231485184344,0.030270310174579127,0.033743077523900246,332.86745274545916,338.5374604521521,91.43123429297883,8681.020691824984
evaluation,20161026,service_time,704876,0.3386567282756116,0.9208643444641494,0.9626646365892157,0.07244062885110893,238711,87682.71769742292,0.38520909719991814,0.7164968796574923,5.38106686311296,6.7731345655122315,0,0.028776788248815747,0.032166489873005445,0.0298861119358447,0.03355534563845302,335.96273142668906,341.9366414840312,96.82419746052759,9340.759984125792
evaluation,20161027,service_time,693732,0.34191301540075997,0.9212130096395373,0.9623749694910577,0.07283645977616865,237196,87677.87253204077,0.38945375725292347,0.734001945011275,5.376106376512525,6.838260308015199,0,0.028351259585133688,0.031379402505465274,0.029456675274991673,0.032817273535885615,333.4513775158452,339.41571413721266,96.4615550009275,9853.73039585049
