orders,completed_orders,cancelled_orders,match_rate,av_assignment_share,routing_query_count,routing_cache_hit_count,routing_cache_hit_rate,vehicle_leg_count,plan_revision_count,offer_count,replication_id,strategy,operation,request_time_scenario,max_orders,max_vehicles,candidate_maximum,output_path
1000,710,290,0.71,0.1732394366197183,276950,210378,0.7596244809532406,1420,714,714,1,Three-Stakeholder Balanced,O2,RT-Base,1000,2000,120,stage4\output\simulator_v3\replication=1\strategy=Three-Stakeholder_Balanced\operation=O2\RT-Base
