date,order_id,route_link_count,route_transition_count,direction_gap_count,direction_gap_share,all_gaps_bridgeable,maximum_bridge_distance_m,maximum_bridge_link_count,interpolated_link_count,interpolated_link_share,interpolated_distance_m,interpolated_distance_share,matched_route_length_m,route_length_ratio,u_turn_count,repeated_link_count,repeated_link_share,mean_match_confidence,fallback_point_share,matcher_version,gps_length_m,unreasonable_detour_count,p50_projection_distance_m,p90_projection_distance_m,p95_projection_distance_m,origin_projection_error_m,destination_projection_error_m,core_direction_continuous,core_no_unreasonable_detour,core_fallback_share_ok,core_projection_ok,core_route_length_ratio_ok,core_interpolation_ok,core_origin_error_ok,core_destination_error_ok,core_confidence_ok,core_u_turn_ok,core_repeated_link_ok,core_all_thresholds_pass,core_route_link_count_ok,extended_direction_continuous,extended_no_unreasonable_detour,extended_fallback_share_ok,extended_projection_ok,extended_route_length_ratio_ok,extended_interpolation_ok,extended_origin_error_ok,extended_destination_error_ok,extended_confidence_ok,extended_u_turn_ok,extended_repeated_link_ok,extended_all_thresholds_pass,extended_route_link_count_ok,route_quality_class,formal_training_eligible,robustness_only_eligible,quality_reason,route_quality_class_v4_final,formal_analysis_eligible,strict_evaluation_eligible,quality_weight,hard_error_flags,soft_quality_flags,data_limitation_flags,exclusion_reason,contains_bridge,contains_tunnel,contains_nonzero_layer,maximum_route_node_degree,road_context_stratum,confidence_band,distance_band,route_feature_stratum,sampling_stratum,reviewer_id,review_status,review_class,route_correct,major_error,minor_error,wrong_road_level,wrong_direction,wrong_parallel_road,wrong_bridge_or_tunnel,unreasonable_detour,od_endpoint_error,data_limitation,comments
20161019,77357eac8524cb0cdaacca65d7971d1e,12,11,0,0.0,False,,,1,0.08333333333333333,13.535383054234602,0.00436391803403532,3101.658406200269,1.466626139734813,0,0,0.0,0.7773939751748975,0.0,hmm_viterbi,2114.8255319935133,0,4.037102610949855,5.252991108131217,5.626429386631516,6.611372959376693,2.468123644464976,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,7cf0daf5c76bf04c65738bd213179bc8,13,12,0,0.0,False,,,1,0.07692307692307693,14.384937854881187,0.0056100962744602065,2564.1160420665474,1.0547041526964893,0,0,0.0,0.7814401840261744,0.0,hmm_viterbi,2431.1234913705885,0,3.2877522861281685,7.940864566262482,8.6176297717351,7.383224447175126,8.638109860528285,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,high,short,ordinary,core|high|short|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,800040b2052ed2c09691346399c6b1a6,17,16,0,0.0,False,,,3,0.17647058823529413,0.0,0.0,3682.0755925944636,1.1314261812922994,0,0,0.0,0.8311473843863705,0.0,hmm_viterbi,3254.3666157599846,0,2.9622694671528342,5.0771438164642335,5.693502688708424,5.119250432439052,2.661593465919652,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,True,False,True,4,bridge,high,medium,ordinary,core|high|medium|ordinary|bridge,,pending,,,,,,,,,,,,
20161019,84d9e7aad4ed1a63b16425926d6dd8e8,32,31,0,0.0,False,,,3,0.09375,61.76481471280286,0.013299557995231925,4644.125371305302,1.1781687322701593,0,0,0.0,0.7290511297267213,0.0,hmm_viterbi,3941.8168587420832,0,5.505412043392822,7.2141214919499514,7.990715406109054,4.49084486536348,4.145297308872333,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,mid_high,medium,ordinary,core|mid_high|medium|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,86bff581dc3cf0840e4f39df74333ec6,5,4,0,0.0,False,,,0,0.0,0.0,0.0,1691.0453333424707,1.2323869842091615,0,0,0.0,0.7022366475009126,0.0,hmm_viterbi,1372.1707182972532,0,3.3135348259152284,12.63569872245694,13.79488909845439,12.771329304092568,4.912349108277029,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,mid_high,short,ordinary,core|mid_high|short|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,8a9dcca446714b85576e2de4737c7542,45,44,0,0.0,False,,,8,0.17777777777777778,322.1929275107024,0.05444895107895042,5917.339473510261,1.139699750932371,0,2,0.044444444444444446,0.7114083083513043,0.0,hmm_viterbi,5192.016115357906,0,4.28914998876184,7.8946595582242,9.282128922969667,7.705513682672662,10.708334560279651,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,mid_high,long,ordinary,core|mid_high|long|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,8c508be2fc8408c3c052f3ab75d71bbb,21,20,0,0.0,False,,,4,0.19047619047619047,20.75295910704452,0.004714951862510047,4401.520887637757,1.2673415608041012,0,0,0.0,0.6593884281716383,0.0,hmm_viterbi,3473.034439780454,0,6.607857972511415,10.912230653653381,12.705965912494722,1.4292667504319407,2.7859299799180457,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,True,False,True,4,bridge,mid_high,medium,ordinary,core|mid_high|medium|ordinary|bridge,,pending,,,,,,,,,,,,
20161019,8fd2d873396510fbb091b9b479becd60,13,12,0,0.0,False,,,0,0.0,0.0,0.0,3328.0822081362926,1.1107481014031424,0,0,0.0,0.556375165097081,0.0,hmm_viterbi,2996.2528893203807,0,4.936321816073894,30.62747044211998,30.62747044211998,11.113717712904219,4.528200604709569,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,mid_low,medium,ordinary,core|mid_low|medium|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,997c12c0461abd465ec47f8f57af2dad,20,19,0,0.0,False,,,1,0.05,13.535383054234602,0.002887415760682938,4687.7153053404345,1.3179787120370239,0,0,0.0,0.5675958229132069,0.0,hmm_viterbi,3556.7458431064174,0,7.24240026544559,14.93437493510152,15.268876180451596,4.9810303527959245,4.339425688844365,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,4,ordinary_road,mid_low,medium,ordinary,core|mid_low|medium|ordinary|ordinary_road,,pending,,,,,,,,,,,,
20161019,9a10810b814d8e61fa1ecb596e562884,35,34,0,0.0,False,,,4,0.11428571428571428,97.10474132591355,0.014157205384527619,6859.0331699248445,1.041926503884502,0,0,0.0,0.7800536115179655,0.0,hmm_viterbi,6583.029747638679,0,3.259823305322462,7.983890925032849,8.351916193320381,1.9069529167841326,0.924938786804545,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,core,True,False,fully_directed_continuous_and_quality_thresholds_passed,strict_core,True,True,1.0,,,,,False,False,False,6,complex_intersection,high,long,ordinary,core|high|long|ordinary|complex_intersection,,pending,,,,,,,,,,,,
