scenario_id,experiment_block,execution_commit,S5B_registry_commit,FleetPy_commit,scenario_config_sha256,execution_timestamp,execution_end_timestamp,horizon_start,horizon_end,H_base_exact,profile_id,gamma_policy,acceptance_seed,request_count,matched,completed,patience_expired,service_rate,first_window_match_rate,carry_over_entry_rate,carry_over_recovery_rate,critical_recovery,critical_order_count,request_to_pickup_mean,request_to_pickup_p50,request_to_pickup_p90,request_to_pickup_p95,HV_assignments,AV_assignments,HV_assignment_share,AV_assignment_share,requested_q_A,achieved_q_A,AV_vehicle_count,target_HV_vehicle_hours,achieved_HV_vehicle_hours,HV_vehicle_hour_error_pct,selected_HV_session_count,target_p_A,accepted_order_count,realized_accepted_order_share,mean_attempts,expanded_radius_match_share,normalized_operating_cost_total,normalized_operating_cost_per_matched_order,HV_equivalent_operating_seconds,pickup_ETA_objective_value,relative_pickup_ETA_degradation_vs_epsilon_0_reference,cost_enabled,eta_cost_av_to_hv,pickup_cost_epsilon,benchmark_flag,scientific_role,mean_assigned_exposure_static,positive_assigned_exposure_share_static,final_cumulative_mean_exposure_static,maximum_cumulative_mean_exposure_static,binding_epoch_count_static,near_binding_epoch_count_static,minimum_slack_static,mean_slack_static,mean_assigned_exposure_dynamic,positive_assigned_exposure_share_dynamic,final_cumulative_mean_exposure_dynamic,maximum_cumulative_mean_exposure_dynamic,binding_epoch_count_dynamic,near_binding_epoch_count_dynamic,minimum_slack_dynamic,mean_slack_dynamic,mean_assigned_exposure_speed,positive_assigned_exposure_share_speed,final_cumulative_mean_exposure_speed,maximum_cumulative_mean_exposure_speed,binding_epoch_count_speed,near_binding_epoch_count_speed,minimum_slack_speed,mean_slack_speed,reuse_source_scenario_id,runtime_dispatch_epoch_count,runtime_waiting_orders_mean,runtime_waiting_orders_max,runtime_available_vehicles_mean,runtime_available_vehicles_max,runtime_candidate_spatial_pairs,runtime_candidate_topk_pairs,runtime_valid_or_arcs,runtime_peak_topk_pairs_per_epoch,runtime_peak_valid_or_arcs_per_epoch,runtime_assignment_matrix_representation,runtime_gpu_usage,runtime_candidate_reduction_ratio,runtime_matrix_batch_queries,runtime_uncached_arc_evaluations,runtime_arc_cache_hits,runtime_arc_cache_hit_rate,runtime_matrix_failed_arcs,runtime_matrix_arc_failure_rate,runtime_route_fallback_attempts,runtime_route_fallback_successes,runtime_route_fallback_failures,runtime_failed_routing_arcs,runtime_arc_failure_rate,runtime_candidate_generation_time_s,runtime_routing_time_s,runtime_solver_time_s,runtime_fleetpy_time_s,runtime_total_runtime_s,runtime_solver_time_p50,runtime_solver_time_p95,runtime_solver_time_max,runtime_wall_clock_runtime_s,runtime_peak_rss_mb,runtime_enabled_gamma_constraint_count,runtime_cost_level_solve_count
MAIN_Q50_C_P70,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,ece08a2cbd05f11d6b3fbb08034ba5c083480ad1806877831f2d5e45ad958da5,2026-08-28T01:56:13.342913+08:00,2026-08-28T02:27:51.230983+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,C,UNCONSTRAINED,20260827,30000,17748,17748,12252,0.5916,0.4478666666666667,0.5521333333333334,0.26032359333494326,0.007935222672064778,12350,177.26199856186614,194.31211150000001,283.0,291.6265886,16137,1611,0.9092292089249493,0.0907707910750507,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,0.7,21031,0.7010333333333333,5.1247,0.24295695289610098,11378143.859105852,641.0944252369761,11378143.859105852,2492046.958525716,,False,1.0,0.0,False,mixed_fleet_transition,7.2576143182288435,0.9224084419615146,7.257614318228862,10.053846153846154,,,,,0.38442610033295743,0.7721911855990068,0.3844261003329574,0.6915983823478672,,,,,0.11788744051313889,0.7045313469894475,0.11788744051313826,0.16666666666666674,,,,,,2893,53.14241272035949,127,347.1351538195645,476,13609875,2775657,48862,2420,109,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.7960556581158902,143122,1756409,1019248,0.36720963721382,0,0.0,0,0,0,0,0.0,311.90115319986216,1506.624440500258,13.711353500046243,65.61643519983772,1897.8533824000042,0.0034082999991369434,0.01784943999809912,0.029068100004224107,1897.8533824000042,1535.50390625,0,0
MAIN_Q50_C_P100,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,04ff99727571296b0fc371f3745bdc2b2b1431dd1fffa01655bca0c4a35569ed,2026-08-28T02:28:59.350340+08:00,2026-08-28T03:01:49.622227+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,C,UNCONSTRAINED,20260827,30000,17824,17824,12176,0.5941333333333333,0.4543,0.5457,0.2562458005008857,0.007580079876110523,12269,176.82130737808575,193.6733335,282.6228003,291.5451873999999,15807,2017,0.8868379712746858,0.11316202872531418,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,1.0,30000,1.0,5.088766666666666,0.2353568222621185,11413015.683085863,640.317307174925,11413015.683085863,2507976.990745105,,False,1.0,0.0,False,mixed_fleet_transition,7.1699058006941,0.9286068418443233,7.1699058006941145,9.143589743589743,,,,,0.3907606703504065,0.7689638076351016,0.3907606703504073,0.8092011237547739,,,,,0.12084779375309872,0.7238472979672781,0.12084779375309777,0.16666666666666674,,,,,,2893,52.769789146215004,135,346.75630833045284,474,14835459,2769030,51310,2559,96,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.8133505677175206,141368,1750214,1018816,0.3679324528806116,0,0.0,0,0,0,0,0.0,335.88883450125286,1551.067051998827,14.434886400034884,68.84493669988296,1970.2357095999978,0.0035978000014438294,0.018603899996378463,0.029656099999556318,1970.2357095999978,1510.3671875,0,0
MAIN_Q50_M_P40,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,83f8232c67435029bf0e316971e2ed323e3fdbc7f669925de3e47df9655525c1,2026-08-28T02:29:01.228820+08:00,2026-08-28T03:02:16.832617+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,M,UNCONSTRAINED,20260827,30000,17667,17667,12333,0.5889,0.4456333333333333,0.5543666666666667,0.25843304671998074,0.008202653799758746,12435,178.2218534411049,195.658602,283.5206884,292.1314224,16078,1589,0.9100583007867776,0.0899416992132224,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,0.4,12033,0.4011,5.147133333333334,0.2432784287088923,11393905.21583949,644.9258626727509,11393905.21583949,2497241.492728202,,False,1.0,0.0,False,mixed_fleet_transition,2.499507490220758,0.8735053492762744,2.4995074902207532,3.476470588235294,,,,,0.14586960729748866,0.4694776589049717,0.14586960729748874,0.2994903924532548,,,,,0.0005506607929515419,0.0012586532410320957,0.0005506607929515419,0.001910480349344978,,,,,,2893,53.37504320774283,129,346.8091946076737,467,13573576,2781038,47748,2422,95,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.7951138299885012,143268,1756584,1024454,0.36837109021883196,0,0.0,0,0,0,0,0.0,326.15372000067146,1585.4135088993062,14.857535600182018,69.14407079984085,1995.5688353000005,0.0035998999956063926,0.019397740002023055,0.23617689999809954,1995.5688353000005,1506.05859375,0,0
MAIN_Q50_M_P70,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,69e6ff0e51dd600bd258ad72432ee2e56d567cc2ff47650e24396a3d7f8528e6,2026-08-27T19:10:49.390665+08:00,2026-08-27T19:42:24.546680+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,M,UNCONSTRAINED,20260827,30000,18133,18133,11867,0.6044333333333334,0.46546666666666664,0.5345333333333333,0.25997755051134946,0.008107656302240054,11964,176.48532348541337,193.5785,282.7665222,291.83945719999997,15926,2207,0.8782882038272762,0.12171179617272376,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,0.7,21031,0.7010333333333333,4.995933333333333,0.22991231456460598,11642683.464088148,642.0715526436965,11642683.464088148,2552085.379011887,,False,1.0,0.0,False,mixed_fleet_transition,2.361852772373109,0.8663343905754418,2.361852772373102,3.476470588235294,,,,,0.15184343536644565,0.4725872224739465,0.15184343536644562,0.32900823223197795,,,,,0.0,0.0,0.0,0.0,,,,,,2893,51.80712063601798,124,343.48427238161077,462,14586132,2724596,52397,2358,105,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.8132064072915287,138640,1724514,1000082,0.36705698753136246,0,0.0,0,0,0,0,0.0,326.5994884999527,1486.4303950998365,14.565513899884536,67.51351780032564,1895.1089152999994,0.0035080000016023405,0.018665999999211647,0.02705279999645427,1895.1089152999994,1529.18359375,0,0
MAIN_Q50_M_P100,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,33fbc46d6ca3e5ea695dfc1d40ea834b95a1d3f7281c0c2c6ddb3ed73eb9ea44,2026-08-28T03:02:47.508790+08:00,2026-08-28T03:34:48.621039+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,M,UNCONSTRAINED,20260827,30000,18293,18293,11707,0.6097666666666667,0.47213333333333335,0.5278666666666667,0.2607350340995201,0.007376632185857215,11794,176.64777532684633,193.374526,282.81781920000003,291.8858432,15710,2583,0.8587984474935768,0.14120155250642322,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,1.0,30000,1.0,4.9379333333333335,0.22571475427759252,11760922.498958945,642.9192860087982,11760922.498958945,2590568.762394073,,False,1.0,0.0,False,mixed_fleet_transition,2.4007627170109234,0.870305845915602,2.400762717010919,3.6029411764705883,,,,,0.15104741945407424,0.4796747967479675,0.15104741945407438,0.3576844103454523,,,,,0.00024196670538133953,0.0007742934572202865,0.00024196670538133953,0.0007046223224351747,,,,,,2893,51.20566885585897,135,342.19702730729347,473,16237948,2707001,54817,2509,97,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.8332916819292684,136704,1715112,991889,0.3664161926796481,0,0.0,0,0,0,0,0.0,347.48458160169685,1489.4419298985813,14.686494799920183,69.45445339979779,1921.067459699996,0.0036459999973885715,0.018923679998260924,0.028891800000565127,1921.067459699996,1499.94140625,0,0
MAIN_Q50_A_P40,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,1864ceea3350bbe763109fd2b5d3b1eada88cb6ba64b3d35756dc36c2bd00e27,2026-08-28T03:02:49.602196+08:00,2026-08-28T03:35:58.209702+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,A,UNCONSTRAINED,20260827,30000,17754,17754,12246,0.5918,0.44743333333333335,0.5525666666666667,0.2612656089762925,0.007858705339058575,12343,177.71163242936805,194.201986,283.082826,291.72752149999997,16059,1695,0.9045285569449139,0.09547144305508617,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,0.4,12033,0.4011,5.1265,0.2439450264729075,11422758.126796853,643.3906796663767,11422758.126796853,2497743.330230535,,False,1.0,0.0,False,mixed_fleet_transition,0.9256623159709595,0.6466076696165192,0.9256623159709599,1.1680365296803652,,,,,0.0322449760542162,0.18053097345132743,0.03224497605421619,0.19562589373865302,,,,,0.0,0.0,0.0,0.0,,,,,,2893,53.16107846526098,130,346.58831662633946,468,13692828,2774517,48427,2496,85,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.7973744357264986,142595,1752959,1021558,0.36819309450978316,0,0.0,0,0,0,0,0.0,330.9009362022407,1572.7847168976587,14.466203499876428,70.40911260022403,1988.5609691999998,0.003568499996617902,0.019466659997124228,0.029151199996704236,1988.5609691999998,1505.02734375,0,0
MAIN_Q50_A_P70,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,44f21d0786b8136097da8809217cb31d717ad6bdd6ba34879f5bf1b0bfc48910,2026-08-28T03:36:26.191247+08:00,2026-08-28T04:07:19.558345+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,A,UNCONSTRAINED,20260827,30000,18267,18267,11733,0.6089,0.4715666666666667,0.5284333333333333,0.2598877184129187,0.00861850443599493,11835,176.40990345004653,193.116345,282.8098226,291.6385813,15923,2344,0.8716811737012098,0.12831882629879016,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,0.7,21031,0.7010333333333333,4.9455,0.22554332950128647,11744704.52911278,642.9465445400328,11744704.52911278,2581672.714681722,,False,1.0,0.0,False,mixed_fleet_transition,0.8711789029667378,0.6305460750853242,0.8711789029667383,1.1836631151699646,,,,,0.03457557967464389,0.1864334470989761,0.034575579674643905,0.19562589373865302,,,,,0.0,0.0,0.0,0.0,,,,,,2893,51.284134116833734,131,342.3297614932596,480,14682680,2703302,53285,2430,107,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.8158849746776474,136958,1710597,992705,0.36721942276519604,0,0.0,0,0,0,0,0.0,326.496937499207,1444.1289108005149,14.305326299625449,68.37957010064565,1853.310744699993,0.0035290000087115914,0.018880119998357262,0.02865360000578221,1853.310744699993,1510.78125,0,0
MAIN_Q50_A_P100,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,0b2076439bc9fdeafd363267b0a4f936167d1fe5a2b12d514b50c61e0f3d5394,2026-08-28T03:36:28.097931+08:00,2026-08-28T04:07:09.870337+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,A,UNCONSTRAINED,20260827,30000,18420,18420,11580,0.614,0.4765666666666667,0.5234333333333333,0.2625612940202509,0.007882111034955449,11672,176.0270692814332,192.552821,282.55416390000005,291.58553215,15673,2747,0.8508686210640608,0.1491313789359392,0.5,0.5003527719591977,256,6135.336388888889,6154.377777777778,0.31035606985417846,4188,1.0,30000,1.0,4.898433333333333,0.2238327904451683,11829769.296285607,642.2241746083391,11829769.296285607,2600390.62451577,,False,1.0,0.0,False,mixed_fleet_transition,0.8780285896500347,0.6254095376774663,0.878028589650036,1.257990867579909,,,,,0.03244931964826752,0.17619220968329086,0.03244931964826751,0.19562589373865302,,,,,0.0,0.0,0.0,0.0,,,,,,2893,50.79605945385413,130,341.2578638091946,466,16494477,2691603,56103,2465,107,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.8368179239632757,135318,1703896,987707,0.3669586488051916,0,0.0,0,0,0,0,0.0,339.50248420090065,1419.6268986987125,14.17617580080696,68.40990869957022,1841.7154673999903,0.003514800002449192,0.017821200005710126,0.029594199993880466,1841.7154673999903,1510.76953125,0,0
MAIN_Q75_C_P40,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,49dcd1973d62324a3373e40c99b558fcec5a66b0ab275c2acfcb860fe70e6c03,2026-08-28T04:07:42.992589+08:00,2026-08-28T05:02:36.529720+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,C,UNCONSTRAINED,20260827,30000,10632,10632,19368,0.3544,0.2276,0.7724,0.1641636457793889,0.004267132795229037,19451,188.9434241237773,207.998752,285.4980043,292.97229419999996,9175,1457,0.8629608728367193,0.13703912716328065,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,0.4,12033,0.4011,7.2165333333333335,0.3577878103837472,6669785.479125546,627.3312151171507,6669785.479125546,1494233.4901971077,,False,1.0,0.0,False,mixed_fleet_transition,7.251185846106917,0.9176389842141386,7.251185846106921,9.977777777777778,,,,,0.39699563946861605,0.7652711050102952,0.39699563946861566,0.6884394329678148,,,,,0.11484786090139561,0.6829100892244337,0.1148478609013953,0.16666666666666674,,,,,,2893,74.83442792948496,169,415.9032146560664,476,8932080,3542836,26956,2960,62,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.6033582323490161,204098,2197598,1345238,0.3797065401841914,0,0.0,0,0,0,0,0.0,245.8320610068622,2998.9175741932268,9.311520300063421,39.430384499850334,3293.4915400000027,0.0031733999931020662,0.008946739989914942,0.028381199997966178,3293.4915400000027,1674.7265625,0,0
MAIN_Q75_C_P70,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,e6885b2e9db02f3816e3df497aad9d1789703748f8a21dc7dc28406277ec67c8,2026-08-28T04:07:47.484407+08:00,2026-08-28T05:00:38.126078+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,C,UNCONSTRAINED,20260827,30000,11352,11352,18648,0.3784,0.25306666666666666,0.7469333333333333,0.16779721528025704,0.004909284951974386,18740,186.70105813416137,204.16582449999999,284.9469086,292.7290875,9153,2199,0.8062896405919662,0.19371035940803383,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,0.7,21031,0.7010333333333333,6.991,0.33121916842847077,7042331.093954856,620.3603853025771,7042331.093954856,1603324.4171911539,,False,1.0,0.0,False,mixed_fleet_transition,7.137314941134859,0.9226921327876307,7.137314941134874,10.053846153846154,,,,,0.38207668732263356,0.7617098681218736,0.3820766873226342,0.7065180714938435,,,,,0.11611338487191153,0.692587539790814,0.11611338487191052,0.16666666666666674,,,,,,2893,72.49567922571725,162,410.55098513653644,467,10032040,3454867,31866,2839,100,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.6556167040801273,197130,2147843,1307024,0.37831383957761616,0,0.0,0,0,0,0,0.0,252.38130850596644,2868.211914094325,9.75930880033411,40.244963199380436,3170.597494600006,0.0032476000051246956,0.00995226000377443,0.026527000009082258,3170.597494600006,1657.4140625,0,0
MAIN_Q75_C_P100,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,ed3e109c3ed4fa01b9e3e0c87584b7bb7162fc752349b250b1bde3c43f0e3c3b,2026-08-28T05:02:59.851679+08:00,2026-08-28T05:53:46.947106+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,C,UNCONSTRAINED,20260827,30000,11722,11722,18278,0.3907333333333333,0.2698333333333333,0.7301666666666666,0.1655786350148368,0.005170630816959669,18373,186.08701681223343,203.194485,285.1116828,292.64979259999996,8955,2767,0.7639481317181368,0.23605186828186317,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,1.0,30000,1.0,6.875666666666667,0.30941818802252175,7253595.160627114,618.8018393300729,7253595.160627114,1663465.0165367597,,False,1.0,0.0,False,mixed_fleet_transition,7.060982612536642,0.9266353451391398,7.06098261253666,8.979999999999999,,,,,0.3856660919201688,0.7654499457896639,0.38566609192016915,0.8092011237547739,,,,,0.11947355740272261,0.7126852186483557,0.11947355740272257,0.16666666666666674,,,,,,2893,71.29968890425164,165,407.8423781541652,471,11971010,3439748,35568,2980,97,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.7126601681896515,192217,2128265,1311483,0.38127298860265346,0,0.0,0,0,0,0,0.0,263.4159206008917,2732.959689998883,10.049055600131396,40.63934030008386,3047.06400649999,0.003248399996664375,0.010362960002385084,0.07597829999576788,3047.06400649999,1662.9765625,0,0
MAIN_Q75_M_P40,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,6b0fe39eeaafdc0a20e3c7b81d4ad1681c5b252bce1ad33bf2c16d71af58d1e7,2026-08-28T05:03:01.864571+08:00,2026-08-28T05:56:00.778044+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,M,UNCONSTRAINED,20260827,30000,11163,11163,18837,0.3721,0.2497,0.7503,0.16313474610155937,0.005017959011197972,18932,186.9212667743438,204.669105,284.98877980000003,292.8357956,9062,2101,0.8117889456239362,0.18821105437606378,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,0.4,12033,0.4011,7.043466666666666,0.32894383230314433,7023952.17536976,629.2172512200806,7023952.17536976,1576511.1061628703,,False,1.0,0.0,False,mixed_fleet_transition,2.409820953607526,0.8653022370299858,2.409820953607516,3.476470588235294,,,,,0.14968007969446256,0.4683484055211804,0.1496800796944626,0.2994903924532548,,,,,0.0004164683484055212,0.0009519276534983341,0.0004164683484055212,0.001708984375,,,,,,2893,73.03975112340132,163,410.93155893536124,468,9940842,3477804,30778,2874,64,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.6501499571163087,198079,2153573,1324231,0.38076642617007744,0,0.0,0,0,0,0,0.0,249.66824090102455,2879.9498483987263,9.497712100041099,39.76691500020388,3178.882716399996,0.003209000002243556,0.009239399994839916,0.03160600000410341,3178.882716399996,1654.4375,0,0
MAIN_Q75_M_P70,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,9a28919c3c931e604ac44136f97de27e2ac0f763eaee1a00eeaf35bf22345b7c,2026-08-28T05:56:24.380208+08:00,2026-08-28T06:45:34.317011+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,M,UNCONSTRAINED,20260827,30000,12039,12039,17961,0.4013,0.2841,0.7159,0.1637100153652745,0.004710185082566774,18046,186.72926476177423,205.0,284.7032714,292.4717888,8905,3134,0.7396793753634022,0.2603206246365977,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,0.7,21031,0.7010333333333333,6.7637,0.29205083478694244,7548657.209444424,627.0169623261421,7548657.209444424,1740274.6240900923,,False,1.0,0.0,False,mixed_fleet_transition,2.3606884329992366,0.8640714741544352,2.360688432999231,3.476470588235294,,,,,0.14930340642948298,0.46904913848117424,0.14930340642948287,0.32900823223197795,,,,,0.00013959795788130185,0.0003190810465858328,0.00013959795788130185,0.0011482939632545932,,,,,,2893,70.13861043899067,157,404.07915658486,462,12321636,3400231,35472,2800,106,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.7240438688498833,188430,2100578,1299653,0.3822249135426387,0,0.0,0,0,0,0,0.0,264.91570969815075,2635.1138306012144,9.87346429975878,40.005222100866376,2949.9082266999903,0.00326620000123512,0.009224159998120752,0.029571899998700246,2949.9082266999903,1641.140625,0,0
MAIN_Q75_M_P100,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,53fa4a9a8cb8038b6324a220855716b804118d6e16b3594303617be9be1d8652,2026-08-28T05:56:26.672155+08:00,2026-08-28T06:43:40.543339+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,M,UNCONSTRAINED,20260827,30000,12594,12594,17406,0.4198,0.3013,0.6987,0.1696006869901245,0.0051440329218107,17496,186.96374002191519,205.120026,284.81399250000004,292.59013104999997,8845,3749,0.702318564395744,0.297681435604256,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,1.0,30000,1.0,6.5975,0.2822772748928061,7886202.785246436,626.1872943660819,7886202.785246436,1839899.3476819731,,False,1.0,0.0,False,mixed_fleet_transition,2.349793278207522,0.8714323819685249,2.3497932782075157,3.6029411764705883,,,,,0.1471522305724826,0.46145638837023206,0.14715223057248264,0.35421865843017214,,,,,0.00040010669511869834,0.0010669511869831954,0.00040010669511869834,0.0012351778656126482,,,,,,2893,68.41513999308675,164,399.2682336674732,470,14879367,3357103,38450,2975,99,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.7743786412419291,183393,2075059,1282044,0.38188998073636704,0,0.0,0,0,0,0,0.0,281.7408940986643,2501.023318201085,9.911306100388174,41.1647996998654,2833.840318100003,0.003255799994803965,0.009393160001491197,0.025438900003791787,2833.840318100003,1627.84765625,0,0
MAIN_Q75_A_P40,MAIN_STRUCTURAL,6b6d3410fadc80a25d60a4affc9a439c71c3f174,b82cd3fda60a39c7474de49bdf4f205850a6725d,0379f9725a147ff33c674de4884cdf89fd787fa9,e26f7938dc405f0f6a5f1bf5bdbfb931ab8079026857893359a61fe228a6c6d3,2026-08-28T06:45:58.859850+08:00,2026-08-28T07:38:03.959491+08:00,2016-10-31T00:00:00+08:00,2016-11-01T00:01:00+08:00,12279.336388888889,A,UNCONSTRAINED,20260827,30000,11395,11395,18605,0.37983333333333336,0.2544666666666667,0.7455333333333334,0.16815702405436825,0.004973793988661889,18698,187.80364510759102,205.938593,285.02875620000003,292.7996601,9182,2213,0.8057920140412461,0.19420798595875383,0.75,0.7505291579387965,384,3063.336388888889,3080.8361111111108,0.5712634853193265,2101,0.4,12033,0.4011,6.9804,0.33005704256252744,7170932.8435254125,629.3052078565522,7170932.8435254125,1620469.541323511,,False,1.0,0.0,False,mixed_fleet_transition,0.8983700439013688,0.6389516493447809,0.8983700439013684,1.1680365296803652,,,,,0.031314932308983405,0.17668323542702213,0.0313149323089834,0.19562589373865302,,,,,0.0,0.0,0.0,0.0,,,,,,2893,72.38575872796405,161,408.8154165226409,471,9811827,3454751,31696,3002,64,CSR_SPARSE_ARCS_ONLY,NONE_CPU_ONLY,0.6478993157951114,197051,2145304,1309447,0.37902789520865615,0,0.0,0,0,0,0,0.0,248.21245240126154,2827.132159698085,9.561586700059706,40.1603840005846,3125.066582799991,0.003217800011043437,0.009223999991081656,0.026396000001113862,3125.066582799991,1653.265625,0,0
