environment,observed_order_stream,time_bin_demand_supply_corr,peak_supply_demand_ratio,supply_source
E1_demand_supply_decoupled,observed_served_order_arrival_stream_not_total_latent_demand,0.9713174414479283,1.1438306157215867,20161022_weekend_anchor_0.7_plus_20161019_21_weekday_median_0.3
