fold,sample_size,initial_fleet_hash,mechanism_id,dispatch_strategy,pricing_scenario,supply_scenario,av_penetration,odd_profile,cancellation_reason,orders
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B5_weighted_heuristic,Weighted Stakeholder Heuristic,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,,1287
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B5_weighted_heuristic,Weighted Stakeholder Heuristic,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B5_weighted_heuristic,Weighted Stakeholder Heuristic,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B5_weighted_heuristic,Weighted Stakeholder Heuristic,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_passenger_rejection,195
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B6_three_stakeholder_balanced,Three-Stakeholder Balanced,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,,1288
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B6_three_stakeholder_balanced,Three-Stakeholder Balanced,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B6_three_stakeholder_balanced,Three-Stakeholder Balanced,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,B6_three_stakeholder_balanced,Three-Stakeholder Balanced,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_passenger_rejection,194
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,,1310
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_no_odd_feasible_av,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_passenger_rejection,166
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_patience_timeout,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,,1308
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_no_odd_feasible_av,1
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_passenger_rejection,168
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_patience_timeout,5
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,,1313
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,cancelled_passenger_rejection,169
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,,1313
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,cancelled_passenger_rejection,169
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,,1308
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_passenger_rejection,170
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,INT_AV0.50_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_patience_timeout,4
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P0_uniform,moderate,0.5,moderate_av,,1314
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P0_uniform,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P0_uniform,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P0_uniform,moderate,0.5,moderate_av,cancelled_passenger_rejection,168
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P1_platform_funded_comp,moderate,0.5,moderate_av,,1313
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P1_platform_funded_comp,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P1_platform_funded_comp,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P1_platform_funded_comp,moderate,0.5,moderate_av,cancelled_passenger_rejection,169
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P2_passenger_funded_comp,moderate,0.5,moderate_av,,1312
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P2_passenger_funded_comp,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P2_passenger_funded_comp,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P2_passenger_funded_comp,moderate,0.5,moderate_av,cancelled_passenger_rejection,169
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P2_passenger_funded_comp,moderate,0.5,moderate_av,cancelled_patience_timeout,1
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,,1310
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_no_odd_feasible_av,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_passenger_rejection,166
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,conservative_av,cancelled_patience_timeout,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,,1308
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_no_odd_feasible_av,1
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_passenger_rejection,168
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,intersection_sensitive_av,cancelled_patience_timeout,5
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,,1313
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,mature_av,cancelled_passenger_rejection,169
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,,1313
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,moderate_av,cancelled_passenger_rejection,169
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,,1308
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_passenger_rejection,170
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.5,uncertainty_sensitive_av,cancelled_patience_timeout,4
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P4_av_discount_hv_comp,moderate,0.5,moderate_av,,1319
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P4_av_discount_hv_comp,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P4_av_discount_hv_comp,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P4_av_discount_hv_comp,moderate,0.5,moderate_av,cancelled_passenger_rejection,163
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,,1285
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,OFAT_BASE,ODD-Gated Price-Aware Matching,P5_three_stakeholder_balanced,moderate,0.5,moderate_av,cancelled_passenger_rejection,197
1,1500,f78a91d5c6101c6eea2124693894c4e61c90e2229aeab099466f749bc06228bc,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,,1312
1,1500,f78a91d5c6101c6eea2124693894c4e61c90e2229aeab099466f749bc06228bc,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,cancelled_no_available_vehicle,3
1,1500,f78a91d5c6101c6eea2124693894c4e61c90e2229aeab099466f749bc06228bc,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,cancelled_no_spatial_candidate,15
1,1500,f78a91d5c6101c6eea2124693894c4e61c90e2229aeab099466f749bc06228bc,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,cancelled_passenger_rejection,170
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,conservative_av,,954
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,conservative_av,cancelled_no_available_vehicle,51
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,conservative_av,cancelled_no_odd_feasible_av,262
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,conservative_av,cancelled_no_spatial_candidate,18
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,conservative_av,cancelled_passenger_rejection,130
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_conservative_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,conservative_av,cancelled_patience_timeout,85
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,intersection_sensitive_av,,1015
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,intersection_sensitive_av,cancelled_no_available_vehicle,51
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,intersection_sensitive_av,cancelled_no_odd_feasible_av,208
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,intersection_sensitive_av,cancelled_no_spatial_candidate,18
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,intersection_sensitive_av,cancelled_passenger_rejection,137
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_intersection_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,intersection_sensitive_av,cancelled_patience_timeout,71
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,mature_av,,1223
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,mature_av,cancelled_no_available_vehicle,51
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,mature_av,cancelled_no_odd_feasible_av,49
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,mature_av,cancelled_no_spatial_candidate,18
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,mature_av,cancelled_passenger_rejection,158
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_mature_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,mature_av,cancelled_patience_timeout,1
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,,1142
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_no_available_vehicle,51
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_no_odd_feasible_av,135
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_no_spatial_candidate,18
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_passenger_rejection,149
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_moderate_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_patience_timeout,5
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,uncertainty_sensitive_av,,1013
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,uncertainty_sensitive_av,cancelled_no_available_vehicle,51
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,uncertainty_sensitive_av,cancelled_no_odd_feasible_av,246
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,uncertainty_sensitive_av,cancelled_no_spatial_candidate,18
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,uncertainty_sensitive_av,cancelled_passenger_rejection,132
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,INT_AV0.75_uncertainty_sensitive_av,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,uncertainty_sensitive_av,cancelled_patience_timeout,40
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,,1142
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_no_available_vehicle,51
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_no_odd_feasible_av,135
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_no_spatial_candidate,18
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_passenger_rejection,149
2,1500,39a668aed989979f226a85bdd856fde079c960335047a7c1414c7a1e56a94a48,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,moderate,0.75,moderate_av,cancelled_patience_timeout,5
2,1500,b2e8cd9bad5fb83502b8d4fe06e17224f54a3e07e181f9f390c7dcf88c11db97,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,,1265
2,1500,b2e8cd9bad5fb83502b8d4fe06e17224f54a3e07e181f9f390c7dcf88c11db97,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,cancelled_no_available_vehicle,51
2,1500,b2e8cd9bad5fb83502b8d4fe06e17224f54a3e07e181f9f390c7dcf88c11db97,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,cancelled_no_spatial_candidate,18
2,1500,b2e8cd9bad5fb83502b8d4fe06e17224f54a3e07e181f9f390c7dcf88c11db97,OFAT_BASE,ODD-Gated Price-Aware Matching,P3_shared_comp,abundant,0.5,moderate_av,cancelled_passenger_rejection,166
