date,raw_orders,od_valid_orders,route_conditioned_ready_orders,stage2_predicted_orders,stage4_exported_orders,not_route_conditioned_orders,stage2_matches_route_orders,stage4_matches_stage2_orders,order_id_unique,core_condition_missing_rows,probability_range_violations,expected_range_violations,decision_time_parse_success_rate,prediction_cutoff_after_decision_count,origin_timestamp_fallback_count,iis_available_orders,fallback_condition_columns_present,status
20161023,114356,114356,112165,112165,112165,2191,True,True,True,0,0,0,1.0,0,0,0,[],PASS
