replication_id,strategy,operation_setting,request_time_scenario,orders,served_orders,cancelled_orders,match_rate,cancel_rate,condition_known_orders,condition_unknown_orders,unknown_condition_served,mean_waiting_time_sec,mean_pickup_time_sec,mean_passenger_gc,av_assignment_share,av_odd_violation,hv_income,hv_stress_burden,av_vehicle_hour_share,empty_vehicle_km,pickup_vehicle_km,operating_contribution,lost_demand_cost,av_fixed_cost,depot_cost,empty_movement_cost,preassignment_failure_cost,scenario_net_profit,simulator_type,preassignment_enabled,balanced_constraints_status,matching_solver,max_matching_runtime_sec,peak_candidate_edge_count,orders_hitting_candidate_cap,candidate_truncation_rate_mean,summary_path
1,Safe GlobalMatch-MinPickup,O0,RT-Base,114356,100294,14062,0.8770331246283536,0.12296687537164644,112165,2191,2001,35.08362254476838,82.00295100796315,34.373128163539654,0.0,0,1865196.1466784847,51767.46575640639,0.04958989486928032,0.0,36877.28119391337,1487848.0374263516,168744.0,8080.0,400.0,0.0,0.0,1310624.0374263516,30_second_discrete_time_sparse_matching,False,not_applicable,sparse_networkx_max_weight_matching,0.25299519998952746,2515,379656,0.85658568107553,stage4\output\decoupled_abm\replication=1\O0\Safe_GlobalMatch_MinPickup\RT-Base\summary.json
