pickup_odd_proxy_source,pickup_odd_proxy_version,zone_pair_count,zone_pair_feasible_share,empty_speed_global_mps,empty_speed_sample_count,circuity_factor_median
training_route_pressure_zone_pair_conservative_scenario_proxy,pickup_odd_proxy_v1,625,0.8464,4.468193781568341,440049,1.3260348602477496
