total_historical_orders,replayed_orders,replay_success_rate,time_conflict_rate,spatial_continuity_conflict_rate,missing_driver_rate,cross_session_conflict_rate,overlapping_service_rate,p95_spatial_jump_m
114356,109173,0.954676623876316,0.04070621567735842,0.03498723285179615,0.0,0.00461716044632551,0.04070621567735842,5330.916398851824
