fold,sample_size,initial_fleet_hash,mechanism_id,pricing_scenario,HV_payout,HV_net_income,mean_passenger_fare,supply_scenario,av_penetration,odd_profile,dispatch_strategy
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,10769.961487428853,7309.702462492216,44.62394984029515,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,10769.961487428853,7309.702462492216,44.62394984029515,moderate,0.5,conservative_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,10769.961487428853,7309.702462492216,44.62394984029515,moderate,0.5,mature_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,10769.961487428853,7309.702462492216,44.62394984029515,moderate,0.5,intersection_sensitive_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,10769.961487428853,7309.702462492216,44.62394984029515,moderate,0.5,uncertainty_sensitive_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,21200.086714466182,14410.274830419496,45.26440613759823,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,21200.086714466182,14410.274830419496,45.26440613759823,moderate,0.5,conservative_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,21200.086714466182,14410.274830419496,45.26440613759823,moderate,0.5,mature_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,21200.086714466182,14410.274830419496,45.26440613759823,moderate,0.5,intersection_sensitive_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,21200.086714466182,14410.274830419496,45.26440613759823,moderate,0.5,uncertainty_sensitive_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,19449.86295594308,13204.440639698558,45.23448817135378,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,19449.86295594308,13204.440639698558,45.23448817135378,moderate,0.5,conservative_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,19449.86295594308,13204.440639698558,45.23448817135378,moderate,0.5,mature_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,19449.86295594308,13204.440639698558,45.23448817135378,moderate,0.5,intersection_sensitive_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P3_shared_comp,19449.86295594308,13204.440639698558,45.23448817135378,moderate,0.5,uncertainty_sensitive_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P0_uniform,14173.761941334338,8794.087524912798,44.14101440969338,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P1_platform_funded_comp,14212.13987483578,9641.901921101518,44.17771022809057,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P2_passenger_funded_comp,16931.89865490673,11475.464999113958,45.90980642036702,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
2,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,OFAT_BASE,P4_av_discount_hv_comp,17003.023633219716,11716.540010907582,44.19729742846384,moderate,0.5,moderate_av,ODD-Gated Price-Aware Matching
