supply_scenario,av_penetration,odd_profile,pricing_scenario,dispatch_strategy,relocation_mode,mechanism_id,odd_policy,passenger_policy,driver_policy,experiment_family,sample_size,initial_fleet_hash,orders,served_orders,match_rate,cancel_rate,passenger_acceptance_rate,driver_acceptance_rate,spatial_feasibility_rate,ODD_feasibility_rate,matching_success_rate_given_feasible,patience_cancellation_rate,price_rejection_rate,driver_rejection_rate,mean_waiting_time_sec,mean_pickup_time_sec,mean_passenger_fare,mean_passenger_generalized_cost,platform_revenue,platform_cost,served_order_profit,lost_demand_cost,platform_profit,net_platform_profit,profit_margin,HV_payout,HV_net_income,HV_stress_burden,HV_high_stress_assignment_share,AV_utilization,HV_utilization,AV_active_vehicle_share,HV_active_vehicle_share,AV_orders_per_vehicle,HV_orders_per_vehicle,AV_assignment_share,AV_stress_exposure,AV_ODD_violation_rate,remote_assistance_cost,fallback_expected_cost,capability_cost,mean_candidate_count,zero_candidate_order_share,cross_zone_candidate_share,local_zone_candidate_share,neighbor_zone_candidate_share,candidate_generation_runtime_sec,fold,experiment_id
moderate,0.5,moderate_av,P0_uniform,GlobalMatch-MinPickup,none,B0_minpickup_uniform,none,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1315,0.8766666666666667,0.12333333333333334,0.8766666666666667,0.988,0.988,0.988,1.0,0.0,0.11133333333333334,0.0,71.25931558935362,158.42637912929314,44.91874629413012,46.43531252254594,59068.15137678111,25312.759238832823,33755.392137948285,925.0,32830.392137948285,32830.392137948285,0.5558053091679024,13782.708124212271,9046.963315206976,0.3327520128230343,0.03129657228017884,0.06580574694994615,0.06946363691715918,0.23809523809523808,0.2619047619047619,3.066666666666667,3.1952380952380954,0.4897338403041825,0.33223034267932733,0.08385093167701864,621.5694317817688,809.1483793258667,1890.1981416642666,6.686715749975419,0.29282013770964044,0.7851896022286347,0.15035367585607992,0.7851896022286347,0.9759502999659162,1,0
moderate,0.5,moderate_av,P0_uniform,GlobalMatch-MinOperatingCost,none,B1_mincost_uniform,none,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1314,0.876,0.124,0.876,0.988,0.988,0.988,1.0,0.0,0.112,0.0,71.26027397260275,191.60552307555227,44.88112036423383,46.45413739782732,58973.79215860325,20879.241330356544,38094.55082824671,930.0,37164.55082824671,37164.55082824671,0.6301875709178903,9554.915012615143,6169.7067052631755,0.3692504098302467,0.10352422907488987,0.08701640661211585,0.048651663282343716,0.2571428571428571,0.3333333333333333,4.095238095238095,2.1619047619047618,0.654490106544901,0.3130177676157896,0.0,101.90294981002808,0.0,895.8332432955503,6.6850473293843455,0.29432412788766377,0.762129518383355,0.17341375970135964,0.762129518383355,0.9701869000127772,1,1
moderate,0.5,moderate_av,P0_uniform,ODD Gate Only,none,B2_oddgate_uniform,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1314,0.876,0.124,0.876,0.988,0.988,0.988,1.0,0.0,0.112,0.0,71.2435312024353,159.57375636097692,44.88398985100868,46.41751555297886,58977.56266422541,23858.60724591674,35118.95541830866,930.0,34188.95541830866,34188.95541830866,0.5796942748033734,14257.760126427851,9322.065846864054,0.3416498139493346,0.060029282576866766,0.06296080591953172,0.07239102432176513,0.22380952380952382,0.2904761904761905,3.0047619047619047,3.2523809523809524,0.4802130898021309,0.32241709416213643,0.0,604.0569353103638,0.0,1110.227803349495,6.517086479103054,0.29465225791192645,0.7845660338284896,0.15097724425622513,0.7845660338284896,0.9561615997808985,1,2
moderate,0.5,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,none,B3_odd_price_shared,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1313,0.8753333333333333,0.12466666666666666,0.8753333333333333,0.988,0.988,0.988,1.0,0.0,0.11266666666666666,0.0,71.26884996191927,189.7002390598966,45.35093941190089,46.90630074160713,59545.78344782587,21459.28220638991,38086.501241435966,935.0,37151.501241435966,37151.501241435966,0.6239148952333154,10616.412186261976,7322.473273252517,0.3716248671547145,0.10514541387024609,0.08820125137823565,0.04700087087885058,0.2761904761904762,0.3238095238095238,4.123809523809523,2.1285714285714286,0.6595582635186595,0.3122296992393987,0.0,130.43007850646973,0.0,918.4205927103758,6.519063298068823,0.29606051304946335,0.7601632224071438,0.17538005567757065,0.7601632224071438,0.9739798999507912,1,3
moderate,0.5,moderate_av,P4_av_discount_hv_comp,ODD-Gated Price-Aware Matching,none,B4_odd_price_avdiscount,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1319,0.8793333333333333,0.12066666666666667,0.8793333333333333,0.988,0.988,0.988,1.0,0.0,0.10866666666666666,0.0,71.1614859742229,191.6003679316652,44.111559850768394,45.67205965012077,58183.147443163514,22076.635454539562,36106.511988623955,905.0,35201.511988623955,35201.511988623955,0.6050121647855287,10871.66773163082,7602.267261686608,0.3702285785793988,0.10657596371882086,0.08976612731746364,0.046891600317279014,0.2619047619047619,0.32857142857142857,4.180952380952381,2.1,0.66565579984837,0.3134365427840272,0.0,130.51580047607422,0.0,938.6391822844744,6.572620243476598,0.28781049112540824,0.7660214466149754,0.1695218314697392,0.7660214466149754,0.9514373998827068,1,4
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,Weighted Stakeholder Heuristic,none,B5_weighted_heuristic,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1287,0.858,0.142,0.858,0.988,0.988,0.988,1.0,0.0,0.13,0.0,71.1041181041181,182.58896060679055,44.19291005649696,45.77392011762589,56876.27524271159,22273.414928612252,34602.86031409934,1065.0,33537.86031409934,33537.86031409934,0.5896634435180782,14453.900285349107,10106.692225354069,0.36449237626475334,0.08785046728971962,0.06535860120336212,0.06514585635144836,0.24761904761904763,0.30952380952380953,3.580952380952381,2.5476190476190474,0.5843045843045843,0.30965781807635273,0.0,32.11012268066406,0.0,715.4947638958693,6.149494831953395,0.3262747279321865,0.7716650052631311,0.1583534109431304,0.7716650052631311,0.9611900001036702,1,5
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,Three-Stakeholder Balanced,none,B6_three_stakeholder_balanced,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,f740db2b161eb506e76c4959cb21ef806ab51202391fcb732eb612365eeb8084,1500,1288,0.8586666666666667,0.14133333333333334,0.8586666666666667,0.988,0.988,0.988,1.0,0.0,0.12933333333333333,0.0,71.32686335403727,193.31682218760383,43.96225813053208,45.52737234884281,56623.38847212531,20768.811277498142,35854.57719462717,1060.0,34794.57719462717,34794.57719462717,0.6144912576497594,10289.145163063557,7242.385874694385,0.3746092930590243,0.11217183770883055,0.08674786964610053,0.043001062848669516,0.2571428571428571,0.30952380952380953,4.1380952380952385,1.9952380952380953,0.6746894409937888,0.312165476704723,0.0,57.472556591033936,0.0,863.8102182000875,6.172794409396619,0.32638580981122417,0.7611565126949731,0.16886190351128838,0.7611565126949731,0.9663981000630883,1,6
moderate,0.5,moderate_av,P0_uniform,GlobalMatch-MinPickup,none,B0_minpickup_uniform,none,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1269,0.846,0.154,0.846,0.954,0.954,0.954,1.0,0.0,0.108,0.0,71.15287628053585,151.10277903189007,44.16082988991914,45.65746990353337,56040.09313030739,27787.530947757314,28252.56218255008,1155.0,27097.56218255008,27097.56218255008,0.48353884993626606,14291.999966139125,9073.223485084836,0.41273067310901373,0.25801749271137026,0.06944298054812705,0.09181204852908836,0.19523809523809524,0.22857142857142856,2.776190476190476,3.2666666666666666,0.4594168636721828,0.40321575978045604,0.22298456260720412,978.7973437309265,2063.0419998168945,3387.695552006364,6.243042164064891,0.34651964722987455,0.6992679971042204,0.15300473016850694,0.6992679971042204,0.9163205998484045,2,0
moderate,0.5,moderate_av,P0_uniform,GlobalMatch-MinOperatingCost,none,B1_mincost_uniform,none,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1268,0.8453333333333334,0.15466666666666667,0.8453333333333334,0.954,0.954,0.95,1.0,0.0,0.10866666666666666,0.0,71.15851735015772,176.05250850450773,44.12005134784935,45.77327206700664,55944.22510907297,22407.917002250215,33536.30810682276,1160.0,32376.308106822762,32376.308106822762,0.5787247574472527,13969.597167531349,8663.460126547101,0.4600601122078475,0.4576523031203566,0.07330212990492589,0.08941579750788077,0.22857142857142856,0.2857142857142857,2.8333333333333335,3.204761904761905,0.4692429022082019,0.3499119325428784,0.010084033613445379,134.03086948394775,90.51040172576904,846.6481786519289,6.229489975512703,0.3478874923477196,0.6584501008156634,0.1957165658510033,0.6584501008156634,0.9157472999359015,2,1
moderate,0.5,moderate_av,P0_uniform,ODD Gate Only,none,B2_oddgate_uniform,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1268,0.8453333333333334,0.15466666666666667,0.846,0.954,0.954,0.954,0.9992119779353822,0.0006666666666666666,0.108,0.0,71.29495268138801,150.60434560266938,44.120905364427884,45.71748954015967,55945.308002094556,25259.878613203677,30685.429388890883,1160.0,29525.429388890883,29525.429388890883,0.5277552388805415,16965.387065023708,10701.978125637226,0.42536678076412815,0.3538083538083538,0.053567737873169576,0.1089646803771348,0.1761904761904762,0.2714285714285714,2.1619047619047618,3.876190476190476,0.3580441640378549,0.37775034672975893,0.0,1112.3685088157654,0.0,1440.3396740406752,5.633422154444882,0.3479671580523853,0.6876361155025617,0.1646366117701656,0.6876361155025617,0.8892817997693783,2,2
