supply_scenario,av_penetration,odd_profile,pricing_scenario,dispatch_strategy,relocation_mode,experiment_family,orders,served_orders,match_rate,cancel_rate,passenger_acceptance_rate,mean_waiting_time_sec,mean_pickup_time_sec,mean_passenger_fare,mean_passenger_generalized_cost,platform_revenue,platform_cost,platform_profit,profit_margin,HV_payout,HV_net_income,HV_stress_burden,HV_high_stress_assignment_share,AV_utilization,AV_assignment_share,AV_stress_exposure,AV_ODD_violation_rate,mean_candidate_count,zero_candidate_order_share,cross_zone_candidate_share,fold,experiment_id
moderate,0.5,uncertainty_sensitive_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,odd_profile,1500,1308,0.872,0.128,0.872,76.36620795107034,89.70935068278357,44.94935914597125,46.20914248990215,58793.76176293039,24141.667326128278,34652.094436802116,0.5893838631473712,14785.357418765987,10126.572858704145,0.471746489095701,0.5008210180623974,0.6523809523809524,0.5344036697247706,0.33987864576951626,0.0,5.59941794842363,0.2800250885478158,0.5136801072927875,2,17
moderate,0.5,moderate_av,P0_uniform,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1303,0.8686666666666667,0.13133333333333333,0.8686666666666667,76.07981580967,86.7581585121654,44.22332958773653,45.213289381157125,57622.9984528207,17723.729679094817,39899.26877372588,0.6924191702102024,6866.484406348369,4257.278800689646,0.49576355345607037,0.7379518072289156,0.7666666666666667,0.7452033768227168,0.367981690203677,0.0,6.126805118282391,0.28541919465214916,0.5160423476872279,2,18
moderate,0.5,moderate_av,P1_platform_funded_comp,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1301,0.8673333333333333,0.13266666666666665,0.8673333333333333,76.40737893927748,87.10561569438677,44.22592977039965,45.21554400588615,57537.93463128994,20186.958123930548,37350.97650735939,0.6491539320399484,8008.0262068473485,5448.287686910635,0.4999837738463721,0.7577639751552795,0.7904761904761904,0.7524980784012298,0.3675463840639384,0.0,6.157750530193712,0.2851470604311513,0.5141703862189643,2,19
moderate,0.5,moderate_av,P2_passenger_funded_comp,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1296,0.864,0.136,0.864,76.26388888888889,87.39741317017796,46.48218205622954,47.492475998645446,60240.907944873485,18857.204084107943,41383.70386076554,0.6869701216760513,8323.730623918547,5668.419678633549,0.4959200971851162,0.7470588235294118,0.7285714285714285,0.7376543209876543,0.36664835905014553,0.0,6.0933509882373516,0.2899887675455857,0.5105964461443175,2,20
moderate,0.5,moderate_av,P4_av_discount_hv_comp,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1306,0.8706666666666667,0.12933333333333333,0.8706666666666667,77.00918836140889,88.04750655856549,43.19914840895517,44.224263930631835,56418.08782209545,20804.251103218106,35613.83671887734,0.6312485604116774,8793.779385238735,6102.6988893777325,0.490808690558885,0.7130434782608696,0.7714285714285715,0.7358346094946401,0.3680848617325051,0.0,6.160946382111155,0.2817883242599151,0.5066284996473646,2,21
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1282,0.8546666666666667,0.14533333333333334,0.8546666666666667,76.39235569422777,88.3620242019722,43.49594179874243,44.515132360784996,55761.7973859878,19904.387718015554,35857.40966797224,0.6430461597169165,8374.02455348043,5856.928724846584,0.49598896200504344,0.7492260061919505,0.7666666666666667,0.7480499219968799,0.36756947344485613,0.0,5.926166699462154,0.3064518288950107,0.5102788158733681,2,22
moderate,0.5,moderate_av,P3_shared_comp,Random,pending_demand,strategy,1500,1349,0.8993333333333333,0.10066666666666667,0.8993333333333333,72.06893995552261,116.65704610149521,46.2626869498911,48.038377908985495,62408.36469540309,24355.539680919803,38052.82501448329,0.6097391783971261,14321.45983574349,9947.500368232548,0.37074545044545554,0.051926298157453935,0.8380952380952381,0.5574499629355077,0.3623831147255363,0.09840425531914894,7.37288119749732,0.21831808626434346,0.3974186849195881,3,0
moderate,0.5,moderate_av,P3_shared_comp,Nearest,pending_demand,strategy,1500,1345,0.8966666666666666,0.10333333333333333,0.8966666666666666,75.03048327137546,77.59184414358707,46.072753862277565,47.086300782324024,61967.85394476332,24294.455763453923,37673.3981813094,0.6079506676944239,14444.975407462098,10095.706532860764,0.3702178033757645,0.05152979066022544,0.5476190476190477,0.5382899628252789,0.36278416521325846,0.10220994475138122,7.332301421120999,0.22184381517394955,0.47278055504096067,3,1
moderate,0.5,moderate_av,P3_shared_comp,GlobalMatch-MinPickup,pending_demand,strategy,1500,1347,0.898,0.102,0.898,71.47735708982925,76.90415701589183,46.144510963401956,47.17405661299968,62156.656267702434,24987.844018527852,37168.81224917459,0.5979860320846777,15669.443289786324,10940.92807683907,0.3682576526905535,0.055891238670694864,0.5380952380952381,0.5085374907201188,0.36412028960720466,0.09197080291970802,7.303650779802411,0.22284311444580157,0.4712904928757565,3,2
moderate,0.5,moderate_av,P3_shared_comp,GlobalMatch-MinOperatingCost,pending_demand,strategy,1500,1345,0.8966666666666666,0.10333333333333333,0.8966666666666666,71.49516728624535,81.33384145721995,46.07409032726779,46.73942886644936,61969.65149017518,15825.49174180526,46144.15974836992,0.7446251292164476,1249.0044672430915,870.1437061491114,0.3702510817406269,0.057692307692307696,0.8238095238095238,0.9613382899628253,0.3659929802262405,0.10208816705336426,7.283608431449122,0.22629800887958276,0.477401566154879,3,3
moderate,0.5,moderate_av,P3_shared_comp,Cost-only,pending_demand,strategy,1500,1347,0.898,0.102,0.898,71.47809948032665,78.41574976459228,46.14511047322005,46.73866674542355,62157.463807427404,15595.741151085695,46561.72265634171,0.7490930260699906,823.3332769414704,573.8958437204955,0.37654026349385583,0.029411764705882353,0.8904761904761904,0.9747587230883444,0.3659689920441576,0.10281797410510282,7.306414086020612,0.22284311444580157,0.47255784253341965,3,4
moderate,0.5,moderate_av,P3_shared_comp,Simple Risk Penalty,pending_demand,strategy,1500,1347,0.898,0.102,0.898,71.4543429844098,78.17767463882987,46.14593204643449,47.65900298538778,62158.57046654726,34215.18845225719,27943.382014290066,0.44954994628341305,30189.884195604805,21083.67808541884,0.36702927023925785,0.0508209538702111,0.1761904761904762,0.050482553823311065,0.34831098744682243,0.08823529411764706,7.313094614918032,0.22334276408172762,0.46554866406317613,3,5
moderate,0.5,moderate_av,P3_shared_comp,ODD Gate Only,pending_demand,strategy,1500,1344,0.896,0.104,0.896,71.62946428571429,78.38688358555825,46.09210197926548,47.17769679383379,61947.7850601328,25545.282699564625,36402.50236056818,0.5876320247000312,16475.50369531525,11484.445060157652,0.37806413398691635,0.09770114942528736,0.5428571428571428,0.48214285714285715,0.35325732436644325,0.0,6.922966503532722,0.22789292707718814,0.47348105967225246,3,6
