split,date,subgroup_type,subgroup,count,mae,rmse
validation_model,20161019,highway,secondary,70174,0.026743026610354777,0.03999494030630288
validation_model,20161019,highway,primary,78860,0.028198316044979292,0.05370862898123782
validation_model,20161019,highway,tertiary_link,5470,0.026626858574747825,0.03887157977351072
validation_model,20161019,highway,tertiary,22833,0.029159691822911497,0.041948456887530704
validation_model,20161019,highway,secondary_link,3210,0.027491841211861108,0.03856328151758957
validation_model,20161019,highway,unclassified,15606,0.029205261794065338,0.046707030176863
validation_model,20161019,highway,primary_link,6670,0.027786810957830695,0.04043109146771514
validation_model,20161019,highway,service,112,0.045790522354098466,0.06359967544558215
validation_model,20161019,highway,trunk,33420,0.022719165201753714,0.03547741609782618
validation_model,20161019,highway,trunk_link,7621,0.024547134716495615,0.03966828117540493
validation_model,20161019,highway,residential,625,0.03653973143421246,0.053750811377564336
validation_model,20161019,highway,unknown,0,,
validation_model,20161019,highway,living_street,7,0.027512885511837636,0.03412014197598583
validation_model,20161019,highway,pedestrian,1,0.008095234183041145,0.008095234183041145
validation_model,20161019,highway,track,0,,
validation_model,20161020,highway,secondary,70677,0.02686183952431367,0.04111116527443801
validation_model,20161020,highway,unclassified,15424,0.028866603146469032,0.04729340659752688
validation_model,20161020,highway,tertiary,22572,0.029493108058270653,0.04801682881481622
validation_model,20161020,highway,trunk,34385,0.022820061944145164,0.03547344278291149
validation_model,20161020,highway,secondary_link,3349,0.02910775049661671,0.05754592164751641
validation_model,20161020,highway,primary,77876,0.02802304223154393,0.06361701435995061
validation_model,20161020,highway,trunk_link,8109,0.02621570853000495,0.04233432085678392
validation_model,20161020,highway,tertiary_link,5445,0.029457219182145142,0.14131939949723718
validation_model,20161020,highway,unknown,0,,
validation_model,20161020,highway,primary_link,6595,0.02849485118861821,0.04028614798174766
validation_model,20161020,highway,residential,664,0.03641520435410386,0.05349138573364818
validation_model,20161020,highway,service,111,0.037467411248585096,0.052792629580532144
validation_model,20161020,highway,living_street,6,0.02311820777856292,0.02645588320040656
validation_model,20161020,highway,pedestrian,2,0.11493685831746772,0.15062744340137568
validation_model,20161020,highway,track,0,,
calibration,20161021,highway,primary,76896,0.02970670916893637,0.049058085855808856
calibration,20161021,highway,primary_link,6931,0.031839977906568735,0.049665266368962124
calibration,20161021,highway,secondary_link,3368,0.029812507759582014,0.04259560544098908
calibration,20161021,highway,trunk,33149,0.02348068720863639,0.03696294222134851
calibration,20161021,highway,trunk_link,8080,0.02604790267581915,0.04157720019770776
calibration,20161021,highway,secondary,71177,0.027785920097218413,0.043826797481316744
calibration,20161021,highway,tertiary,24084,0.030539632413550833,0.05503227953446366
calibration,20161021,highway,unclassified,16064,0.0314796187942196,0.059671538125799846
calibration,20161021,highway,tertiary_link,5360,0.027930698961649507,0.04148120941720183
calibration,20161021,highway,residential,614,0.037523451834671345,0.05269383329342874
calibration,20161021,highway,service,126,0.03485592015360424,0.04529731636630394
calibration,20161021,highway,living_street,8,0.03466324136030413,0.04570140974083949
calibration,20161021,highway,unknown,0,,
calibration,20161021,highway,pedestrian,2,0.030558434885096006,0.03683935427163582
calibration,20161021,highway,track,0,,
evaluation,20161022,highway,primary_link,6831,0.031214337454738703,0.04516747745805373
evaluation,20161022,highway,primary,76468,0.03130810585515729,0.08537553000319106
evaluation,20161022,highway,unclassified,15998,0.03086603038723515,0.051362499603691776
evaluation,20161022,highway,tertiary,24485,0.030433778359555998,0.04936361875383707
evaluation,20161022,highway,secondary,69606,0.029549026493095147,0.05683708223320102
evaluation,20161022,highway,tertiary_link,5725,0.030369975005336104,0.07050268049119739
evaluation,20161022,highway,trunk_link,7877,0.029218667287677275,0.044371014852561085
evaluation,20161022,highway,trunk,31220,0.026391341749935824,0.04730460466692183
evaluation,20161022,highway,service,181,0.038099780487083304,0.05052003946262903
evaluation,20161022,highway,secondary_link,3103,0.03099428958138262,0.04576782777783182
evaluation,20161022,highway,residential,686,0.04312036504311788,0.12481751331508423
evaluation,20161022,highway,unknown,0,,
evaluation,20161022,highway,living_street,12,0.02231534884341863,0.028887158101062686
evaluation,20161022,highway,track,0,,
evaluation,20161022,highway,pedestrian,1,0.034176226856309944,0.034176226856309944
evaluation,20161023,highway,primary,76491,0.028765468332558948,0.05639742010896998
evaluation,20161023,highway,trunk_link,7939,0.025647550149214934,0.03948987893920074
evaluation,20161023,highway,secondary,69928,0.02720735835458767,0.0426467385094964
evaluation,20161023,highway,tertiary,23139,0.028948043837061843,0.04563025186373268
evaluation,20161023,highway,trunk,33266,0.02236313888194297,0.03860635943282582
evaluation,20161023,highway,unclassified,14568,0.028982911498153904,0.04810252972644212
evaluation,20161023,highway,residential,672,0.039694413812410095,0.06802604935287539
evaluation,20161023,highway,tertiary_link,5647,0.02863834673665198,0.07894016185984502
evaluation,20161023,highway,primary_link,6639,0.028719930681136843,0.04069306890557989
evaluation,20161023,highway,secondary_link,3408,0.02899123695128129,0.04315470911772032
evaluation,20161023,highway,service,134,0.043061475458987655,0.06140551427841075
evaluation,20161023,highway,living_street,8,0.024889146589156395,0.035904735878470435
evaluation,20161023,highway,unknown,0,,
evaluation,20161023,highway,track,0,,
