split,date,left_model,right_model,left_minus_right_absolute_error,ci95,replicates,order_count
validation_model,20161019,rc_mstnet_v5_mean,hist_gradient_boosting,-0.0011568740199917025,"[-0.0012075122196627346, -0.0011025134231665492]",500,10000
validation_model,20161020,rc_mstnet_v5_mean,hist_gradient_boosting,-0.0012027242606739092,"[-0.00125706091219795, -0.0011427245187958432]",500,10000
calibration,20161021,rc_mstnet_v5_mean,hist_gradient_boosting,-0.001110989614358562,"[-0.001173172588691155, -0.0010552326653432216]",500,10000
evaluation,20161022,rc_mstnet_v5_mean,hist_gradient_boosting,-0.0010490907320760761,"[-0.001108152543664741, -0.0009934510566358273]",500,10000
evaluation,20161023,rc_mstnet_v5_mean,hist_gradient_boosting,-0.0011771661885310307,"[-0.001238138834891407, -0.0011185065742192156]",500,10000
