split,date,target,count,prevalence,average_precision,roc_auc,brier,effective_sample_size_complete_case,effective_sample_size_ipw,ipw_weight_p50,ipw_weight_p90,ipw_weight_p99,ipw_weight_max,ipw_clipped_count,complete_case_deep_mae,stabilized_ipw_deep_mae,complete_case_tree_mae,stabilized_ipw_tree_mae,available_mean_forecast_horizon_s,unavailable_mean_forecast_horizon_s,available_mean_history_support,unavailable_mean_history_support
validation_model,20161019,service_time,718860,0.3402734885791392,0.9270756553785984,0.9653285114986733,0.0693493931495671,244609,84925.32961093998,0.3854425357356621,0.7725943510089546,6.548472097675127,6.805469771582784,0,0.02704608349731748,0.030749299604185574,0.02820295751730918,0.03215577272026864,338.40795259836756,342.9412988082394,83.52589234247309,5850.784582425762
validation_model,20161020,service_time,720877,0.340162052610917,0.9262484468361838,0.9650586193918123,0.06960165398157532,245215,85107.47576120627,0.3863848495547188,0.779165526024173,6.59724286156665,6.803241052218339,0,0.0271743234348519,0.030935804126156395,0.02837704769552581,0.03242542644537199,336.1366577450429,342.1783398236012,84.25293721835939,6528.435868326669
calibration,20161021,service_time,719805,0.3415633400712693,0.9219122992316331,0.962734081342593,0.07218748225585445,245859,85997.22090987496,0.3918889190285488,0.7999104865248251,6.801461207837515,6.831266801425386,0,0.02843356813408454,0.031806302034743744,0.0295445577484431,0.03334117076471895,336.38287579069964,343.3395449788669,87.40624097551849,7323.868761420077
evaluation,20161022,service_time,713631,0.3393812768783867,0.9142723422792844,0.9603470944094383,0.07431733150090225,242193,86227.94986041117,0.39335192702146915,0.7961659278888156,6.424520901647011,6.787625537567734,0,0.029992459911177917,0.03288165109719612,0.031041550643253993,0.03403355781646104,336.96045336352773,345.0870024049417,212.9582729476079,2863.7785520047173
evaluation,20161023,service_time,707742,0.34170502810346143,0.9254724957735652,0.9645662641470145,0.07016018241868881,241839,84708.13999588341,0.38878438753104944,0.7780009978386759,6.501793328613668,6.834100562069228,0,0.027399608869072608,0.030963172659914315,0.02857677505760364,0.03231098384270357,340.859619328059,351.5528055970912,150.72892296114358,3626.408099969307
