scope,date,support_dimension,target,support_group,comparison,n,baseline_mae,candidate_mae,absolute_improvement,relative_improvement
aggregate,all,target_specific,crawl,medium,M3_vs_M1,175874,0.19205707590492552,0.1882256517231671,0.003831424181758414,0.019949403913944275
aggregate,all,target_specific,crawl,medium,M4_vs_M1,175874,0.19205707590492552,0.1881429520676254,0.00391412383730011,0.020380003282137484
aggregate,all,target_specific,crawl,medium,M4_vs_M3,175874,0.1882256517231671,0.1881429520676254,8.26996555416959e-05,0.00043936442660496894
aggregate,all,target_specific,crawl,high,M3_vs_M1,560412,0.16150656723202242,0.1599428328170344,0.0015637344149880272,0.00968217232146075
aggregate,all,target_specific,crawl,high,M4_vs_M1,560412,0.16150656723202242,0.15980644325755866,0.0017001239744637575,0.010526655377557108
aggregate,all,target_specific,crawl,high,M4_vs_M3,560412,0.1599428328170344,0.15980644325755866,0.00013638955947573028,0.0008527394261657993
aggregate,all,target_specific,stop,unseen,M3_vs_M1,15118,0.049632146809924615,0.04795506347727821,0.0016770833326464063,0.03379026377942312
aggregate,all,target_specific,stop,unseen,M4_vs_M1,15118,0.049632146809924615,0.048292897771882747,0.001339249038041869,0.026983500092606676
aggregate,all,target_specific,stop,unseen,M4_vs_M3,15118,0.04795506347727821,0.048292897771882747,-0.00033783429460453734,-0.007044809663626199
aggregate,all,target_specific,stop,low,M3_vs_M1,28836,0.015924192486918617,0.015151716985347504,0.0007724755015711127,0.048509555646585205
aggregate,all,target_specific,stop,low,M4_vs_M1,28836,0.015924192486918617,0.015162826025464479,0.0007613664614541382,0.04781193533547051
aggregate,all,target_specific,stop,low,M4_vs_M3,28836,0.015151716985347504,0.015162826025464479,-1.1109040116974445e-05,-0.000733186880913725
aggregate,all,target_specific,stop,medium,M3_vs_M1,175874,0.006343669594243872,0.006378178522695002,-3.450892845113015e-05,-0.005439900035531944
aggregate,all,target_specific,stop,medium,M4_vs_M1,175874,0.006343669594243872,0.0063925558259313835,-4.888623168751178e-05,-0.007706301685678939
aggregate,all,target_specific,stop,medium,M4_vs_M3,175874,0.006378178522695002,0.0063925558259313835,-1.437730323638163e-05,-0.0022541393573767077
aggregate,all,target_specific,stop,high,M3_vs_M1,560412,0.003259305161069106,0.0034779202031746835,-0.0002186150421055774,-0.06707412509783774
aggregate,all,target_specific,stop,high,M4_vs_M1,560412,0.003259305161069106,0.003496605796517784,-0.0002373006354486778,-0.07280712413281341
aggregate,all,target_specific,stop,high,M4_vs_M3,560412,0.0034779202031746835,0.003496605796517784,-1.8685593343100403e-05,-0.005372634290471642
aggregate,all,target_specific,speed_cv,unseen,M3_vs_M1,10183,0.0724777122185669,0.07105842026619714,0.0014192919523697556,0.01958246071688463
aggregate,all,target_specific,speed_cv,unseen,M4_vs_M1,10183,0.0724777122185669,0.07107552586819949,0.0014021863503674153,0.019346448824694162
aggregate,all,target_specific,speed_cv,unseen,M4_vs_M3,10183,0.07105842026619714,0.07107552586819949,-1.7105602002340237e-05,-0.00024072589762423214
aggregate,all,target_specific,speed_cv,low,M3_vs_M1,20661,0.06630239179062371,0.06578214963437388,0.0005202421562498227,0.007846506622154676
aggregate,all,target_specific,speed_cv,low,M4_vs_M1,20661,0.06630239179062371,0.06578280081407228,0.0005195909765514234,0.00783668526155496
aggregate,all,target_specific,speed_cv,low,M4_vs_M3,20661,0.06578214963437388,0.06578280081407228,-6.511796983993401e-07,-9.899033431085563e-06
aggregate,all,target_specific,speed_cv,medium,M3_vs_M1,123652,0.0640326995048533,0.06372030208413627,0.0003123974207170227,0.00487871701697263
aggregate,all,target_specific,speed_cv,medium,M4_vs_M1,123652,0.0640326995048533,0.0637220979786764,0.0003106015261769013,0.004850670494586279
aggregate,all,target_specific,speed_cv,medium,M4_vs_M3,123652,0.06372030208413627,0.0637220979786764,-1.7958945401214121e-06,-2.8184024265141013e-05
aggregate,all,target_specific,speed_cv,high,M3_vs_M1,375445,0.06227956379634966,0.061997542059349715,0.00028202173699994754,0.004528319079467885
aggregate,all,target_specific,speed_cv,high,M4_vs_M1,375445,0.06227956379634966,0.06200366012504408,0.0002759036713055815,0.0044300835536961935
aggregate,all,target_specific,speed_cv,high,M4_vs_M3,375445,0.061997542059349715,0.06200366012504408,-6.118065694366015e-06,-9.868239112623599e-05
aggregate,all,target_specific,acceleration_rms,unseen,M3_vs_M1,8172,0.11892721509313668,0.11831732837319892,0.0006098867199377661,0.0051282351096856955
aggregate,all,target_specific,acceleration_rms,unseen,M4_vs_M1,8172,0.11892721509313668,0.11825361243933534,0.0006736026538013418,0.005663990813825216
aggregate,all,target_specific,acceleration_rms,unseen,M4_vs_M3,8172,0.11831732837319892,0.11825361243933534,6.371593386357566e-05,0.0005385173477092177
aggregate,all,target_specific,acceleration_rms,low,M3_vs_M1,16300,0.11763561766264209,0.11718076484941578,0.0004548528132263113,0.003866624941187012
aggregate,all,target_specific,acceleration_rms,low,M4_vs_M1,16300,0.11763561766264209,0.11720742564957877,0.0004281920130633221,0.003639986099204241
aggregate,all,target_specific,acceleration_rms,low,M4_vs_M3,16300,0.11718076484941578,0.11720742564957877,-2.6660800162989218e-05,-0.0002275185709638431
aggregate,all,target_specific,acceleration_rms,medium,M3_vs_M1,83116,0.12032827545810557,0.12000896234592877,0.00031931311217679725,0.0026536831094863635
aggregate,all,target_specific,acceleration_rms,medium,M4_vs_M1,83116,0.12032827545810557,0.12000331293467528,0.0003249625234302833,0.0027006330988548475
aggregate,all,target_specific,acceleration_rms,medium,M4_vs_M3,83116,0.12000896234592877,0.12000331293467528,5.6494112534860585e-06,4.707491126538943e-05
aggregate,all,target_specific,acceleration_rms,high,M3_vs_M1,256329,0.11905130620299526,0.11862448801188744,0.0004268181911078195,0.003585161765298473
aggregate,all,target_specific,acceleration_rms,high,M4_vs_M1,256329,0.11905130620299526,0.11862736267637307,0.0004239435266221864,0.003561015331485042
aggregate,all,target_specific,acceleration_rms,high,M4_vs_M3,256329,0.11862448801188744,0.11862736267637307,-2.874664485633116e-06,-2.4233314164821047e-05
