scope,date,weighting,support_dimension,target,support_group,n,mae,median_absolute_error,p90_absolute_error
daily,20161027,cell_equal,target_specific,crawl,low,8715,0.2156496903550659,0.07979319989681244,0.6856192827224743
daily,20161027,cell_equal,target_specific,crawl,medium,40967,0.19181573758101142,0.0692797303199768,0.5554002404212953
daily,20161027,cell_equal,target_specific,crawl,high,55623,0.16736544169385273,0.10337907942011952,0.43186248342196154
daily,20161027,cell_equal,spatial,stop,unseen,73,0.10120727238923069,0.008950162678956985,0.30453995466232286
daily,20161027,cell_equal,spatial,stop,low,183,0.08903043835056193,0.021296441555023193,0.23284233808517488
daily,20161027,cell_equal,spatial,stop,medium,27156,0.01242538608680239,0.0005585781182162464,0.009247068519471213
daily,20161027,cell_equal,spatial,stop,high,82808,0.005586821382958956,0.00030087382765486836,0.0041775363267839176
daily,20161027,cell_equal,spatiotemporal,stop,unseen,2669,0.03454348104498266,0.0013065366074442863,0.04546480700373653
daily,20161027,cell_equal,spatiotemporal,stop,low,5390,0.014572519072645018,0.0005706998927053064,0.012225597072392711
daily,20161027,cell_equal,spatiotemporal,stop,medium,45049,0.007258243256256733,0.00032831207499839365,0.004632186643236016
daily,20161027,cell_equal,spatiotemporal,stop,high,57112,0.005708414371657668,0.0003421351866563782,0.004640655148250518
daily,20161027,cell_equal,target_specific,stop,unseen,4915,0.045469377366999936,0.0027162220794707537,0.08601615428924562
daily,20161027,cell_equal,target_specific,stop,low,8715,0.0159577006858472,0.0008918077801354229,0.016972521319985414
daily,20161027,cell_equal,target_specific,stop,medium,40967,0.006711835571559359,0.00038246874464675784,0.005247211037203675
daily,20161027,cell_equal,target_specific,stop,high,55623,0.003347911325527252,0.00026704822084866464,0.0023303358679792542
daily,20161027,cell_equal,spatial,speed_cv,unseen,39,0.09324596566099129,0.07697740197181702,0.14859709143638614
daily,20161027,cell_equal,spatial,speed_cv,low,93,0.09117620303012339,0.0795479565858841,0.16717625858163956
daily,20161027,cell_equal,spatial,speed_cv,medium,19739,0.0631123751972127,0.05421391874551773,0.12174337804317474
daily,20161027,cell_equal,spatial,speed_cv,high,56479,0.06392702654910276,0.05919037014245987,0.1083397388458252
daily,20161027,cell_equal,spatiotemporal,speed_cv,unseen,1788,0.06890693390526914,0.05710266903042793,0.13492265361860517
daily,20161027,cell_equal,spatiotemporal,speed_cv,low,3785,0.06528015630467171,0.05646340548992157,0.12737700045108796
daily,20161027,cell_equal,spatiotemporal,speed_cv,medium,31337,0.06349509591075878,0.0565473735332489,0.1183728270232678
daily,20161027,cell_equal,spatiotemporal,speed_cv,high,39440,0.0636001236317415,0.05934540616969268,0.10439124181866645
daily,20161027,cell_equal,target_specific,speed_cv,unseen,3310,0.07209694239507139,0.060644835233688354,0.13863748983276308
daily,20161027,cell_equal,target_specific,speed_cv,low,6191,0.0654762992502875,0.05687262862920761,0.12453970313072205
daily,20161027,cell_equal,target_specific,speed_cv,medium,28715,0.06407143415676043,0.057329192757606506,0.11878147125244148
daily,20161027,cell_equal,target_specific,speed_cv,high,38134,0.06253238071614685,0.0587679094945391,0.10262854858301583
daily,20161027,cell_equal,spatial,acceleration_rms,unseen,27,0.1369133638658645,0.13036063313484192,0.2670913636684418
daily,20161027,cell_equal,spatial,acceleration_rms,low,52,0.1112195668885341,0.08936379849910736,0.22339273542165755
daily,20161027,cell_equal,spatial,acceleration_rms,medium,14265,0.1138627885786275,0.09994033724069595,0.22496092319488525
daily,20161027,cell_equal,spatial,acceleration_rms,high,40990,0.12156076571370127,0.11279042512178421,0.21450472275416052
daily,20161027,cell_equal,spatiotemporal,acceleration_rms,unseen,1162,0.11484130602324813,0.09965957701206207,0.23959847241640106
daily,20161027,cell_equal,spatiotemporal,acceleration_rms,low,2669,0.11820773537601362,0.10149633884429932,0.23527164310216941
daily,20161027,cell_equal,spatiotemporal,acceleration_rms,medium,22402,0.1193503209233741,0.10682149231433868,0.22950270622968674
daily,20161027,cell_equal,spatiotemporal,acceleration_rms,high,29101,0.12006050002880649,0.11263813972473144,0.20452439785003662
daily,20161027,cell_equal,target_specific,acceleration_rms,unseen,2621,0.11808930118855585,0.10181531310081482,0.24163800477981567
daily,20161027,cell_equal,target_specific,acceleration_rms,low,4951,0.11851666946040612,0.10358351469039917,0.2341284602880478
daily,20161027,cell_equal,target_specific,acceleration_rms,medium,19929,0.12047219407932054,0.10823206603527069,0.23177729249000553
daily,20161027,cell_equal,target_specific,acceleration_rms,high,27833,0.11925879708478654,0.11221647635102272,0.20075204372406005
aggregate,all,traversal,spatial,crawl,unseen,176,0.42265403745907615,0.364848256111145,0.9105020761489868
aggregate,all,traversal,spatial,crawl,low,654,0.36151708364031,0.29667671024799347,0.8070350706577302
aggregate,all,traversal,spatial,crawl,medium,104020,0.21306349817083078,0.11793538928031921,0.5758709967136384
aggregate,all,traversal,spatial,crawl,high,675390,0.165336995341843,0.04392947070300579,0.504185402393341
aggregate,all,traversal,spatial,stop,unseen,176,0.10236941207883567,0.009040987584739923,0.315797820687294
aggregate,all,traversal,spatial,stop,low,654,0.10507257236154438,0.019991119392216206,0.3222658038139344
aggregate,all,traversal,spatial,stop,medium,104020,0.011576704643152937,0.0004899869672954082,0.007730879355221992
aggregate,all,traversal,spatial,stop,high,675390,0.004235813062816085,0.00021490431390702724,0.0018691280740313226
aggregate,all,traversal,spatial,speed_cv,unseen,85,0.0881353201235042,0.07697740197181702,0.15210363268852242
aggregate,all,traversal,spatial,speed_cv,low,337,0.09558016979287569,0.06989861279726028,0.20458670854568503
aggregate,all,traversal,spatial,speed_cv,medium,74571,0.0626921334408986,0.05281354486942291,0.12472106516361237
aggregate,all,traversal,spatial,speed_cv,high,454948,0.06306988786886941,0.05507126450538635,0.12297258153557776
aggregate,all,traversal,spatial,acceleration_rms,unseen,56,0.13392112271061965,0.12644778192043304,0.2531305402517319
aggregate,all,traversal,spatial,acceleration_rms,low,208,0.1240761957417887,0.10897275060415268,0.2583876669406891
aggregate,all,traversal,spatial,acceleration_rms,medium,53019,0.11344342194263608,0.0974363386631012,0.23179084062576305
aggregate,all,traversal,spatial,acceleration_rms,high,310634,0.12026654121081254,0.10532970726490021,0.2430317759513855
aggregate,all,traversal,spatiotemporal,crawl,unseen,7945,0.23217415504743355,0.13654202222824097,0.6311107397079468
aggregate,all,traversal,spatiotemporal,crawl,low,17602,0.1969021924629186,0.10390637814998627,0.5306165337562561
aggregate,all,traversal,spatiotemporal,crawl,medium,201184,0.17160832934027723,0.058577125892043114,0.5063786685466771
aggregate,all,traversal,spatiotemporal,crawl,high,553509,0.17037716001613748,0.04761165380477905,0.5203837037086487
aggregate,all,traversal,spatiotemporal,stop,unseen,7945,0.03662722445288694,0.001348998979665339,0.0584964737296105
aggregate,all,traversal,spatiotemporal,stop,low,17602,0.01591675725984945,0.0005484568537212908,0.011489260103553533
aggregate,all,traversal,spatiotemporal,stop,medium,201184,0.006567514983075752,0.00028259023383725435,0.0033536983886733704
aggregate,all,traversal,spatiotemporal,stop,high,553509,0.0040818127372911385,0.00021725130500271916,0.0018190816743299371
aggregate,all,traversal,spatiotemporal,speed_cv,unseen,5302,0.07059189322345193,0.057573966681957245,0.14019501060247422
aggregate,all,traversal,spatiotemporal,speed_cv,low,12432,0.06533728333842129,0.05505489185452461,0.12904323488473893
aggregate,all,traversal,spatiotemporal,speed_cv,medium,138109,0.06318588574746761,0.05459962412714958,0.12386616766452789
aggregate,all,traversal,spatiotemporal,speed_cv,high,374098,0.06280478812874528,0.05476897582411766,0.1225933939218521
aggregate,all,traversal,spatiotemporal,acceleration_rms,unseen,3578,0.11805148191787532,0.10199443995952606,0.24491011351346978
aggregate,all,traversal,spatiotemporal,acceleration_rms,low,8707,0.11681095419246867,0.09982404112815857,0.2378935277462006
aggregate,all,traversal,spatiotemporal,acceleration_rms,medium,95865,0.11891073849611189,0.10345220565795898,0.24132460057735444
aggregate,all,traversal,spatiotemporal,acceleration_rms,high,255767,0.11951503460437236,0.10468542575836182,0.24163085520267485
aggregate,all,traversal,target_specific,crawl,unseen,15118,0.23850673427817162,0.09616633877158165,0.7849006652832033
aggregate,all,traversal,target_specific,crawl,low,28836,0.21663296913006694,0.07489077001810074,0.7413258254528046
aggregate,all,traversal,target_specific,crawl,medium,175874,0.1920570759443332,0.05444665066897869,0.6439351558685309
aggregate,all,traversal,target_specific,crawl,high,560412,0.16150656724992515,0.049555348232388496,0.4861219167709351
aggregate,all,traversal,target_specific,stop,unseen,15118,0.04963214679354192,0.002988090389408171,0.09902709722518929
aggregate,all,traversal,target_specific,stop,low,28836,0.015924192493065686,0.0008636923157609999,0.016448285430669785
aggregate,all,traversal,target_specific,stop,medium,175874,0.006343669596648458,0.00034455631976015866,0.004376179073005916
aggregate,all,traversal,target_specific,stop,high,560412,0.003259305160722272,0.00019697615061886609,0.0013675138354301457
aggregate,all,traversal,target_specific,speed_cv,unseen,10183,0.07247771219122941,0.06042353808879852,0.1393350958824158
aggregate,all,traversal,target_specific,speed_cv,low,20661,0.06630239175963186,0.05682460963726044,0.1275462806224823
aggregate,all,traversal,target_specific,speed_cv,medium,123652,0.06403269951263682,0.055730296298861504,0.12395404502749446
aggregate,all,traversal,target_specific,speed_cv,high,375445,0.06227956379467762,0.05416536331176758,0.12241541147232061
aggregate,all,traversal,target_specific,acceleration_rms,unseen,8172,0.11892721508422203,0.10186689347028732,0.24306903928518298
aggregate,all,traversal,target_specific,acceleration_rms,low,16300,0.11763561766891757,0.10183806717395782,0.2375277072191239
aggregate,all,traversal,target_specific,acceleration_rms,medium,83116,0.12032827545715581,0.10488016903400421,0.24383796751499176
aggregate,all,traversal,target_specific,acceleration_rms,high,256329,0.11905130620988523,0.10417237877845764,0.2407902538776398
aggregate,all,cell_equal,spatial,crawl,unseen,176,0.42265403691933234,0.364848256111145,0.9105020761489868
aggregate,all,cell_equal,spatial,crawl,low,648,0.3621856196737492,0.29667671024799347,0.8076800525188447
aggregate,all,cell_equal,spatial,crawl,medium,58444,0.22106108909736102,0.14803453162312508,0.5305022612214089
aggregate,all,cell_equal,spatial,crawl,high,113422,0.17436348441826063,0.09521754458546638,0.46547217033803495
aggregate,all,cell_equal,spatiotemporal,crawl,unseen,7200,0.2362122484986957,0.14430062472820282,0.6307498633861541
aggregate,all,cell_equal,spatiotemporal,crawl,low,13746,0.1984007214565722,0.11475900374352932,0.5162903070449829
aggregate,all,cell_equal,spatiotemporal,crawl,medium,81524,0.18389540335798019,0.09738841094076633,0.4953224331839009
aggregate,all,cell_equal,spatiotemporal,crawl,high,70220,0.19347193738609927,0.12968559218147263,0.4762594657284872
aggregate,all,cell_equal,target_specific,crawl,unseen,13525,0.24081228473144872,0.10546734929084778,0.7514745473861695
aggregate,all,cell_equal,target_specific,crawl,low,21816,0.21521201878728347,0.08798061683773994,0.642139345407486
aggregate,all,cell_equal,target_specific,crawl,medium,74450,0.19557262413316356,0.10121416505426169,0.5132273331284526
aggregate,all,cell_equal,target_specific,crawl,high,62899,0.16682299231101086,0.13073704267541567,0.3786221146740414
aggregate,all,cell_equal,spatial,stop,unseen,176,0.1023694121026479,0.009040987584739923,0.315797820687294
aggregate,all,cell_equal,spatial,stop,low,648,0.10591673448890768,0.020427177078090608,0.32365856617689154
aggregate,all,cell_equal,spatial,stop,medium,58444,0.014864871573829501,0.0006723959813825786,0.01293466715142137
aggregate,all,cell_equal,spatial,stop,high,113422,0.00769779599577114,0.0004309068745998148,0.007663005823269511
aggregate,all,cell_equal,spatiotemporal,stop,unseen,7200,0.03843931294896721,0.0016357821295969188,0.06616618633270267
aggregate,all,cell_equal,spatiotemporal,stop,low,13746,0.017661155528568145,0.0006186177488416433,0.014010968152433634
aggregate,all,cell_equal,spatiotemporal,stop,medium,81524,0.008871301165943483,0.00043134225415997207,0.007092429557815188
aggregate,all,cell_equal,spatiotemporal,stop,high,70220,0.008341722853766529,0.0005581475927556312,0.009472514585130347
aggregate,all,cell_equal,target_specific,stop,unseen,13525,0.05266264413055856,0.003458587219938636,0.11208585351705565
aggregate,all,cell_equal,target_specific,stop,low,21816,0.017054066134306836,0.0009702475508674979,0.0191597449593246
aggregate,all,cell_equal,target_specific,stop,medium,74450,0.00708823988599848,0.0004612381089827977,0.006606393943851199
aggregate,all,cell_equal,target_specific,stop,high,62899,0.003441705019280027,0.00037544185324804856,0.0038745805621147175
aggregate,all,cell_equal,spatial,speed_cv,unseen,85,0.08813532056976649,0.07697740197181702,0.15210363268852242
aggregate,all,cell_equal,spatial,speed_cv,low,331,0.09598212280206218,0.0700797364115715,0.20857863128185272
aggregate,all,cell_equal,spatial,speed_cv,medium,42629,0.06382811945173554,0.056127920746803284,0.11764122421542812
aggregate,all,cell_equal,spatial,speed_cv,high,77021,0.06503582254950421,0.06156530976295471,0.0996553935110569
aggregate,all,cell_equal,spatiotemporal,speed_cv,unseen,4822,0.07080225049099412,0.05797920376062393,0.13906889110803608
aggregate,all,cell_equal,spatiotemporal,speed_cv,low,9770,0.06586101021687019,0.05712937191128731,0.12689949348568916
aggregate,all,cell_equal,spatiotemporal,speed_cv,medium,57098,0.06416131078760032,0.058766242349520326,0.11062348149716854
aggregate,all,cell_equal,spatiotemporal,speed_cv,high,48376,0.06451466703639226,0.06169279304643472,0.09358980730175973
aggregate,all,cell_equal,target_specific,speed_cv,unseen,9119,0.07293557495744263,0.06131578981876373,0.1391029328107834
aggregate,all,cell_equal,target_specific,speed_cv,low,15512,0.06680833074955947,0.05890391394495964,0.12417274825274943
aggregate,all,cell_equal,target_specific,speed_cv,medium,52109,0.06409334443394468,0.05922035872936249,0.11015661060810089
aggregate,all,cell_equal,target_specific,speed_cv,high,43326,0.06296552088484515,0.06120258096295099,0.08934445406443306
aggregate,all,cell_equal,spatial,acceleration_rms,unseen,56,0.1339211219169556,0.12644778192043304,0.2531305328011513
aggregate,all,cell_equal,spatial,acceleration_rms,low,205,0.1239583832643381,0.11061052978038788,0.25554747283458706
aggregate,all,cell_equal,spatial,acceleration_rms,medium,31506,0.11403083986114204,0.10261660069227219,0.21486610174179077
aggregate,all,cell_equal,spatial,acceleration_rms,high,57113,0.12253909651349795,0.11634530499577522,0.19535726457834246
aggregate,all,cell_equal,spatiotemporal,acceleration_rms,unseen,3282,0.11801908342228433,0.1031186655163765,0.2404006764292717
aggregate,all,cell_equal,spatiotemporal,acceleration_rms,low,6954,0.11745465831669948,0.10199481248855591,0.23174056522548198
aggregate,all,cell_equal,spatiotemporal,acceleration_rms,medium,41876,0.11964531267370807,0.11047476530075073,0.21380185894668102
aggregate,all,cell_equal,spatiotemporal,acceleration_rms,high,36768,0.1199346353347102,0.11579019789184843,0.1805002594112673
aggregate,all,cell_equal,target_specific,acceleration_rms,unseen,7273,0.11930319230146488,0.10313871502876282,0.23912885785102847
aggregate,all,cell_equal,target_specific,acceleration_rms,low,12259,0.11737855098829292,0.10415276885032654,0.2262593686580658
aggregate,all,cell_equal,target_specific,acceleration_rms,medium,36949,0.12033313135025332,0.11178313195705414,0.21314418117205308
aggregate,all,cell_equal,target_specific,acceleration_rms,high,32399,0.11948879492584778,0.11585412280900138,0.1732395275072618
