scope,date,support_dimension,target,support_group,comparison,n,baseline_mae,candidate_mae,absolute_improvement,relative_improvement
daily,20161026,spatiotemporal,speed_cv,high,M4_vs_M1,124550,0.06283517148573381,0.06256785843752019,0.0002673130482136188,0.004254194615738575
daily,20161026,spatiotemporal,speed_cv,high,M4_vs_M3,124550,0.06255149720689403,0.06256785843752019,-1.636123062616346e-05,-0.00026156417282942714
daily,20161026,spatiotemporal,acceleration_rms,unseen,M3_vs_M1,1186,0.11770543101913936,0.11736006989694689,0.00034536112219246684,0.0029341137380169808
daily,20161026,spatiotemporal,acceleration_rms,unseen,M4_vs_M1,1186,0.11770543101913936,0.11732625512908444,0.00037917589005491414,0.0032213967254685017
daily,20161026,spatiotemporal,acceleration_rms,unseen,M4_vs_M3,1186,0.11736006989694689,0.11732625512908444,3.3814767862447304e-05,0.00028812838891575156
daily,20161026,spatiotemporal,acceleration_rms,low,M3_vs_M1,2897,0.11851509096145874,0.11838010608979489,0.000134984871663843,0.0011389677936267226
daily,20161026,spatiotemporal,acceleration_rms,low,M4_vs_M1,2897,0.11851509096145874,0.11833985728700609,0.00017523367445264337,0.0014785768886565645
daily,20161026,spatiotemporal,acceleration_rms,low,M4_vs_M3,2897,0.11838010608979489,0.11833985728700609,4.0248802788800386e-05,0.00033999633991095134
daily,20161026,spatiotemporal,acceleration_rms,medium,M3_vs_M1,32024,0.1191732137919283,0.1189122525794555,0.00026096121247280724,0.002189763992841841
daily,20161026,spatiotemporal,acceleration_rms,medium,M4_vs_M1,32024,0.1191732137919283,0.11889297501645749,0.00028023877547081466,0.0023515248649759535
daily,20161026,spatiotemporal,acceleration_rms,medium,M4_vs_M3,32024,0.1189122525794555,0.11889297501645749,1.9277562998007425e-05,0.0001621158676237037
daily,20161026,spatiotemporal,acceleration_rms,high,M3_vs_M1,84844,0.11959761228503206,0.1192368418116439,0.0003607704733881584,0.003016535752639852
daily,20161026,spatiotemporal,acceleration_rms,high,M4_vs_M1,84844,0.11959761228503206,0.11923992396203646,0.0003576883229955974,0.002990764749911006
daily,20161026,spatiotemporal,acceleration_rms,high,M4_vs_M3,84844,0.1192368418116439,0.11923992396203646,-3.0821503925609894e-06,-2.584897709241412e-05
daily,20161027,spatiotemporal,crawl,unseen,M3_vs_M1,2768,0.22591392915503114,0.21834488315665906,0.007569045998372076,0.033504113830793915
daily,20161027,spatiotemporal,crawl,unseen,M4_vs_M1,2768,0.22591392915503114,0.2184272500975241,0.007486679057507051,0.03313951948650937
daily,20161027,spatiotemporal,crawl,unseen,M4_vs_M3,2768,0.21834488315665906,0.2184272500975241,-8.236694086502516e-05,-0.0003772332086478443
daily,20161027,spatiotemporal,crawl,low,M3_vs_M1,5983,0.19327565718534587,0.1875829716387505,0.005692685546595355,0.029453712016802153
daily,20161027,spatiotemporal,crawl,low,M4_vs_M1,5983,0.19327565718534587,0.18710600116737522,0.006169656017970648,0.0319215368754593
daily,20161027,spatiotemporal,crawl,low,M4_vs_M3,5983,0.1875829716387505,0.18710600116737522,0.00047697047137529314,0.0025427173224115912
daily,20161027,spatiotemporal,crawl,medium,M3_vs_M1,66951,0.17119089816676597,0.1676066036271694,0.0035842945395965775,0.02093741301657831
daily,20161027,spatiotemporal,crawl,medium,M4_vs_M1,66951,0.17119089816676597,0.1674652445315724,0.00372565363519356,0.021763152568801916
daily,20161027,spatiotemporal,crawl,medium,M4_vs_M3,66951,0.1676066036271694,0.1674652445315724,0.00014135909559698234,0.0008433981271491366
daily,20161027,spatiotemporal,crawl,high,M3_vs_M1,183630,0.16935873612916907,0.1673082465734562,0.002050489555712881,0.012107373983642524
daily,20161027,spatiotemporal,crawl,high,M4_vs_M1,183630,0.16935873612916907,0.16721297994760487,0.0021457561815642068,0.012669887781446652
daily,20161027,spatiotemporal,crawl,high,M4_vs_M3,183630,0.1673082465734562,0.16721297994760487,9.526662585132573e-05,0.0005694078313677097
daily,20161027,spatiotemporal,stop,unseen,M3_vs_M1,2768,0.034581267498766215,0.03609425597269522,-0.001512988473929007,-0.04375167781178024
daily,20161027,spatiotemporal,stop,unseen,M4_vs_M1,2768,0.034581267498766215,0.03636344704697201,-0.001782179548205795,-0.051535981099286754
daily,20161027,spatiotemporal,stop,unseen,M4_vs_M3,2768,0.03609425597269522,0.03636344704697201,-0.00026919107427678807,-0.007458003137131492
daily,20161027,spatiotemporal,stop,low,M3_vs_M1,5983,0.014202009177958658,0.014753446986718618,-0.0005514378087599602,-0.03882815465404605
daily,20161027,spatiotemporal,stop,low,M4_vs_M1,5983,0.014202009177958658,0.014725735501645344,-0.0005237263236866855,-0.03687691770397545
daily,20161027,spatiotemporal,stop,low,M4_vs_M3,5983,0.014753446986718618,0.014725735501645344,2.7711485073274658e-05,0.001878305801906575
