epoch_id,variant,physical_state_sha256,E,U,M,candidate_identity,candidate_sha256,selected_count,selected_identity,selected_sha256,pickup_objective_s,candidate_graph_identical,assignment_identical
1730,HV_ORIGINAL,becbcfd46e6dc3040e3da73ac59d21bfcd98f1af2412dced2f031bbb7c6e07a7,117,22,20,"[[18907, 4399], [18966, 4399], [18972, 4281], [18972, 4334], [18972, 4347], [18972, 4360], [18972, 4391], [18972, 4417], [18972, 4420], [18972, 4431], [18973, 4281], [18973, 4334], [18973, 4347], [18973, 4360], [18973, 4391], [18973, 4417], [18973, 4420], [18973, 4431], [18975, 4281], [18975, 4334], [18975, 4347], [18975, 4360], [18975, 4391], [18975, 4417], [18975, 4420], [18975, 4431], [18977, 4281], [18977, 4334], [18977, 4347], [18977, 4360], [18977, 4391], [18977, 4417], [18977, 4420], [18977, 4431], [18978, 4281], [18978, 4334], [18978, 4347], [18978, 4360], [18978, 4391], [18978, 4417], [18978, 4420], [18978, 4431], [18979, 4281], [18979, 4334], [18979, 4347], [18979, 4360], [18979, 4391], [18979, 4417], [18979, 4420], [18979, 4431], [18989, 4212], [19000, 4218], [19000, 4237], [19004, 4252], [19005, 4218], [19005, 4237], [19006, 2386], [19006, 2547], [19006, 2561], [19006, 2738], [19006, 4190], [19006, 4193], [19006, 4232], [19006, 4243], [19006, 4244], [19006, 4267], [19006, 4313], [19006, 4340], [19006, 4351], [19006, 4357], [19006, 4397], [19006, 4404], [19006, 4427], [19006, 4433], [19009, 4222], [19009, 4255], [19009, 4283], [19010, 4364], [19011, 1385], [19012, 4399], [19013, 4190], [19013, 4193], [19013, 4232], [19013, 4243], [19013, 4244], [19013, 4313], [19013, 4340], [19013, 4351], [19013, 4357], [19013, 4404], [19013, 4427], [19013, 4433], [19014, 2549], [19017, 4260], [19017, 4263], [19018, 4206], [19018, 4221], [19018, 4241], [19018, 4251], [19018, 4258], [19018, 4287], [19018, 4290], [19018, 4291], [19018, 4296], [19018, 4297], [19018, 4304], [19018, 4311], [19018, 4322], [19018, 4326], [19018, 4329], [19018, 4346], [19018, 4394], [19018, 4419], [19018, 4438], [19018, 4440], [19019, 4301], [19019, 4356]]",6664b77ddccc5e3087d9d7c8278908e89db0851b54faa9fae9e9d458ad51fc73,20,"[[18907, 4399], [18972, 4391], [18973, 4417], [18975, 4334], [18977, 4281], [18978, 4431], [18979, 4347], [18989, 4212], [19000, 4237], [19004, 4252], [19005, 4218], [19006, 4232], [19009, 4283], [19010, 4364], [19011, 1385], [19013, 4193], [19014, 2549], [19017, 4263], [19018, 4329], [19019, 4356]]",219bae7a5340468826634e262934c130753a02af4cffbf85e49d6a3bfa1ed05a,2855.1681807021855,True,True
1730,AV_NEUTRAL,becbcfd46e6dc3040e3da73ac59d21bfcd98f1af2412dced2f031bbb7c6e07a7,117,22,20,"[[18907, 4399], [18966, 4399], [18972, 4281], [18972, 4334], [18972, 4347], [18972, 4360], [18972, 4391], [18972, 4417], [18972, 4420], [18972, 4431], [18973, 4281], [18973, 4334], [18973, 4347], [18973, 4360], [18973, 4391], [18973, 4417], [18973, 4420], [18973, 4431], [18975, 4281], [18975, 4334], [18975, 4347], [18975, 4360], [18975, 4391], [18975, 4417], [18975, 4420], [18975, 4431], [18977, 4281], [18977, 4334], [18977, 4347], [18977, 4360], [18977, 4391], [18977, 4417], [18977, 4420], [18977, 4431], [18978, 4281], [18978, 4334], [18978, 4347], [18978, 4360], [18978, 4391], [18978, 4417], [18978, 4420], [18978, 4431], [18979, 4281], [18979, 4334], [18979, 4347], [18979, 4360], [18979, 4391], [18979, 4417], [18979, 4420], [18979, 4431], [18989, 4212], [19000, 4218], [19000, 4237], [19004, 4252], [19005, 4218], [19005, 4237], [19006, 2386], [19006, 2547], [19006, 2561], [19006, 2738], [19006, 4190], [19006, 4193], [19006, 4232], [19006, 4243], [19006, 4244], [19006, 4267], [19006, 4313], [19006, 4340], [19006, 4351], [19006, 4357], [19006, 4397], [19006, 4404], [19006, 4427], [19006, 4433], [19009, 4222], [19009, 4255], [19009, 4283], [19010, 4364], [19011, 1385], [19012, 4399], [19013, 4190], [19013, 4193], [19013, 4232], [19013, 4243], [19013, 4244], [19013, 4313], [19013, 4340], [19013, 4351], [19013, 4357], [19013, 4404], [19013, 4427], [19013, 4433], [19014, 2549], [19017, 4260], [19017, 4263], [19018, 4206], [19018, 4221], [19018, 4241], [19018, 4251], [19018, 4258], [19018, 4287], [19018, 4290], [19018, 4291], [19018, 4296], [19018, 4297], [19018, 4304], [19018, 4311], [19018, 4322], [19018, 4326], [19018, 4329], [19018, 4346], [19018, 4394], [19018, 4419], [19018, 4438], [19018, 4440], [19019, 4301], [19019, 4356]]",6664b77ddccc5e3087d9d7c8278908e89db0851b54faa9fae9e9d458ad51fc73,20,"[[18907, 4399], [18972, 4391], [18973, 4417], [18975, 4334], [18977, 4281], [18978, 4431], [18979, 4347], [18989, 4212], [19000, 4237], [19004, 4252], [19005, 4218], [19006, 4232], [19009, 4283], [19010, 4364], [19011, 1385], [19013, 4193], [19014, 2549], [19017, 4263], [19018, 4329], [19019, 4356]]",219bae7a5340468826634e262934c130753a02af4cffbf85e49d6a3bfa1ed05a,2855.1681807021855,True,True
1800,HV_ORIGINAL,b9ff74fb53c2605b56a7cbc861b242e18d8ee7ece82e7a130ffc4b3cd050e80d,59,15,14,"[[19787, 4391], [19787, 4431], [19799, 4360], [19799, 4391], [19799, 4420], [19799, 4431], [19803, 4360], [19803, 4391], [19803, 4420], [19803, 4431], [19816, 4406], [19839, 4227], [19848, 4298], [19853, 4298], [19887, 4281], [19887, 4381], [19892, 4360], [19892, 4391], [19892, 4420], [19892, 4431], [19894, 4209], [19894, 4321], [19895, 1523], [19895, 2032], [19895, 2112], [19895, 2236], [19895, 2248], [19895, 2393], [19895, 2532], [19895, 2777], [19895, 4202], [19895, 4277], [19895, 4278], [19895, 4295], [19895, 4299], [19895, 4303], [19895, 4388], [19895, 4392], [19895, 4428], [19895, 4430], [19896, 4266], [19896, 4364], [19896, 4410], [19897, 2913], [19900, 4192], [19900, 4309], [19902, 1939], [19902, 2595], [19902, 2621], [19902, 2721], [19902, 2814], [19902, 2824], [19902, 2829], [19902, 2890], [19902, 2930], [19902, 4225], [19902, 4230], [19902, 4273], [19902, 4417]]",fad98c87b16963ee65e0b759cb4f7a0ade98fa7c03da58ff8b57c21c667adab3,14,"[[19787, 4431], [19799, 4360], [19803, 4420], [19816, 4406], [19839, 4227], [19853, 4298], [19887, 4381], [19892, 4391], [19894, 4209], [19895, 4202], [19896, 4410], [19897, 2913], [19900, 4309], [19902, 2721]]",851ca61983fe894362f8a6bd30d573ec3d8a4895780d44a653065faba8c27c90,1872.775996544823,True,True
1800,AV_NEUTRAL,b9ff74fb53c2605b56a7cbc861b242e18d8ee7ece82e7a130ffc4b3cd050e80d,59,15,14,"[[19787, 4391], [19787, 4431], [19799, 4360], [19799, 4391], [19799, 4420], [19799, 4431], [19803, 4360], [19803, 4391], [19803, 4420], [19803, 4431], [19816, 4406], [19839, 4227], [19848, 4298], [19853, 4298], [19887, 4281], [19887, 4381], [19892, 4360], [19892, 4391], [19892, 4420], [19892, 4431], [19894, 4209], [19894, 4321], [19895, 1523], [19895, 2032], [19895, 2112], [19895, 2236], [19895, 2248], [19895, 2393], [19895, 2532], [19895, 2777], [19895, 4202], [19895, 4277], [19895, 4278], [19895, 4295], [19895, 4299], [19895, 4303], [19895, 4388], [19895, 4392], [19895, 4428], [19895, 4430], [19896, 4266], [19896, 4364], [19896, 4410], [19897, 2913], [19900, 4192], [19900, 4309], [19902, 1939], [19902, 2595], [19902, 2621], [19902, 2721], [19902, 2814], [19902, 2824], [19902, 2829], [19902, 2890], [19902, 2930], [19902, 4225], [19902, 4230], [19902, 4273], [19902, 4417]]",fad98c87b16963ee65e0b759cb4f7a0ade98fa7c03da58ff8b57c21c667adab3,14,"[[19787, 4431], [19799, 4360], [19803, 4420], [19816, 4406], [19839, 4227], [19853, 4298], [19887, 4381], [19892, 4391], [19894, 4209], [19895, 4202], [19896, 4410], [19897, 2913], [19900, 4309], [19902, 2721]]",851ca61983fe894362f8a6bd30d573ec3d8a4895780d44a653065faba8c27c90,1872.775996544823,True,True
1830,HV_ORIGINAL,20ef3825cda94c5861c7e6507a86dbf0e4cc531fcdc4442b75994ccae01f48be,45,10,10,"[[20649, 4210], [20649, 4259], [20655, 4266], [20655, 4410], [20656, 4206], [20656, 4221], [20656, 4250], [20656, 4251], [20656, 4258], [20656, 4287], [20656, 4290], [20656, 4291], [20656, 4296], [20656, 4297], [20656, 4304], [20656, 4311], [20656, 4322], [20656, 4326], [20656, 4346], [20656, 4394], [20656, 4419], [20656, 4438], [20656, 4440], [20683, 4266], [20691, 4209], [20691, 4321], [20691, 4402], [20713, 2118], [20714, 2659], [20714, 2714], [20714, 4399], [20717, 4227], [20717, 4330], [20717, 4414], [20722, 2921], [20722, 2986], [20722, 4276], [20723, 4302], [20723, 4360], [20723, 4387], [20723, 4393], [20723, 4401], [20723, 4420], [20723, 4431], [20723, 4436]]",d11b25d3c5904b21eb8f1ac4929dab024d5025ff80c38ebed2c30b827d95a86b,10,"[[20649, 4210], [20655, 4410], [20656, 4296], [20683, 4266], [20691, 4321], [20713, 2118], [20714, 4399], [20717, 4227], [20722, 2986], [20723, 4431]]",917adadaeede508ec14755aab5031d7499394dc8ee44d77d62759ba477595a52,1174.5079798979373,True,True
1830,AV_NEUTRAL,20ef3825cda94c5861c7e6507a86dbf0e4cc531fcdc4442b75994ccae01f48be,45,10,10,"[[20649, 4210], [20649, 4259], [20655, 4266], [20655, 4410], [20656, 4206], [20656, 4221], [20656, 4250], [20656, 4251], [20656, 4258], [20656, 4287], [20656, 4290], [20656, 4291], [20656, 4296], [20656, 4297], [20656, 4304], [20656, 4311], [20656, 4322], [20656, 4326], [20656, 4346], [20656, 4394], [20656, 4419], [20656, 4438], [20656, 4440], [20683, 4266], [20691, 4209], [20691, 4321], [20691, 4402], [20713, 2118], [20714, 2659], [20714, 2714], [20714, 4399], [20717, 4227], [20717, 4330], [20717, 4414], [20722, 2921], [20722, 2986], [20722, 4276], [20723, 4302], [20723, 4360], [20723, 4387], [20723, 4393], [20723, 4401], [20723, 4420], [20723, 4431], [20723, 4436]]",d11b25d3c5904b21eb8f1ac4929dab024d5025ff80c38ebed2c30b827d95a86b,10,"[[20649, 4210], [20655, 4410], [20656, 4296], [20683, 4266], [20691, 4321], [20713, 2118], [20714, 4399], [20717, 4227], [20722, 2986], [20723, 4431]]",917adadaeede508ec14755aab5031d7499394dc8ee44d77d62759ba477595a52,1174.5079798979373,True,True
2100,HV_ORIGINAL,2db731c0d16a2592a824854cfe316c7fe310e166f88d4abed85075cc562be33f,120,25,19,"[[25517, 4206], [25517, 4210], [25517, 4251], [25517, 4258], [25517, 4287], [25517, 4290], [25517, 4291], [25517, 4296], [25517, 4297], [25517, 4304], [25517, 4311], [25517, 4322], [25517, 4326], [25517, 4346], [25517, 4373], [25517, 4394], [25517, 4419], [25517, 4438], [25517, 4440], [25547, 4206], [25547, 4210], [25547, 4251], [25547, 4258], [25547, 4287], [25547, 4290], [25547, 4291], [25547, 4296], [25547, 4297], [25547, 4304], [25547, 4311], [25547, 4322], [25547, 4326], [25547, 4346], [25547, 4373], [25547, 4394], [25547, 4419], [25547, 4438], [25547, 4440], [25560, 4360], [25560, 4406], [25560, 4420], [25577, 4192], [25577, 4222], [25577, 4288], [25586, 4192], [25586, 4222], [25586, 4266], [25586, 4288], [25595, 4279], [25601, 4222], [25601, 4266], [25601, 4279], [25601, 4288], [25608, 4192], [25608, 4222], [25608, 4266], [25608, 4288], [25618, 4377], [25628, 4298], [25628, 4441], [25629, 4195], [25629, 4216], [25629, 4227], [25629, 4229], [25629, 4330], [25629, 4369], [25629, 4408], [25638, 4246], [25638, 4263], [25638, 4409], [25641, 4416], [25643, 4279], [25644, 4349], [25645, 2348], [25645, 2837], [25645, 3016], [25645, 4230], [25645, 4241], [25645, 4428], [25645, 4439], [25646, 4192], [25646, 4222], [25646, 4288], [25647, 3006], [25648, 3006], [25649, 3526], [25649, 4246], [25649, 4263], [25649, 4372], [25650, 3006], [25653, 4192], [25653, 4222], [25653, 4266], [25653, 4279], [25653, 4288], [25654, 4225], [25654, 4302], [25654, 4360], [25654, 4387], [25654, 4393], [25654, 4401], [25654, 4406], [25654, 4417], [25654, 4420], [25654, 4436], [25655, 4192], [25655, 4222], [25655, 4266], [25655, 4279], [25655, 4288], [25659, 4225], [25659, 4302], [25659, 4360], [25659, 4387], [25659, 4393], [25659, 4401], [25659, 4406], [25659, 4417], [25659, 4420], [25659, 4436]]",763ded58e1c0de5960e534df2686d1fc483a86e53f089cc63e5edd9473fcb4ad,19,"[[25517, 4296], [25547, 4210], [25560, 4360], [25577, 4288], [25586, 4222], [25595, 4279], [25601, 4266], [25608, 4192], [25618, 4377], [25628, 4298], [25629, 4227], [25638, 4263], [25641, 4416], [25644, 4349], [25645, 4230], [25649, 3526], [25650, 3006], [25654, 4420], [25659, 4406]]",34c9409d867f28b60ad4e4e93cdcceb966ccb7a70e1726bf21a27df24daa022e,2066.4440425744233,True,True
2100,AV_NEUTRAL,2db731c0d16a2592a824854cfe316c7fe310e166f88d4abed85075cc562be33f,120,25,19,"[[25517, 4206], [25517, 4210], [25517, 4251], [25517, 4258], [25517, 4287], [25517, 4290], [25517, 4291], [25517, 4296], [25517, 4297], [25517, 4304], [25517, 4311], [25517, 4322], [25517, 4326], [25517, 4346], [25517, 4373], [25517, 4394], [25517, 4419], [25517, 4438], [25517, 4440], [25547, 4206], [25547, 4210], [25547, 4251], [25547, 4258], [25547, 4287], [25547, 4290], [25547, 4291], [25547, 4296], [25547, 4297], [25547, 4304], [25547, 4311], [25547, 4322], [25547, 4326], [25547, 4346], [25547, 4373], [25547, 4394], [25547, 4419], [25547, 4438], [25547, 4440], [25560, 4360], [25560, 4406], [25560, 4420], [25577, 4192], [25577, 4222], [25577, 4288], [25586, 4192], [25586, 4222], [25586, 4266], [25586, 4288], [25595, 4279], [25601, 4222], [25601, 4266], [25601, 4279], [25601, 4288], [25608, 4192], [25608, 4222], [25608, 4266], [25608, 4288], [25618, 4377], [25628, 4298], [25628, 4441], [25629, 4195], [25629, 4216], [25629, 4227], [25629, 4229], [25629, 4330], [25629, 4369], [25629, 4408], [25638, 4246], [25638, 4263], [25638, 4409], [25641, 4416], [25643, 4279], [25644, 4349], [25645, 2348], [25645, 2837], [25645, 3016], [25645, 4230], [25645, 4241], [25645, 4428], [25645, 4439], [25646, 4192], [25646, 4222], [25646, 4288], [25647, 3006], [25648, 3006], [25649, 3526], [25649, 4246], [25649, 4263], [25649, 4372], [25650, 3006], [25653, 4192], [25653, 4222], [25653, 4266], [25653, 4279], [25653, 4288], [25654, 4225], [25654, 4302], [25654, 4360], [25654, 4387], [25654, 4393], [25654, 4401], [25654, 4406], [25654, 4417], [25654, 4420], [25654, 4436], [25655, 4192], [25655, 4222], [25655, 4266], [25655, 4279], [25655, 4288], [25659, 4225], [25659, 4302], [25659, 4360], [25659, 4387], [25659, 4393], [25659, 4401], [25659, 4406], [25659, 4417], [25659, 4420], [25659, 4436]]",763ded58e1c0de5960e534df2686d1fc483a86e53f089cc63e5edd9473fcb4ad,19,"[[25517, 4296], [25547, 4210], [25560, 4360], [25577, 4288], [25586, 4222], [25595, 4279], [25601, 4266], [25608, 4192], [25618, 4377], [25628, 4298], [25629, 4227], [25638, 4263], [25641, 4416], [25644, 4349], [25645, 4230], [25649, 3526], [25650, 3006], [25654, 4420], [25659, 4406]]",34c9409d867f28b60ad4e4e93cdcceb966ccb7a70e1726bf21a27df24daa022e,2066.4440425744233,True,True
2300,HV_ORIGINAL,07fb8cfe8a88774e6d5f550f3465491c7228cb7dd82599dedf2645ab7ea78d46,23,7,6,"[[29047, 4302], [29047, 4335], [29047, 4387], [29047, 4393], [29047, 4401], [29047, 4436], [29051, 4302], [29051, 4335], [29051, 4387], [29051, 4393], [29051, 4401], [29051, 4436], [29070, 4399], [29071, 4402], [29079, 4302], [29079, 4335], [29079, 4387], [29079, 4393], [29079, 4401], [29079, 4436], [29083, 4209], [29083, 4272], [29085, 4402]]",5a997a886949a6bb5e40961fa77c7b275dd73a83183709f7743caf34d799bf85,6,"[[29047, 4335], [29051, 4401], [29070, 4399], [29071, 4402], [29079, 4302], [29083, 4209]]",ce917a5cd9f158efd85e62a56a4670b57e7a1bbb44ffe078f038f82b06855ec6,850.2727600180833,True,True
2300,AV_NEUTRAL,07fb8cfe8a88774e6d5f550f3465491c7228cb7dd82599dedf2645ab7ea78d46,23,7,6,"[[29047, 4302], [29047, 4335], [29047, 4387], [29047, 4393], [29047, 4401], [29047, 4436], [29051, 4302], [29051, 4335], [29051, 4387], [29051, 4393], [29051, 4401], [29051, 4436], [29070, 4399], [29071, 4402], [29079, 4302], [29079, 4335], [29079, 4387], [29079, 4393], [29079, 4401], [29079, 4436], [29083, 4209], [29083, 4272], [29085, 4402]]",5a997a886949a6bb5e40961fa77c7b275dd73a83183709f7743caf34d799bf85,6,"[[29047, 4335], [29051, 4401], [29070, 4399], [29071, 4402], [29079, 4302], [29083, 4209]]",ce917a5cd9f158efd85e62a56a4670b57e7a1bbb44ffe078f038f82b06855ec6,850.2727600180833,True,True
