scenario_id,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition,eligibility_conversion_n5_over_n0,assignment_conversion_n6_over_n0,structural_retention_n2_over_n1,evidence_retention_n3_over_n2,patience_retention_n4_over_n3b
MAIN_Q50_M_P70,19517999,13165786,5929168,2828990,264678,264676,14000,14000,2218,6352213,4788695,0,2447923,3100178,2564312,2,250676,0,11782,0.0007172866439843551,0.0001136386983112357,0.4503466788841927,0.47713102411670577,0.052894860130877
