scenario_id,time_bin_start,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition,eligibility_conversion_n5_over_n0,assignment_conversion_n6_over_n0,acceptance_retention_n1_over_n0
MAIN_Q50_M_P70,2016-10-31 06:00:00+08:00,24245,19195,4928,490,266,266,194,194,14,5050,5672,0,8595,4438,224,0,72,0,180,0.008001649824706124,0.0005774386471437409,0.791709630851722
MAIN_Q50_M_P70,2016-10-31 06:15:00+08:00,31262,15026,2150,465,253,253,183,183,9,16236,10890,0,1986,1685,212,0,70,0,174,0.005853752159170878,0.0002878894504510268,0.48064743138634763
MAIN_Q50_M_P70,2016-10-31 06:30:00+08:00,47626,31712,10069,883,545,545,315,315,24,15914,17991,0,3652,9186,338,0,230,0,291,0.006614034350984756,0.0005039264267416957,0.6658547852013607
MAIN_Q50_M_P70,2016-10-31 06:45:00+08:00,87422,55818,30227,2529,610,610,105,105,16,31604,17518,0,8073,27698,1919,0,505,0,89,0.0012010706687103933,0.00018302029237491708,0.638489167486445
MAIN_Q50_M_P70,2016-10-31 07:00:00+08:00,125398,79146,34178,8011,1042,1042,106,106,17,46252,34866,0,10102,26167,6969,0,936,0,89,0.0008453085376162299,0.00013556835037241424,0.631158391680888
MAIN_Q50_M_P70,2016-10-31 07:15:00+08:00,168229,118943,49665,7574,1458,1458,79,79,25,49286,52753,0,16525,42091,6116,0,1379,0,54,0.00046959798845621145,0.00014860695837221882,0.7070302979866729
MAIN_Q50_M_P70,2016-10-31 07:30:00+08:00,159995,106747,53938,23342,2834,2834,119,119,26,53248,30177,0,22632,30596,20508,0,2715,0,93,0.000743773242913841,0.00016250507828369636,0.6671895996749898
MAIN_Q50_M_P70,2016-10-31 07:45:00+08:00,190766,115971,52316,30153,2964,2964,60,60,19,74795,43153,0,20502,22163,27189,0,2904,0,41,0.00031452145560529655,9.959846094167723e-05,0.6079227954666975
MAIN_Q50_M_P70,2016-10-31 08:00:00+08:00,197517,124985,54523,27611,2915,2915,83,83,26,72532,50669,0,19793,26912,24696,0,2832,0,57,0.000420216993980265,0.0001316342390781553,0.63278097581474
MAIN_Q50_M_P70,2016-10-31 08:15:00+08:00,240818,162497,87006,48186,5412,5412,103,103,25,78321,57795,0,17696,38820,42774,0,5309,0,78,0.00042770889219244406,0.0001038128379107874,0.6747709888795688
MAIN_Q50_M_P70,2016-10-31 08:30:00+08:00,239972,157275,68121,35016,4202,4202,137,137,22,82697,52317,0,36837,33105,30814,0,4065,0,115,0.0005708999383261381,9.167736235894188e-05,0.655388962045572
MAIN_Q50_M_P70,2016-10-31 08:45:00+08:00,258557,171171,79319,35431,3979,3979,202,202,31,87386,75430,0,16422,43888,31452,0,3777,0,171,0.0007812590647323414,0.00011989619310248804,0.6620242345014832
MAIN_Q50_M_P70,2016-10-31 09:00:00+08:00,282617,197850,88885,48126,5746,5746,292,292,46,84767,63096,0,45869,40759,42380,0,5454,0,246,0.0010332004090341344,0.00016276444799852803,0.7000640442719298
MAIN_Q50_M_P70,2016-10-31 09:15:00+08:00,244442,155875,73788,35992,3959,3959,284,284,36,88567,49702,0,32385,37796,32033,0,3675,0,248,0.001161829800116183,0.0001472742000147274,0.6376768313137677
MAIN_Q50_M_P70,2016-10-31 09:30:00+08:00,198449,131457,67391,27456,3304,3304,315,315,44,66992,42627,0,21439,39935,24152,0,2989,0,271,0.0015873095858381751,0.00022171943421231652,0.6624220832556476
MAIN_Q50_M_P70,2016-10-31 09:45:00+08:00,175151,122165,56070,30932,3910,3910,313,313,43,52986,47604,0,18491,25138,27022,0,3597,0,270,0.0017870294774223385,0.000245502452169842,0.6974838853332268
MAIN_Q50_M_P70,2016-10-31 10:00:00+08:00,226752,152436,74949,41227,4315,4315,158,158,32,74316,46433,0,31054,33722,36912,0,4157,0,126,0.0006967965001411234,0.00014112334180073385,0.6722586790855207
MAIN_Q50_M_P70,2016-10-31 10:15:00+08:00,204459,140891,65348,25481,3149,3149,200,200,36,63568,48490,0,27053,39867,22332,0,2949,0,164,0.0009781912266028886,0.00017607442078851994,0.6890917005365379
MAIN_Q50_M_P70,2016-10-31 10:30:00+08:00,234792,163417,80661,40306,4484,4484,119,119,21,71375,56256,0,26500,40355,35822,0,4365,0,98,0.0005068315785887083,8.944086680977206e-05,0.6960075300691676
MAIN_Q50_M_P70,2016-10-31 10:45:00+08:00,244140,146988,73283,29679,3476,3476,206,206,37,97152,56991,0,16714,43604,26203,0,3270,0,169,0.0008437781600720898,0.0001515523879741132,0.6020643892848365
MAIN_Q50_M_P70,2016-10-31 11:00:00+08:00,208762,145165,59037,28346,3500,3500,247,247,41,63597,52449,0,33679,30691,24846,0,3253,0,206,0.0011831655186288691,0.00019639589580479206,0.6953612247439668
MAIN_Q50_M_P70,2016-10-31 11:15:00+08:00,191644,130276,63709,31083,3426,3426,298,298,30,61368,43504,0,23063,32626,27657,0,3128,0,268,0.0015549665003861326,0.00015654025171672476,0.6797812610882679
MAIN_Q50_M_P70,2016-10-31 11:30:00+08:00,295931,193466,79232,32132,3897,3897,164,164,25,102465,72305,0,41929,47100,28235,0,3733,0,139,0.0005541832386603634,8.44791522348115e-05,0.6537537466504016
MAIN_Q50_M_P70,2016-10-31 11:45:00+08:00,284626,192112,64438,30060,3799,3799,168,168,28,92514,87029,0,40645,34378,26261,0,3631,0,140,0.0005902482556056017,9.837470926760029e-05,0.6749629338149009
MAIN_Q50_M_P70,2016-10-31 12:00:00+08:00,227473,144469,67346,32778,3859,3859,209,209,39,83004,44219,0,32904,34568,28919,0,3650,0,170,0.0009187903619330646,0.00017144891921239003,0.6351039464024302
MAIN_Q50_M_P70,2016-10-31 12:15:00+08:00,238207,152466,71092,41221,4928,4928,362,362,50,85741,47966,0,33408,29871,36293,0,4566,0,312,0.0015196866590822269,0.00020990147224892635,0.6400567573580961
MAIN_Q50_M_P70,2016-10-31 12:30:00+08:00,216067,121392,43864,14168,1816,1816,215,215,38,94675,56068,0,21460,29696,12352,0,1601,0,177,0.000995061716967422,0.00017587137323145136,0.5618257299819037
MAIN_Q50_M_P70,2016-10-31 12:45:00+08:00,148566,93278,36710,17677,2122,2122,259,259,30,55288,43680,0,12888,19033,15555,0,1863,0,229,0.001743332929472423,0.00020193045515124592,0.6278556331865972
MAIN_Q50_M_P70,2016-10-31 13:00:00+08:00,165571,103142,35024,16711,2578,2578,250,250,38,62429,47708,0,20410,18313,14133,0,2328,0,212,0.001509926255201696,0.0002295087907906578,0.6229472552560533
MAIN_Q50_M_P70,2016-10-31 13:15:00+08:00,219759,125678,44833,17187,2300,2300,293,293,45,94081,47087,0,33758,27646,14887,0,2007,0,248,0.0013332787280611943,0.00020476977052134382,0.5718901159906989
MAIN_Q50_M_P70,2016-10-31 13:30:00+08:00,262416,179856,75954,26489,3129,3129,165,165,31,82560,69345,0,34557,49465,23360,0,2964,0,134,0.0006287726358148893,0.00011813304066825193,0.6853850374977135
MAIN_Q50_M_P70,2016-10-31 13:45:00+08:00,264015,175324,84595,36871,4064,4064,162,162,31,88691,60955,0,29774,47724,32807,0,3902,0,131,0.0006136014999147776,0.00011741757097134632,0.6640683294509782
MAIN_Q50_M_P70,2016-10-31 14:00:00+08:00,308589,220688,103804,59795,5003,5003,139,139,25,87901,75935,0,40949,44009,54792,0,4864,0,114,0.0004504373130604137,8.101390522669312e-05,0.715151868666738
MAIN_Q50_M_P70,2016-10-31 14:15:00+08:00,318088,223298,104526,61622,6130,6130,203,203,31,94790,71554,0,47218,42904,55492,0,5927,0,172,0.0006381881743416916,9.745730741178541e-05,0.7020007042076406
MAIN_Q50_M_P70,2016-10-31 14:30:00+08:00,289302,205855,100023,57295,4916,4916,121,121,23,83447,78191,0,27641,42728,52379,0,4795,0,98,0.0004182480591216099,7.950169718840519e-05,0.7115574728138762
MAIN_Q50_M_P70,2016-10-31 14:45:00+08:00,322014,230061,96418,47449,4110,4110,134,134,21,91953,97640,0,36003,48969,43339,0,3976,0,113,0.0004161309756718652,6.521455588887439e-05,0.714444092492873
MAIN_Q50_M_P70,2016-10-31 15:00:00+08:00,319926,218763,92011,44705,4634,4634,171,171,38,101163,76430,0,50322,47306,40071,0,4463,0,133,0.0005344986028018979,0.00011877746728931066,0.6837925020160912
MAIN_Q50_M_P70,2016-10-31 15:15:00+08:00,335155,227234,99167,47468,4547,4547,127,127,25,107921,79838,0,48229,51699,42921,0,4420,0,102,0.00037892915218331816,7.459235279199177e-05,0.6779967477734182
MAIN_Q50_M_P70,2016-10-31 15:30:00+08:00,296383,194833,73778,33984,3258,3258,172,172,31,101550,89408,0,31647,39794,30726,0,3086,0,141,0.0005803301808808198,0.00010459439306572914,0.6573690123927486
MAIN_Q50_M_P70,2016-10-31 15:45:00+08:00,358975,253053,102811,45367,4615,4615,190,190,41,105922,92226,0,58016,57444,40752,0,4425,0,149,0.0005292847691343408,0.00011421408176056829,0.7049320983355387
MAIN_Q50_M_P70,2016-10-31 16:00:00+08:00,359898,229505,99802,50677,4487,4487,149,149,36,130393,91206,0,38497,49125,46190,0,4338,0,113,0.00041400619064290437,0.00010002834136338629,0.637694569016777
MAIN_Q50_M_P70,2016-10-31 16:15:00+08:00,360459,245869,117463,57874,4173,4173,85,85,21,114590,85989,0,42417,59589,53701,0,4088,0,64,0.00023581045278381175,5.8259053040706436e-05,0.6820997672412119
MAIN_Q50_M_P70,2016-10-31 16:30:00+08:00,336698,249006,109862,58338,4020,4020,140,140,31,87692,87657,0,51487,51524,54318,0,3880,0,109,0.00041580288567202655,9.207063897023445e-05,0.7395529524974903
MAIN_Q50_M_P70,2016-10-31 16:45:00+08:00,353807,252865,111052,59743,4616,4616,117,117,24,100942,84593,0,57220,51309,55127,0,4499,0,93,0.0003306887653438174,6.783359289103946e-05,0.7146975610996956
MAIN_Q50_M_P70,2016-10-31 17:00:00+08:00,380730,261811,104686,57255,4337,4337,112,112,25,118919,89882,0,67243,47431,52918,0,4225,0,87,0.0002941717227431513,6.566333096945342e-05,0.6876552937777427
MAIN_Q50_M_P70,2016-10-31 17:15:00+08:00,359143,238312,118080,54459,3866,3866,93,93,21,120831,76072,0,44160,63621,50593,0,3773,0,72,0.000258949777665164,5.8472530440520906e-05,0.663557413063877
MAIN_Q50_M_P70,2016-10-31 17:30:00+08:00,309789,208900,93035,50599,3727,3727,95,95,26,100889,75331,0,40534,42436,46872,0,3632,0,69,0.0003066603397796565,8.392809299232704e-05,0.6743299471575814
MAIN_Q50_M_P70,2016-10-31 17:45:00+08:00,415952,289456,141361,76280,4808,4808,28,28,13,126496,107524,0,40571,65081,71472,0,4780,0,15,6.731545947609339e-05,3.125360618532908e-05,0.6958879870754318
MAIN_Q50_M_P70,2016-10-31 18:00:00+08:00,399970,265820,124753,60784,3991,3991,90,90,18,134150,95992,0,45075,63969,56793,0,3901,0,72,0.00022501687626571993,4.5003375253143984e-05,0.6645998449883741
MAIN_Q50_M_P70,2016-10-31 18:15:00+08:00,319700,217157,114601,50039,3249,3249,36,36,10,102543,65766,0,36790,64562,46790,0,3213,0,26,0.00011260556771973725,3.127932436659368e-05,0.6792524241476384
MAIN_Q50_M_P70,2016-10-31 18:30:00+08:00,359328,240003,127401,68948,4530,4530,87,87,15,119325,85347,0,27255,58453,64418,0,4443,0,72,0.0002421186214266631,4.174458990114881e-05,0.6679217873363612
MAIN_Q50_M_P70,2016-10-31 18:45:00+08:00,382952,257392,112590,66331,4417,4417,56,56,19,125560,78371,0,66431,46259,61914,0,4361,0,37,0.00014623242599594728,4.961457310576782e-05,0.6721260105705154
MAIN_Q50_M_P70,2016-10-31 19:00:00+08:00,397499,280208,157174,74822,5060,5060,121,121,34,117291,87159,0,35875,82352,69762,0,4939,0,87,0.00030440328151768933,8.553480637687139e-05,0.7049275595661876
MAIN_Q50_M_P70,2016-10-31 19:15:00+08:00,387018,253709,128853,60194,4074,4074,101,101,23,133309,78855,0,46001,68659,56120,0,3973,0,78,0.00026096977401567886,5.9428760419412016e-05,0.6555483207499393
MAIN_Q50_M_P70,2016-10-31 19:30:00+08:00,389041,258505,135940,63371,5022,5022,166,166,38,130536,74551,0,48014,72569,58349,0,4856,0,128,0.0004266902460152015,9.767608041311842e-05,0.6644672412419257
MAIN_Q50_M_P70,2016-10-31 19:45:00+08:00,322371,215567,105180,58333,4729,4729,90,90,27,106804,72352,0,38035,46847,53604,0,4639,0,63,0.0002791814400178676,8.375443200536029e-05,0.6686922831147963
MAIN_Q50_M_P70,2016-10-31 20:00:00+08:00,252618,173196,77328,41643,3532,3532,164,164,31,79422,59222,0,36646,35685,38111,0,3368,0,133,0.0006492015612505838,0.0001227149292607811,0.6856043512338789
MAIN_Q50_M_P70,2016-10-31 20:15:00+08:00,258018,176318,87088,41349,3149,3149,187,187,34,81700,58891,0,30339,45739,38200,0,2962,0,153,0.000724755637203606,0.00013177375221883744,0.683355424815323
MAIN_Q50_M_P70,2016-10-31 20:30:00+08:00,254622,172322,77365,33826,3047,3047,111,111,21,82300,62521,0,32436,43539,30779,0,2936,0,90,0.00043594033508494943,8.247519852958504e-05,0.6767757695721501
MAIN_Q50_M_P70,2016-10-31 20:45:00+08:00,293489,205639,81767,42537,3907,3907,144,144,32,87850,85452,0,38420,39230,38630,0,3763,0,112,0.000490648712558222,0.00010903304723516043,0.7006702125122236
MAIN_Q50_M_P70,2016-10-31 21:00:00+08:00,308137,216203,91878,53913,4652,4652,121,121,27,91934,87633,0,36692,37965,49261,0,4531,0,94,0.00039268247565206384,8.76233623355845e-05,0.7016456965570509
MAIN_Q50_M_P70,2016-10-31 21:15:00+08:00,328792,224966,98242,42125,3280,3280,92,92,14,103826,84608,0,42116,56117,38845,0,3188,0,78,0.00027981216087982676,4.2580111438234504e-05,0.6842198107009902
MAIN_Q50_M_P70,2016-10-31 21:30:00+08:00,271793,180822,100951,52726,4104,4104,207,207,31,90971,58411,0,21460,48225,48622,0,3897,0,176,0.0007616090186281472,0.00011405738926315247,0.6652930723013469
MAIN_Q50_M_P70,2016-10-31 21:45:00+08:00,287176,204325,103422,38477,4150,4150,122,122,24,82851,69008,0,31895,64945,34327,0,4028,0,98,0.0004248265871799872,8.357244337966961e-05,0.711497478897958
MAIN_Q50_M_P70,2016-10-31 22:00:00+08:00,350669,246675,113794,47524,4028,4028,114,114,28,103994,87144,0,45737,66270,43496,0,3914,0,86,0.00032509289386857695,7.984737744140486e-05,0.7034411367985194
MAIN_Q50_M_P70,2016-10-31 22:15:00+08:00,227742,159740,83095,38215,3834,3834,108,108,24,68002,48631,0,28014,44880,34381,0,3726,0,84,0.0004742208288326264,0.00010538240640725032,0.7014077333122568
MAIN_Q50_M_P70,2016-10-31 22:30:00+08:00,223235,150470,77718,36705,3595,3595,198,198,30,72765,56864,0,15888,41013,33110,0,3397,0,168,0.0008869576903263377,0.0001343875288373239,0.6740430488050709
MAIN_Q50_M_P70,2016-10-31 22:45:00+08:00,214687,142937,63070,25791,2469,2469,140,140,23,71750,52463,0,27404,37279,23322,0,2329,0,117,0.0006521121446571055,0.0001071327094793816,0.6657925258632335
MAIN_Q50_M_P70,2016-10-31 23:00:00+08:00,167331,115615,53580,22010,2019,2019,97,97,14,51716,39994,0,22041,31570,19991,0,1922,0,83,0.0005796893582181425,8.3666505309835e-05,0.6909359293854695
MAIN_Q50_M_P70,2016-10-31 23:15:00+08:00,159416,112907,47746,23373,2438,2438,185,185,25,46509,51377,0,13784,24373,20935,0,2253,0,160,0.0011604857730717118,0.00015682240176644754,0.7082538766497717
MAIN_Q50_M_P70,2016-10-31 23:30:00+08:00,163237,105097,38468,11216,1448,1448,107,107,21,58140,45184,0,21445,27252,9768,0,1341,0,86,0.0006554886453438865,0.00012864730422637024,0.6438307491561349
MAIN_Q50_M_P70,2016-10-31 23:45:00+08:00,242000,162145,84118,43085,3581,3581,172,172,30,79855,54208,0,23819,41033,39504,0,3409,0,142,0.0007107438016528925,0.00012396694214876033,0.6700206611570247
MAIN_Q50_M_P70,2016-11-01 00:00:00+08:00,42683,25333,20235,16928,1577,1577,0,0,0,17350,709,0,4389,3307,15351,0,1577,0,0,0.0,0.0,0.5935149825457442
MAIN_Q75_M_P70,2016-10-31 00:00:00+08:00,58145,39040,9723,721,357,357,264,264,18,19105,22538,0,6779,9002,364,0,93,0,246,0.004540373204918738,0.0003095709003353685,0.6714248860607103
MAIN_Q75_M_P70,2016-10-31 00:15:00+08:00,145664,94302,22361,1119,510,510,390,390,26,51362,46681,0,25260,21242,609,0,120,0,364,0.002677394551845343,0.00017849297012302286,0.6473940026362038
MAIN_Q75_M_P70,2016-10-31 00:30:00+08:00,133197,70531,15451,683,327,327,256,256,17,62666,37580,0,17500,14768,356,0,71,0,239,0.0019219652094266387,0.00012763050218848773,0.529523938226837
MAIN_Q75_M_P70,2016-10-31 00:45:00+08:00,131094,92518,26790,554,257,257,236,236,13,38576,39958,0,25770,26236,297,0,21,0,223,0.0018002349459166705,9.916548430896914e-05,0.7057378674844005
MAIN_Q75_M_P70,2016-10-31 01:00:00+08:00,107193,80152,40062,1158,371,371,199,199,15,27041,27146,0,12944,38904,787,0,172,0,184,0.0018564645079436157,0.00013993451064901627,0.7477353931693301
MAIN_Q75_M_P70,2016-10-31 01:15:00+08:00,108248,77141,27460,2043,372,372,159,159,12,31107,38760,0,10921,25417,1671,0,213,0,147,0.0014688493089941616,0.00011085655162220088,0.7126321040573498
MAIN_Q75_M_P70,2016-10-31 01:30:00+08:00,82142,52038,17427,422,179,179,133,133,9,30104,18672,0,15939,17005,243,0,46,0,124,0.0016191473302330111,0.0001095663606924594,0.6335126975238002
MAIN_Q75_M_P70,2016-10-31 01:45:00+08:00,53928,33701,5723,387,166,166,99,99,9,20227,15774,0,12204,5336,221,0,67,0,90,0.001835781041388518,0.00016688918558077436,0.6249258270286308
MAIN_Q75_M_P70,2016-10-31 02:00:00+08:00,72529,49788,11845,453,228,228,171,171,12,22741,31614,0,6329,11392,225,0,57,0,159,0.002357677618607729,0.00016545106095492839,0.6864564519019978
MAIN_Q75_M_P70,2016-10-31 02:15:00+08:00,58132,49668,10776,643,274,274,189,189,14,8464,18027,0,20865,10133,369,0,85,0,175,0.003251221358288034,0.00024083121172503957,0.8544003302828046
MAIN_Q75_M_P70,2016-10-31 02:30:00+08:00,45768,27767,13415,2810,267,267,41,41,4,18001,7783,0,6569,10605,2543,0,226,0,37,0.0008958224086698129,8.739730816290858e-05,0.6066902639398707
MAIN_Q75_M_P70,2016-10-31 02:45:00+08:00,47126,33403,9039,2857,260,260,57,57,4,13723,13434,0,10930,6182,2597,0,203,0,53,0.0012095234053388787,8.487883546237746e-05,0.7088019352374485
MAIN_Q75_M_P70,2016-10-31 03:00:00+08:00,74422,52446,9241,299,156,156,120,120,7,21976,31832,0,11373,8942,143,0,36,0,113,0.0016124264330439923,9.405820859423288e-05,0.7047109725618769
MAIN_Q75_M_P70,2016-10-31 03:15:00+08:00,51492,45481,6631,273,118,118,91,91,6,6011,28147,0,10703,6358,155,0,27,0,85,0.0017672648178357804,0.00011652295502213937,0.8832634195603201
MAIN_Q75_M_P70,2016-10-31 03:30:00+08:00,35736,24481,3571,126,77,77,69,69,4,11255,13785,0,7125,3445,49,0,8,0,65,0.0019308260577568838,0.00011193194537721066,0.6850514886948735
MAIN_Q75_M_P70,2016-10-31 03:45:00+08:00,65792,38045,7808,229,98,98,79,79,5,27747,23266,0,6971,7579,131,0,19,0,74,0.0012007538910505837,7.599708171206226e-05,0.5782617947470817
MAIN_Q75_M_P70,2016-10-31 04:00:00+08:00,37064,21895,26,26,20,20,11,11,1,15169,10577,0,11292,0,6,0,9,0,10,0.00029678394129074035,2.6980358299158212e-05,0.5907349449600691
MAIN_Q75_M_P70,2016-10-31 04:15:00+08:00,26032,18952,152,152,94,94,57,57,5,7080,11306,0,7494,0,58,0,37,0,52,0.0021896127842655193,0.00019207129686539643,0.7280270436385986
MAIN_Q75_M_P70,2016-10-31 04:30:00+08:00,27932,19702,8820,251,116,116,82,82,6,8230,5693,0,5189,8569,135,0,34,0,76,0.002935700988113991,0.00021480738937419447,0.7053558642417299
MAIN_Q75_M_P70,2016-10-31 04:45:00+08:00,38016,24260,12524,2253,260,260,60,60,3,13756,8777,0,2959,10271,1993,0,200,0,57,0.0015782828282828283,7.891414141414142e-05,0.6381523569023569
MAIN_Q75_M_P70,2016-10-31 05:00:00+08:00,33464,29419,6867,299,138,138,97,97,7,4045,13939,0,8613,6568,161,0,41,0,90,0.002898637341620846,0.0002091800143437724,0.8791238345684915
MAIN_Q75_M_P70,2016-10-31 05:15:00+08:00,36650,17890,2223,205,100,100,87,87,5,18760,5902,0,9765,2018,105,0,13,0,82,0.002373806275579809,0.00013642564802182812,0.488130968622101
MAIN_Q75_M_P70,2016-10-31 05:30:00+08:00,41867,26021,6380,193,80,80,69,69,4,15846,12355,0,7286,6187,113,0,11,0,65,0.0016480760503499176,9.554064059999522e-05,0.621515752263119
MAIN_Q75_M_P70,2016-10-31 05:45:00+08:00,71084,45071,11747,232,98,98,79,79,5,26013,16050,0,17274,11515,134,0,19,0,74,0.0011113612064599628,7.03393168645546e-05,0.6340526700804682
MAIN_Q75_M_P70,2016-10-31 06:00:00+08:00,53654,39649,13053,716,275,275,217,217,14,14005,13610,0,12986,12337,441,0,58,0,203,0.00404443284750438,0.00026093115145189546,0.7389756588511575
MAIN_Q75_M_P70,2016-10-31 06:15:00+08:00,69898,35541,9556,663,271,271,207,207,12,34357,21869,0,4116,8893,392,0,64,0,195,0.0029614581246959855,0.00017167873186643394,0.5084694841054107
MAIN_Q75_M_P70,2016-10-31 06:30:00+08:00,104982,68090,19527,1287,565,565,391,391,26,36892,36348,0,12215,18240,722,0,174,0,365,0.0037244480006096282,0.0002476615038768551,0.6485873768836562
MAIN_Q75_M_P70,2016-10-31 06:45:00+08:00,189684,118265,55917,2813,573,573,157,157,19,71419,41198,0,21150,53104,2240,0,416,0,138,0.0008276923725775501,0.00010016659285970351,0.6234843212922545
MAIN_Q75_M_P70,2016-10-31 07:00:00+08:00,237564,148174,59229,6340,832,832,165,165,24,89390,64139,0,24806,52889,5508,0,667,0,141,0.00069454967924433,0.00010102540789008435,0.6237224495293899
MAIN_Q75_M_P70,2016-10-31 07:15:00+08:00,321514,214377,80565,12099,1878,1878,114,114,33,107137,95504,0,38308,68466,10221,0,1764,0,81,0.0003545724291943741,0.00010263938739837146,0.6667734531000206
MAIN_Q75_M_P70,2016-10-31 07:30:00+08:00,302180,188719,92786,29067,3001,3001,200,200,39,113461,53774,0,42159,63719,26066,0,2801,0,161,0.0006618571712224502,0.00012906214838837778,0.6245251174796479
MAIN_Q75_M_P70,2016-10-31 07:45:00+08:00,350909,208921,84009,36059,3189,3189,109,109,32,141988,85855,0,39057,47950,32870,0,3080,0,77,0.00031062184213001093,9.1191733469361e-05,0.5953708796297615
MAIN_Q75_M_P70,2016-10-31 08:00:00+08:00,403982,258898,99634,44110,4091,4091,133,133,36,145084,111486,0,47778,55524,40019,0,3958,0,97,0.00032922258912525807,8.911288126698714e-05,0.6408651870627899
MAIN_Q75_M_P70,2016-10-31 08:15:00+08:00,514510,329296,156229,75431,6675,6675,179,179,37,185214,126392,0,46675,80798,68756,0,6496,0,142,0.0003479038308293328,7.191308235019727e-05,0.6400186585294746
MAIN_Q75_M_P70,2016-10-31 08:30:00+08:00,542938,330158,127160,42291,4530,4530,226,226,45,212780,126527,0,76471,84869,37761,0,4304,0,181,0.0004162537895671329,8.288239172796893e-05,0.6080952152916171
MAIN_Q75_M_P70,2016-10-31 08:45:00+08:00,517361,331760,133320,38310,4368,4368,340,340,66,185601,153434,0,45006,95010,33942,0,4028,0,274,0.0006571813491933099,0.00012757049719634838,0.6412543659069779
MAIN_Q75_M_P70,2016-10-31 09:00:00+08:00,624904,423241,168141,74474,7796,7796,395,395,63,201663,156446,0,98654,93667,66678,0,7401,0,332,0.0006320970901130414,0.00010081548525853571,0.6772896316874272
MAIN_Q75_M_P70,2016-10-31 09:15:00+08:00,554049,351073,124225,47857,4881,4881,382,382,52,202976,150909,0,75939,76368,42976,0,4499,0,330,0.0006894697039431531,9.385451467288995e-05,0.6336497313414517
MAIN_Q75_M_P70,2016-10-31 09:30:00+08:00,506903,338105,151287,45924,4675,4675,410,410,57,168798,122655,0,64163,105363,41249,0,4265,0,353,0.0008088332481756865,0.00011244754913661983,0.6670013789620499
MAIN_Q75_M_P70,2016-10-31 09:45:00+08:00,500614,349225,124584,60674,6428,6428,438,438,56,151389,164748,0,59893,63910,54246,0,5990,0,382,0.000874925591373793,0.00011186263268706029,0.6975933553596184
MAIN_Q75_M_P70,2016-10-31 10:00:00+08:00,546724,352894,160765,74978,6799,6799,208,208,45,193830,128014,0,64115,85787,68179,0,6591,0,163,0.00038044790424418903,8.230844082206013e-05,0.6454701092324463
MAIN_Q75_M_P70,2016-10-31 10:15:00+08:00,496632,344936,134927,44957,4937,4937,282,282,51,151696,135392,0,74617,89970,40020,0,4655,0,231,0.000567824868312956,0.00010269173150340694,0.6945504921148858
MAIN_Q75_M_P70,2016-10-31 10:30:00+08:00,572285,398770,187802,90974,7737,7737,155,155,26,173515,130991,0,79977,96828,83237,0,7582,0,129,0.00027084407244642094,4.543190892649641e-05,0.696803166254576
MAIN_Q75_M_P70,2016-10-31 10:45:00+08:00,585095,382490,178669,70472,6275,6275,274,274,44,202605,148262,0,55559,108197,64197,0,6001,0,230,0.00046830001965492786,7.520146301028039e-05,0.6537228997000487
MAIN_Q75_M_P70,2016-10-31 11:00:00+08:00,528619,363155,144956,60871,5931,5931,333,333,54,165464,150008,0,68191,84085,54940,0,5598,0,279,0.0006299433051025408,0.0001021529683950066,0.6869881710646042
MAIN_Q75_M_P70,2016-10-31 11:15:00+08:00,478377,307193,137052,57674,5746,5746,380,380,48,171184,112783,0,57358,79378,51928,0,5366,0,332,0.0007943525712983693,0.00010033927216400454,0.6421567090391052
MAIN_Q75_M_P70,2016-10-31 11:30:00+08:00,641343,389813,171664,48803,5117,5117,214,214,35,251530,147130,0,71019,122861,43686,0,4903,0,179,0.0003336748042778981,5.4572982008067445e-05,0.6078073667288799
MAIN_Q75_M_P70,2016-10-31 11:45:00+08:00,612081,396034,140814,50756,5377,5377,238,238,43,216047,173457,0,81763,90058,45379,0,5139,0,195,0.0003888374251120358,7.025213983116614e-05,0.6470287429278151
MAIN_Q75_M_P70,2016-10-31 12:00:00+08:00,546091,372160,152510,58322,6226,6226,266,266,52,173931,136952,0,82698,94188,52096,0,5960,0,214,0.00048709830412879907,9.522222486728402e-05,0.6814981385886235
MAIN_Q75_M_P70,2016-10-31 12:15:00+08:00,571544,355060,151493,76099,7643,7643,487,487,64,216484,126253,0,77314,75394,68456,0,7156,0,423,0.0008520778802681858,0.00011197738056912503,0.621229511638649
MAIN_Q75_M_P70,2016-10-31 12:30:00+08:00,495743,311642,126828,38705,3876,3876,277,277,50,184101,126966,0,57848,88123,34829,0,3599,0,227,0.000558757259305729,0.00010085871106601606,0.6286362086807076
MAIN_Q75_M_P70,2016-10-31 12:45:00+08:00,390891,244944,97242,34268,3774,3774,354,354,53,145947,109806,0,37896,62974,30494,0,3420,0,301,0.0009056233067530335,0.00013558767022008692,0.6266299300828108
