date,input_orders,successfully_reconstructed_orders,failed_match_orders,reconstruction_coverage,orders,core_orders,extended_orders,rejected_orders,core_share_of_input,failed_match_share_of_input,core_share,extended_share,rejected_share,orders_with_gap,orders_with_all_gaps_bridgeable,mean_direction_gaps,geometric_fallback_orders
20161019,1000,1000,0,1.0,1000,117,0,883,0.117,0.0,0.117,0.0,0.883,842,0,3.443,88
20161020,1000,1000,0,1.0,1000,131,0,869,0.131,0.0,0.131,0.0,0.869,825,0,3.399,77
20161022,1000,1000,0,1.0,1000,118,0,882,0.118,0.0,0.118,0.0,0.882,843,0,3.878,81
20161023,1000,1000,0,1.0,1000,119,0,881,0.119,0.0,0.119,0.0,0.881,827,0,3.832,94
