variant,node_count,link_count,weak_components,strong_components,largest_wcc_node_share,largest_wcc_link_share,largest_wcc_length_share,directed_od_eligible_orders,directed_od_reachable_orders,directed_od_reachability,date,input_orders,successfully_reconstructed_orders,failed_match_orders,reconstruction_coverage,orders,core_orders,extended_orders,rejected_orders,core_share_of_input,failed_match_share_of_input,core_share,extended_share,rejected_share,orders_with_gap,orders_with_all_gaps_bridgeable,mean_direction_gaps,geometric_fallback_orders,mean_matched_route_length_m,p95_matched_route_length_m,mean_route_length_ratio,p95_route_length_ratio
direction_aware_connectors,23658,31639,65,865,0.9863048440273903,0.9911185562122696,0.988179201692716,984,982,0.9979674796747967,20161023.0,1000.0,984.0,16.0,0.984,984.0,139.0,0.0,845.0,0.139,0.016,0.141260162601626,0.0,0.858739837398374,169.0,0.0,0.2235772357723577,0.0,5891.071080203853,13508.120052612658,1.580890691359131,2.6922206988510973
connectors_disabled,23658,29372,1555,4758,0.5977259278045481,0.6619910118480186,0.5706221621877591,984,706,0.717479674796748,20161023.0,1000.0,984.0,16.0,0.984,984.0,136.0,0.0,848.0,0.136,0.016,0.1382113821138211,0.0,0.8617886178861789,607.0,0.0,2.6239837398373984,0.0,5514.2994257186865,12296.745949379358,1.4714805406432427,2.349778299376206
