date,order_id,transition_index,from_link_id,to_link_id,bridge_found,bridge_repairable,bridge_distance_m,bridge_link_count,bridge_node_path,bridge_reason
20161023,5427e1237f31c373c553d9fb8a79c3ca,10,156592791_10021__n0,156592798_10051__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,5427e1237f31c373c553d9fb8a79c3ca,13,156592798_10051__n2,156592804_10093__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,54a3e803dce4754d673bb5610d27dc5d,8,335513936_2221__n1,381473319_2222__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,54a3e803dce4754d673bb5610d27dc5d,12,335513936_2221__n2,152428515_2375__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,54a3e803dce4754d673bb5610d27dc5d,13,152428515_2375__n0,162532761_2422__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,54a3e803dce4754d673bb5610d27dc5d,15,162532761_2422__n1,162532768_2499__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,54a3e803dce4754d673bb5610d27dc5d,17,162532768_2499__n1,258738965_2521__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,54d0f72c68926eaf9201255c61e23c32,7,59140336_3840__n3,447556674_3825__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,54d0f72c68926eaf9201255c61e23c32,8,447556674_3825__n0,290629752_3822__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,5740e6724474557d0f18388fbddcf3f8,15,28258924_2310__n2,28258926_2311__n2,False,False,,,,no_directed_path_within_distance_cap
20161023,5ae7f24d2e560c5c7ca8bfca20038002,6,447556683_4709__n1,334971121_4704__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,5c9edfe370be9e04013f186bbf006eb1,31,334283248_4698__n0,447556692_10186__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,9,335513936_2221__n1,381473319_2222__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,14,335513936_2221__n2,381473318_2414__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,15,381473318_2414__n0,162542043_2415__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,16,162542043_2415__n1,162542043_2415__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,17,162542043_2415__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,26,381473317_2629__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,48,258742307_2667__n15,447556687_2722__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,62bd5eae4aa546e35557b8a5ba0f3397,49,447556687_2722__n0,277672363_3949__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,655df8870068833599357e1706e5e31e,16,263486156_2564__n1,334648929_2545__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,655df8870068833599357e1706e5e31e,17,334648929_2545__n0,28340417_2566__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,655df8870068833599357e1706e5e31e,37,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,655df8870068833599357e1706e5e31e,40,152428516_2373__n1,162532783_2416__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,655df8870068833599357e1706e5e31e,41,162532783_2416__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,16,28258924_2310__n4,381429050_2567__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,17,381429050_2567__n0,258738665_2573__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,18,258738665_2573__n0,258738667_2572__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,38,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,41,152428516_2373__n1,293499686_2413__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,43,162532771_2418__n0,381409557_2425__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,44,381409557_2425__n0,381409554_2631__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,46,162532790_2500__n0,381473925_2503__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,47,381473925_2503__n0,258738965_2521__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,659e84832876ac498a49760fe8e686ff,75,139159227_4040__n5,267598522_4062__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,6604826f7661f81cbc4f60ff6c46a8ce,10,334283251_3832__n0,266795177_3833__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6604826f7661f81cbc4f60ff6c46a8ce,11,266795177_3833__n0,266795179_4103__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,682edfe1b126b0374ebc30424ebf4462,13,334971117_4705__n1,447556681_4708__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,697d0e5327cbae2ab2e68e0f057625d6,2,457983480_10346__n0,457983473_10345__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,697d0e5327cbae2ab2e68e0f057625d6,4,457983472_10329__n0,264110602_10343__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,697d0e5327cbae2ab2e68e0f057625d6,6,264110602_10343__n1,264110606_10212__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,697d0e5327cbae2ab2e68e0f057625d6,8,267404272_10210__n0,457983485_10197__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,697d0e5327cbae2ab2e68e0f057625d6,10,457983487_10217__n0,264110605_10216__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,44,152427993_8794__n3,152427989_8811__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,45,152427989_8811__n0,263738593_8825__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,46,263738593_8825__n0,263738592_8824__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,47,263738592_8824__n0,263738594_8839__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,48,263738594_8839__n0,152427983_8844__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,59,381956608_8924__n2,293499685_9031__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6a751e477dfda36406897103303090d2,62,293499685_9031__n2,266583966_9450__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,709dea9fe5fe60d92f49ce97711228f3,7,28320650_2501__n2,381473923_2497__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,709dea9fe5fe60d92f49ce97711228f3,10,162540383_2627__n4,162532765_2419__n0,False,False,,,,no_directed_path_within_distance_cap
