date,input_orders,successfully_reconstructed_orders,failed_match_orders,reconstruction_coverage,orders,core_orders,extended_orders,rejected_orders,core_share_of_input,failed_match_share_of_input,core_share,extended_share,rejected_share,strict_core_orders_v4_final_candidate,analysis_set_orders_v4_final_candidate,rejected_orders_v4_final_candidate,formal_analysis_eligible_share,orders_with_gap,orders_with_all_gaps_bridgeable,mean_direction_gaps,geometric_fallback_orders
20161023,1000,984,16,0.984,984,139,0,845,0.139,0.016,0.14126016260162602,0.0,0.858739837398374,139,15,830,0.1565040650406504,169,0,0.22357723577235772,0
