order_id,gps_interval_time_sec,gps_interval_distance_m,raw_start_time,raw_end_time,traversal_time_sec,traversal_distance_m,negative_traversal_time,negative_traversal_distance,date,time_allocation_error_sec,distance_allocation_error_m,relative_time_error,relative_distance_error,raw_elapsed_time_sec,movement_time_allocated_sec
140582e642bdfffc060fa894078c30ac,755.0,4367.526752498803,1476837854,1476838609,755.0,4367.526752498802,0,0,20161019,0.0,-9.094947017729282e-13,0.0,2.0824021312578725e-16,755,0.0
146f0565be128fb154719cca6a9fb4ed,1260.0,7280.774828748987,1476832840,1476834100,1260.0,7280.774828748987,0,0,20161019,0.0,0.0,0.0,0.0,1260,0.0
1470b086526065424178506aadb1d542,575.0,3076.2191455164225,1476847355,1476847930,575.0,3076.2191455164225,0,0,20161019,0.0,0.0,0.0,0.0,575,0.0
148211f8708667a5f81f4ca13174e004,346.0,2317.4306818066443,1476837131,1476837477,346.0,2317.4306818066443,0,0,20161019,0.0,0.0,0.0,0.0,346,0.0
1548f2fa946f040e2df57b365bbdd124,212.0,1462.1947487754733,1476830683,1476830895,212.0,1462.1947487754733,0,0,20161019,0.0,0.0,0.0,0.0,212,0.0
155b42f364d99ecdc65933a27f154921,766.0,3292.1760874221577,1476849329,1476850095,766.0,3292.1760874221577,0,0,20161019,0.0,0.0,0.0,0.0,766,0.0
157b2b1e6fdfd13c5e5a14b0c1be12d4,215.0,924.749021421451,1476855968,1476856183,215.0,924.7490214214511,0,0,20161019,0.0,1.1368683772161603e-13,0.0,1.229380459866458e-16,215,0.0
1625f32914c3c1ae814ea9b707bba27e,247.0,1566.5087626087318,1476812628,1476812875,247.0,1566.5087626087318,0,0,20161019,0.0,0.0,0.0,0.0,247,0.0
16269e30abe1138c5b6621132e8b54a7,1155.0,12347.311257546924,1476883925,1476885080,1155.0,12347.311257546924,0,0,20161019,0.0,0.0,0.0,0.0,1155,0.0
1639ea419a7690c4e24dd82447d64343,15.0,158.26325379381996,1476881536,1476881551,15.0,158.26325379381996,0,0,20161019,0.0,0.0,0.0,0.0,15,0.0
16c2e6c0fbe8e2cd9b53dbd2df2504b3,69.0,411.38538314441973,1476818414,1476818483,69.0,411.38538314441973,0,0,20161019,0.0,0.0,0.0,0.0,69,0.0
17585eafa873ce6628db42324636729f,403.0,3461.6555921296676,1476808052,1476808455,403.0,3461.6555921296676,0,0,20161019,0.0,0.0,0.0,0.0,403,0.0
17a331bcb7f2d656c0f747e8f811da28,247.0,1107.1057826005826,1476838922,1476839169,247.0,1107.1057826005826,0,0,20161019,0.0,0.0,0.0,0.0,247,0.0
18560c9726e3423f1f46ae178311fc06,217.0,1588.6723054417494,1476833788,1476834005,217.0,1588.6723054417494,0,0,20161019,0.0,0.0,0.0,0.0,217,0.0
18e5b589c40096211a03fdf11e6ab22e,619.0,3862.1414835460037,1476832148,1476832767,619.0,3862.1414835460037,0,0,20161019,0.0,0.0,0.0,0.0,619,0.0
190406f8590dcb5ccb52ba487e484618,1074.0,6435.791600914657,1476830494,1476831568,1074.0,6435.791600914657,0,0,20161019,0.0,0.0,0.0,0.0,1074,0.0
191842737912bce4e6c782fe8c4bedce,923.0,4519.475144034794,1476859784,1476860707,923.0,4519.475144034794,0,0,20161019,0.0,0.0,0.0,0.0,923,0.0
1920945c5e9e675e2bee0d8675e2f8ed,1973.0,8261.429084175144,1476873498,1476875471,1973.0,8261.429084175144,0,0,20161019,0.0,0.0,0.0,0.0,1973,0.0
192406a330b50d85a6aabbdc068ab828,670.0,4972.070336664092,1476861610,1476862280,670.0,4972.070336664092,0,0,20161019,0.0,0.0,0.0,0.0,670,0.0
1925e726643d5abc721b4c5ab55db0bf,834.0,5207.442895064078,1476872213,1476873047,834.0,5207.442895064078,0,0,20161019,0.0,0.0,0.0,0.0,834,0.0
1966e71f65e6c4a3b681d16f1b59dd53,420.0,1072.1782458385674,1476841383,1476841803,420.0,1072.1782458385674,0,0,20161019,0.0,0.0,0.0,0.0,420,0.0
19e7cd13dc64a47d0c179a5a5cc534f5,432.0,2263.214767488905,1476833049,1476833481,432.0,2263.2147674889047,0,0,20161019,0.0,-4.547473508864641e-13,0.0,2.009298266425762e-16,432,0.0
1a0c7f4dea42dda80cafae541d208c0b,360.0,2387.1204619866676,1476884384,1476884744,360.0,2387.1204619866676,0,0,20161019,0.0,0.0,0.0,0.0,360,0.0
