date,order_id,transition_index,from_link_id,to_link_id,bridge_found,bridge_repairable,bridge_distance_m,bridge_link_count,bridge_node_path,bridge_reason
20161023,0e93b811d384933c1317d548206840f7,55,334648934_2579__n3,26174009_2303__n2,False,False,,,,no_directed_path_within_distance_cap
20161023,19252a7a40d40019f92c2c076b5f1d1b,43,152427991_2563__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,36fb0fe27498ed45510eeb1127ab6153,11,263485691_8790__n0,26174011_2565__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,36fb0fe27498ed45510eeb1127ab6153,68,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,36fb0fe27498ed45510eeb1127ab6153,75,381473315_2421__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,36fb0fe27498ed45510eeb1127ab6153,76,162532761_2422__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,5eac59a6e2ad1397ca5feaeae8c1e72a,8,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,6eb3d9f18844629b8dcc44e302afa22c,43,28258926_2311__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,8636c99e86c602a2acbc619f9cadc8d3,20,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,9c133ad648ac108d44008203a06bf4b8,45,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,a107b0eb2a11d6e0363cf182c343a62d,2,162540384_2635__n0,162540383_2627__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,a54512bf8bf7a868e4efd4b07dda6193,2,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,c69b0f16666ef29244c46cce6ae5f1c9,2,162540384_2635__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,c69b0f16666ef29244c46cce6ae5f1c9,5,162532781_2407__n0,381409556_2412__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,c69b0f16666ef29244c46cce6ae5f1c9,23,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,c69b0f16666ef29244c46cce6ae5f1c9,27,162532783_2416__n0,162540374_2633__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,c816af8d825e310fba59a7d8adb96e5e,12,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,c816af8d825e310fba59a7d8adb96e5e,55,381473317_2629__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,c816af8d825e310fba59a7d8adb96e5e,56,152428520_2634__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,d6659535a3d9476ad8d11669f3b6ec7c,1,255201450_10351__n0,457983477_10205__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,dccaccddc52e0d306ccdd5d6d8c42f79,9,381473924_2493__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,dccaccddc52e0d306ccdd5d6d8c42f79,12,162532781_2407__n0,381409556_2412__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,e07d8dd4cc468151bfcaaecfd2c8b7c3,26,142323461_8750__n1,272804279_8766__n4,False,False,,,,no_directed_path_within_distance_cap
20161023,e740a08de2ad3f44a99d6109c47b452b,29,263486156_2564__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,f8aa076980ea91029e7af8e3976910bd,109,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,f8aa076980ea91029e7af8e3976910bd,114,381473315_2421__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,12e61e3baed61c34dfe652da64c4851c,16,89567417_2568__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,153588e90cc57bbfaedcdc19eef056a7,24,369790064_4622__n0,263773394_4625__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1a202877a43ea278221b5bc07350b1de,47,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,70ea97f5be548bbfb1ce33e1f38012ad,20,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,8c3259ec99a4c6d3f1883a09318610d7,7,162540384_2635__n0,162532768_2499__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,9cb84c79527df07a81add7a954111d9a,34,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,a72edf0c8cf01f7d7369b423560bf1a6,15,266583962_9032__n0,267213557_9010__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,a8464f08d8fb67dadab7708f2d0f4a3b,29,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,a8464f08d8fb67dadab7708f2d0f4a3b,38,162532765_2419__n4,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
