status,date,total_routes,orders_using_connector,connector_order_share,connector_occurrences,unique_connectors_used,mean_connectors_per_using_order,p95_connectors_per_using_order,cumulative_connector_distance_m,maximum_connector_distance_m,internal_connector_occurrences,od_near_connector_occurrences,maximum_orders_using_single_connector,maximum_connector_order_share
DIAGNOSTIC_PASS,20161023,984,627,0.6371951219512195,4879,254,7.781499202551834,19.0,0.0,0.0,4339,540,73,0.0741869918699187
