split,date,subgroup_type,subgroup,count,mae,rmse
validation_model,20161021,highway,primary,76896,0.030456837479553543,0.049111307793979236
validation_model,20161021,highway,primary_link,6931,0.0328362957621193,0.05034965439755103
validation_model,20161021,highway,secondary_link,3368,0.030411914900258897,0.04270140845266024
validation_model,20161021,highway,trunk,33149,0.025457027354597803,0.037285650609975865
validation_model,20161021,highway,trunk_link,8080,0.027640696276064122,0.04234579653697729
validation_model,20161021,highway,secondary,71177,0.02844375592034464,0.04398672160326837
validation_model,20161021,highway,tertiary,24084,0.03086651381867776,0.05446264001144356
validation_model,20161021,highway,unclassified,16064,0.03194348527029059,0.05966406475826408
validation_model,20161021,highway,tertiary_link,5360,0.028302470224766473,0.04188935282227537
validation_model,20161021,highway,residential,614,0.03705767248845335,0.051927687933885906
validation_model,20161021,highway,service,126,0.03646160486703539,0.046891513449797056
validation_model,20161021,highway,living_street,8,0.051840239485010126,0.05628595626794868
validation_model,20161021,highway,unknown,0,,
validation_model,20161021,highway,pedestrian,2,0.016677270537497915,0.016710557176875508
validation_model,20161021,highway,track,0,,
validation_model,20161022,highway,primary_link,6831,0.03243964557122317,0.04614644166589779
validation_model,20161022,highway,primary,76468,0.03202558140724592,0.08528033090486364
validation_model,20161022,highway,unclassified,15998,0.03144017379037247,0.05125060467038838
validation_model,20161022,highway,tertiary,24485,0.030752225834825994,0.049601255569756586
validation_model,20161022,highway,secondary,69606,0.03012485039294909,0.056456074002132296
validation_model,20161022,highway,tertiary_link,5725,0.030573127054406946,0.07032574994671886
validation_model,20161022,highway,trunk_link,7877,0.030175325793955137,0.04443211117062296
validation_model,20161022,highway,trunk,31220,0.02772782312933331,0.04710516588773894
validation_model,20161022,highway,service,181,0.04021481878743101,0.05127886489872353
validation_model,20161022,highway,secondary_link,3103,0.031297777476155406,0.0459633622394706
validation_model,20161022,highway,residential,686,0.04401039141248672,0.12508076173740912
validation_model,20161022,highway,unknown,0,,
validation_model,20161022,highway,living_street,12,0.028120761050029544,0.03509854179830169
validation_model,20161022,highway,track,0,,
validation_model,20161022,highway,pedestrian,1,0.004907976986963325,0.004907976986963325
calibration,20161023,highway,primary,76491,0.02967158059371944,0.05673889236310997
calibration,20161023,highway,trunk_link,7939,0.027208199889547566,0.04024021008155256
calibration,20161023,highway,secondary,69928,0.027923424456253714,0.04284713349794958
calibration,20161023,highway,tertiary,23139,0.02937651167107712,0.045784283267970995
calibration,20161023,highway,trunk,33266,0.024611342263237846,0.039276439022096286
calibration,20161023,highway,unclassified,14568,0.029732418141779505,0.04848752893882732
calibration,20161023,highway,residential,672,0.04096852208135188,0.06880237013221506
calibration,20161023,highway,tertiary_link,5647,0.029108811958018926,0.07864046624123197
calibration,20161023,highway,primary_link,6639,0.030190033670426678,0.04200986230014019
calibration,20161023,highway,secondary_link,3408,0.029554603602411928,0.04282178136976078
calibration,20161023,highway,service,134,0.04487718586811358,0.06203896538511136
calibration,20161023,highway,living_street,8,0.024872252651369147,0.037135077257344426
calibration,20161023,highway,unknown,0,,
calibration,20161023,highway,track,0,,
evaluation,20161024,highway,secondary,70136,0.028417050349263485,0.04562384908330679
evaluation,20161024,highway,primary,74052,0.030613623349636413,0.0748876802218888
evaluation,20161024,highway,trunk,29700,0.026452960543424383,0.03973227072816204
evaluation,20161024,highway,trunk_link,7127,0.027596586423256284,0.039412920048255376
evaluation,20161024,highway,unclassified,15174,0.03130533255361568,0.05482892403594575
evaluation,20161024,highway,primary_link,6757,0.03226562786983625,0.0499436869744331
evaluation,20161024,highway,tertiary,24587,0.03044958256198356,0.04726236962830583
evaluation,20161024,highway,secondary_link,3175,0.03044107888924038,0.042583576257729426
evaluation,20161024,highway,tertiary_link,5985,0.03050575464936051,0.08482106662321766
evaluation,20161024,highway,residential,744,0.03723383637351635,0.056140445881704096
evaluation,20161024,highway,service,121,0.046444022833302456,0.057746542101511734
evaluation,20161024,highway,unknown,0,,
evaluation,20161024,highway,living_street,5,0.06243219643026898,0.08023348181935099
evaluation,20161024,highway,pedestrian,1,0.05227528044979951,0.05227528044979951
evaluation,20161024,highway,track,0,,
evaluation,20161025,highway,primary,75555,0.03114633625604279,0.06735738664082906
evaluation,20161025,highway,primary_link,7042,0.03330020060996259,0.06502104003856374
evaluation,20161025,highway,unclassified,15215,0.03214425640759816,0.05452166451768001
evaluation,20161025,highway,secondary,68646,0.029094078392755116,0.049611959435512706
evaluation,20161025,highway,trunk_link,7256,0.02963576501668574,0.06037103241628236
evaluation,20161025,highway,trunk,29479,0.026723732863215083,0.049893690834533974
evaluation,20161025,highway,tertiary,24128,0.031177349867010293,0.04960127045763154
evaluation,20161025,highway,tertiary_link,6092,0.03022604691216982,0.05680351559401714
evaluation,20161025,highway,residential,734,0.03567209935238362,0.051949734244785925
evaluation,20161025,highway,secondary_link,3292,0.03059665288802393,0.04463754850378043
evaluation,20161025,highway,service,111,0.04784808573101821,0.06680764851646749
evaluation,20161025,highway,living_street,3,0.06134803222254412,0.06270381814149813
evaluation,20161025,highway,unknown,0,,
