profile_id,family,scenario_count,positive_share_mean,positive_share_min,positive_share_max,positive_share_q_marginal_range,positive_share_p_marginal_range,mean_exposure_mean,mean_exposure_min,mean_exposure_max,final_exposure_mean
C,static,9,0.924773132084193,0.9176389842141386,0.936036036036036,0.004328850164004083,0.010235120288699107,7.340683011719711,7.060982612536642,7.849941956882255,7.340683011719722
C,dynamic,9,0.773906522753329,0.7617098681218736,0.794341675734494,0.01917037776952013,0.013987447449643198,0.39469105165486024,0.3808593915665164,0.4275196810720416,0.39469105165486035
C,speed,9,0.7072857081929422,0.6829100892244337,0.7238472979672781,0.02399326607118657,0.02093286289435714,0.11869069164103574,0.1148478609013956,0.1223880597014925,0.11869069164103564
M,static,9,0.869768824951089,0.8640714741544352,0.8774617067833698,0.005387217495530394,0.006458455775331329,2.3980193790651736,2.349793278207522,2.499507490220758,2.3980193790651696
M,dynamic,9,0.4764000584575723,0.461456388370232,0.4930707512764405,0.022717661082030438,0.004250472606672051,0.1513096091111351,0.1458696072974886,0.1598720583820111,0.1513096091111351
M,speed,9,0.0006069566268986556,0.0,0.001258653241032,0.0004154189434329001,0.0009944009682376666,0.00024738006523048893,0.0,0.0005506607929515,0.00024738006523048893
A,static,9,0.6393664955464524,0.6254095376774663,0.6768421052631579,0.01903209004497508,0.026791386116415516,0.8885203872061376,0.8487431900488113,0.9471515989165934,0.8885203872061385
A,dynamic,9,0.18223565116655524,0.1728064300066979,0.1989473684210526,0.008028694748909798,0.012349190715521874,0.03318274461217754,0.0309302518267799,0.0367859785483604,0.03318274461217753
A,speed,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
