scenario_id,time_bin_start,new_requests,matched_request_cohort,cohort_patience_expired,patience_expirations,first_window_matches,AV_assignments,HV_assignments,accepted_requests,accepted_request_share,available_vehicles_mean,waiting_queue_mean,waiting_queue_max,matches_executed,epoch_count,time_bin_service_rate,cohort_expiration_rate,first_window_match_rate,available_vehicles_per_request,queue_pressure,AV_assignment_share,nominal_AV_count,scenario_service_rate,scenario_accepted_order_share,availability_split_observed
MAIN_Q75_M_P70,2016-10-31 12:45:00+08:00,360,200,160,163,154,53,147,248,0.6888888888888889,396.7,64.63333333333334,79,200,30,0.5555555555555556,0.4444444444444444,0.42777777777777776,1.1019444444444444,0.16292748508528698,0.265,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 13:00:00+08:00,410,207,203,196,137,49,153,270,0.6585365853658537,394.1666666666667,83.5,106,202,30,0.5048780487804878,0.4951219512195122,0.33414634146341465,0.9613821138211383,0.21183932346723044,0.24257425742574257,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 13:15:00+08:00,438,204,234,214,136,54,145,302,0.6894977168949772,399.5,86.83333333333333,110,199,30,0.4657534246575342,0.5342465753424658,0.3105022831050228,0.9121004566210046,0.21735502711722987,0.271356783919598,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 13:30:00+08:00,451,190,261,257,138,40,159,315,0.6984478935698448,395.56666666666666,99.93333333333334,117,199,30,0.4212860310421286,0.5787139689578714,0.30598669623059865,0.8770879526977088,0.2526333529957024,0.20100502512562815,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 13:45:00+08:00,455,195,260,261,135,45,149,330,0.7252747252747253,409.56666666666666,98.1,114,194,30,0.42857142857142855,0.5714285714285714,0.2967032967032967,0.9001465201465202,0.2395214454301294,0.23195876288659795,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 14:00:00+08:00,451,174,277,290,122,38,131,319,0.7073170731707317,415.4,105.2,118,169,30,0.3858093126385809,0.614190687361419,0.270509977827051,0.9210643015521064,0.2532498796340876,0.22485207100591717,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 14:15:00+08:00,502,185,317,287,129,46,150,370,0.7370517928286853,418.03333333333336,112.5,131,196,30,0.36852589641434264,0.6314741035856574,0.25697211155378485,0.8327357237715804,0.2691172952715094,0.23469387755102042,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 14:30:00+08:00,451,171,280,286,121,33,137,295,0.6541019955654102,423.76666666666665,107.5,126,170,30,0.37915742793791574,0.6208425720620843,0.2682926829268293,0.9396156688839615,0.25367733815779125,0.19411764705882353,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 14:45:00+08:00,467,160,307,302,96,32,122,325,0.69593147751606,431.6666666666667,112.4,123,154,30,0.3426124197002141,0.6573875802997858,0.20556745182012848,0.9243397573162028,0.2603861003861004,0.2077922077922078,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 15:00:00+08:00,489,177,312,320,125,39,137,361,0.7382413087934561,437.56666666666666,116.46666666666667,132,176,30,0.3619631901840491,0.6380368098159509,0.2556237218813906,0.8948193592365371,0.2661689647291841,0.2215909090909091,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 15:15:00+08:00,509,195,314,314,126,42,149,366,0.7190569744597249,424.93333333333334,118.83333333333333,135,191,30,0.3831041257367387,0.6168958742632613,0.2475442043222004,0.8348395546823838,0.27965171007216816,0.2198952879581152,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 15:30:00+08:00,500,196,304,294,122,44,152,361,0.722,418.26666666666665,115.43333333333334,138,196,30,0.392,0.608,0.244,0.8365333333333334,0.2759802358941664,0.22448979591836735,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 15:45:00+08:00,557,209,348,343,141,53,162,376,0.6750448833034112,426.5,127.93333333333334,143,215,30,0.3752244165170557,0.6247755834829444,0.25314183123877915,0.7657091561938959,0.2999609222352482,0.24651162790697675,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 16:00:00+08:00,533,212,321,325,144,50,161,358,0.6716697936210131,425.1333333333333,124.9,151,211,30,0.3977485928705441,0.6022514071294559,0.2701688555347092,0.7976235146966855,0.293790183471852,0.23696682464454977,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 16:15:00+08:00,502,166,336,327,115,33,136,356,0.7091633466135459,424.46666666666664,120.8,135,169,30,0.33067729083665337,0.6693227091633466,0.2290836653386454,0.845551128818061,0.2845924297157217,0.1952662721893491,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 16:30:00+08:00,464,186,278,293,141,47,137,344,0.7413793103448276,431.1333333333333,104.6,130,184,30,0.40086206896551724,0.5991379310344828,0.30387931034482757,0.9291666666666667,0.24261635998144424,0.2554347826086957,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 16:45:00+08:00,462,179,283,293,118,37,141,343,0.7424242424242424,437.2,110.13333333333334,122,178,30,0.3874458874458874,0.6125541125541125,0.2554112554112554,0.9463203463203463,0.2519060689234523,0.20786516853932585,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 17:00:00+08:00,492,170,322,319,111,36,136,331,0.6727642276422764,436.1666666666667,119.83333333333333,151,172,30,0.34552845528455284,0.6544715447154471,0.22560975609756098,0.8865176151761518,0.27474207107374854,0.20930232558139536,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 17:15:00+08:00,457,153,304,310,107,28,121,316,0.6914660831509847,439.56666666666666,112.53333333333333,132,149,30,0.3347921225382932,0.6652078774617067,0.23413566739606126,0.9618526622902991,0.2560097065291575,0.18791946308724833,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 17:30:00+08:00,419,146,273,262,103,31,119,301,0.7183770883054893,444.73333333333335,95.9,107,150,30,0.34844868735083534,0.6515513126491647,0.2458233890214797,1.0614160700079556,0.21563483735571878,0.20666666666666667,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 17:45:00+08:00,465,128,337,327,101,22,107,323,0.6946236559139785,452.23333333333335,120.5,133,129,30,0.2752688172043011,0.7247311827956989,0.2172043010752688,0.9725448028673835,0.2664553696469374,0.17054263565891473,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 18:00:00+08:00,426,112,314,327,85,19,97,279,0.6549295774647887,453.73333333333335,114.83333333333333,131,116,30,0.26291079812206575,0.7370892018779343,0.19953051643192488,1.0651017214397496,0.25308551278283864,0.16379310344827586,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 18:15:00+08:00,394,129,265,270,97,22,109,274,0.6954314720812182,454.8333333333333,95.76666666666667,112,131,30,0.32741116751269034,0.6725888324873096,0.24619289340101522,1.154399323181049,0.2105533162330524,0.16793893129770993,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 18:30:00+08:00,434,149,285,280,106,32,106,309,0.7119815668202765,440.1333333333333,105.53333333333333,120,138,30,0.3433179723502304,0.6566820276497696,0.24423963133640553,1.0141321044546852,0.239775825507422,0.2318840579710145,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 18:45:00+08:00,502,181,321,326,133,34,146,352,0.701195219123506,433.76666666666665,117.53333333333333,140,180,30,0.3605577689243028,0.6394422310756972,0.2649402390438247,0.8640770252324037,0.2709598094213479,0.18888888888888888,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 19:00:00+08:00,551,191,360,341,125,51,152,394,0.7150635208711433,422.4,129.7,157,203,30,0.3466424682395644,0.6533575317604355,0.22686025408348456,0.766606170598911,0.30705492424242425,0.2512315270935961,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 19:15:00+08:00,545,191,354,342,124,39,133,376,0.689908256880734,430.06666666666666,129.16666666666666,144,172,30,0.3504587155963303,0.6495412844036698,0.22752293577981653,0.7891131498470948,0.3003410323980778,0.22674418604651161,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 19:30:00+08:00,574,227,347,356,143,54,181,400,0.6968641114982579,422.8666666666667,137.33333333333334,155,235,30,0.39547038327526135,0.6045296167247387,0.24912891986062718,0.7367015098722416,0.32476746019233804,0.2297872340425532,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 19:45:00+08:00,490,204,286,320,132,48,156,337,0.6877551020408164,418.06666666666666,113.33333333333333,143,204,30,0.4163265306122449,0.5836734693877551,0.2693877551020408,0.8531972789115646,0.27108914048796046,0.23529411764705882,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 20:00:00+08:00,449,196,253,266,131,52,147,320,0.7126948775055679,420.1333333333333,101.66666666666667,110,199,30,0.4365256124721604,0.5634743875278396,0.29175946547884185,0.9357089829250186,0.2419866708981276,0.2613065326633166,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 20:15:00+08:00,459,219,240,242,140,61,147,316,0.6884531590413944,412.73333333333335,92.7,107,208,30,0.477124183006536,0.5228758169934641,0.30501089324618735,0.89920116194626,0.22460022613471167,0.2932692307692308,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 20:30:00+08:00,429,182,247,239,115,39,155,304,0.7086247086247086,423.73333333333335,96.53333333333333,108,194,30,0.42424242424242425,0.5757575757575758,0.2680652680652681,0.9877233877233877,0.2278162366268093,0.20103092783505155,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 20:45:00+08:00,502,214,288,255,151,55,158,354,0.7051792828685259,425.8333333333333,103.63333333333334,125,213,30,0.4262948207171315,0.5737051792828686,0.300796812749004,0.848273572377158,0.24336594911937381,0.25821596244131456,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 21:00:00+08:00,469,192,277,296,125,45,148,332,0.7078891257995735,409.7,110.9,121,193,30,0.4093816631130064,0.5906183368869936,0.26652452025586354,0.8735607675906183,0.2706858677080791,0.23316062176165803,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 21:15:00+08:00,511,202,309,293,117,40,152,354,0.6927592954990215,417.26666666666665,113.5,126,192,30,0.3953033268101761,0.6046966731898239,0.22896281800391388,0.8165688193085453,0.27200830803642756,0.20833333333333334,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 21:30:00+08:00,453,204,249,275,129,45,167,317,0.6997792494481236,415.6333333333333,103.76666666666667,129,212,30,0.4503311258278146,0.5496688741721855,0.2847682119205298,0.9175128771155261,0.2496591547036651,0.21226415094339623,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 21:45:00+08:00,505,204,301,264,136,48,157,366,0.7247524752475247,410.6666666666667,108.16666666666667,127,205,30,0.403960396039604,0.596039603960396,0.2693069306930693,0.8132013201320132,0.26339285714285715,0.23414634146341465,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 22:00:00+08:00,444,181,263,305,105,41,139,319,0.7184684684684685,414.56666666666666,106.83333333333333,128,180,30,0.40765765765765766,0.5923423423423423,0.23648648648648649,0.9337087087087087,0.2576988019618879,0.22777777777777777,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 22:15:00+08:00,376,153,223,219,104,34,116,274,0.7287234042553191,412.3,85.4,104,150,30,0.40691489361702127,0.5930851063829787,0.2765957446808511,1.0965425531914894,0.2071307300509338,0.22666666666666666,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 22:30:00+08:00,349,153,196,210,90,38,122,242,0.6934097421203438,408.6333333333333,80.16666666666667,97,160,30,0.4383954154727794,0.5616045845272206,0.25787965616045844,1.1708691499522446,0.19618239660657477,0.2375,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 22:45:00+08:00,320,137,183,190,86,32,105,231,0.721875,413.23333333333335,70.0,82,137,30,0.428125,0.571875,0.26875,1.2913541666666668,0.1693958215697346,0.23357664233576642,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 23:00:00+08:00,256,111,145,152,69,24,91,177,0.69140625,411.0,57.63333333333333,66,115,30,0.43359375,0.56640625,0.26953125,1.60546875,0.14022708840227088,0.20869565217391303,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 23:15:00+08:00,241,100,141,138,63,33,68,167,0.6929460580912863,402.03333333333336,54.1,62,101,30,0.4149377593360996,0.5850622406639004,0.26141078838174275,1.6681881051175658,0.13456595638835916,0.32673267326732675,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 23:30:00+08:00,213,91,122,123,70,24,67,156,0.7323943661971831,400.53333333333336,45.43333333333333,57,91,30,0.4272300469483568,0.5727699530516432,0.3286384976525822,1.880438184663537,0.11343209054593874,0.26373626373626374,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-10-31 23:45:00+08:00,202,54,148,159,49,38,20,147,0.7277227722772277,398.6,54.4,68,58,30,0.26732673267326734,0.7326732673267327,0.24257425742574257,1.9732673267326735,0.13647767185148016,0.6551724137931034,384,0.4013,0.7010333333333333,False
MAIN_Q75_M_P70,2016-11-01 00:00:00+08:00,2,0,2,43,0,0,0,0,0.0,373.3076923076923,16.23076923076923,41,0,13,0.0,1.0,0.0,186.65384615384616,0.043478260869565216,,384,0.4013,0.7010333333333333,False
BENCH_AV_M,2016-10-31 00:00:00+08:00,68,26,42,18,26,23,0,68,1.0,506.8333333333333,10.066666666666666,25,23,30,0.38235294117647056,0.6176470588235294,0.38235294117647056,7.453431372549019,0.01986188753699441,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 00:15:00+08:00,103,34,69,70,34,37,0,103,1.0,495.6,24.233333333333334,32,37,30,0.3300970873786408,0.6699029126213593,0.3300970873786408,4.8116504854368936,0.04889695991390906,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 00:30:00+08:00,91,21,70,70,21,20,0,91,1.0,500.3666666666667,24.866666666666667,30,20,30,0.23076923076923078,0.7692307692307693,0.23076923076923078,5.4985347985347985,0.04969688894810472,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 00:45:00+08:00,94,23,71,71,23,20,0,94,1.0,504.76666666666665,23.666666666666668,28,20,30,0.24468085106382978,0.7553191489361702,0.24468085106382978,5.369858156028369,0.046886350128772375,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 01:00:00+08:00,68,20,48,51,20,24,0,68,1.0,502.06666666666666,17.466666666666665,27,24,30,0.29411764705882354,0.7058823529411765,0.29411764705882354,7.383333333333333,0.0347895365821272,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 01:15:00+08:00,69,15,54,54,15,15,0,69,1.0,505.46666666666664,18.766666666666666,26,15,30,0.21739130434782608,0.782608695652174,0.21739130434782608,7.325603864734299,0.037127407016618305,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 01:30:00+08:00,52,17,35,48,17,15,0,52,1.0,504.8666666666667,14.466666666666667,23,15,30,0.3269230769230769,0.6730769230769231,0.3269230769230769,9.70897435897436,0.028654430212597386,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 01:45:00+08:00,47,9,38,29,9,11,0,47,1.0,505.76666666666665,11.4,16,11,30,0.19148936170212766,0.8085106382978723,0.19148936170212766,10.760992907801418,0.02254003822579582,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 02:00:00+08:00,52,17,35,45,17,16,0,52,1.0,505.03333333333336,13.9,20,16,30,0.3269230769230769,0.6730769230769231,0.3269230769230769,9.712179487179487,0.027522935779816512,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 02:15:00+08:00,45,14,31,31,14,15,0,45,1.0,506.6666666666667,10.9,16,15,30,0.3111111111111111,0.6888888888888889,0.3111111111111111,11.25925925925926,0.02151315789473684,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 02:30:00+08:00,39,7,32,29,7,6,0,39,1.0,508.1,10.0,15,6,30,0.1794871794871795,0.8205128205128205,0.1794871794871795,13.028205128205128,0.0196811651249754,1.0,512,0.1515,1.0,False
BENCH_AV_M,2016-10-31 02:45:00+08:00,34,5,29,25,5,6,0,34,1.0,508.6,9.366666666666667,15,6,30,0.14705882352941177,0.8529411764705882,0.14705882352941177,14.958823529411765,0.01841656835758291,1.0,512,0.1515,1.0,False
