effect_axis,fixed_profile,fixed_q_A,fixed_p_A,outcome,low_level,high_level,comparison,low_value,high_value,absolute_change,relative_change,response_class
q_A,A,,1.0,AV_assignment_share,0.25,0.75,0.25_to_0.75,0.0680864647938708,0.3081706549118388,0.240084190117968,3.5261661894888183,monotone_increasing
q_A,A,,1.0,first_window_match_rate,0.25,0.5,0.25_to_0.5,0.6138666666666667,0.4765666666666667,-0.13729999999999998,-0.2236642050390964,monotone_decreasing
q_A,A,,1.0,first_window_match_rate,0.5,0.75,0.5_to_0.75,0.4765666666666667,0.3062666666666667,-0.1703,-0.35734769532069666,monotone_decreasing
q_A,A,,1.0,first_window_match_rate,0.25,0.75,0.25_to_0.75,0.6138666666666667,0.3062666666666667,-0.3076,-0.5010860121633361,monotone_decreasing
p_A,C,0.25,,service_rate,0.4,0.7,0.4_to_0.7,0.7199,0.7216,0.0017000000000000348,0.0023614390887623767,monotone_increasing
p_A,C,0.25,,service_rate,0.7,1.0,0.7_to_1.0,0.7216,0.7251666666666666,0.003566666666666607,0.004942719881744189,monotone_increasing
p_A,C,0.25,,service_rate,0.4,1.0,0.4_to_1.0,0.7199,0.7251666666666666,0.005266666666666642,0.007315830902440119,monotone_increasing
p_A,C,0.25,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,289.9000654,289.3800095,-0.5200558999999885,-0.0017939143935080618,non_monotone
p_A,C,0.25,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,289.3800095,290.0,0.6199904999999717,0.002142478677332311,non_monotone
p_A,C,0.25,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,289.9000654,290.0,0.09993459999998322,0.0003447208604871988,non_monotone
p_A,C,0.25,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.0310228272445247,0.0424519586104951,0.011429131365970398,0.3684103732997951,monotone_increasing
p_A,C,0.25,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.0424519586104951,0.0510227533900252,0.0085707947795301,0.20189397757047664,monotone_increasing
p_A,C,0.25,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.0310228272445247,0.0510227533900252,0.0199999261455005,0.6446841865139915,monotone_increasing
p_A,M,0.25,,service_rate,0.4,0.7,0.4_to_0.7,0.7218,0.7297,0.007900000000000018,0.010944860072042142,monotone_increasing
p_A,M,0.25,,service_rate,0.7,1.0,0.7_to_1.0,0.7297,0.7305333333333334,0.0008333333333333526,0.0011420218354575202,monotone_increasing
p_A,M,0.25,,service_rate,0.4,1.0,0.4_to_1.0,0.7218,0.7305333333333334,0.00873333333333337,0.012099381176687962,monotone_increasing
p_A,M,0.25,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,289.6579618,289.748246,0.09028419999998505,0.00031169245077517855,non_monotone
p_A,M,0.25,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,289.748246,289.432843,-0.31540300000000343,-0.0010885415333972495,non_monotone
p_A,M,0.25,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,289.6579618,289.432843,-0.22511880000001838,-0.000777188372800386,non_monotone
p_A,M,0.25,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.0423016532742218,0.0542231967475218,0.011921543473300003,0.28182216416030414,monotone_increasing
p_A,M,0.25,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.0542231967475218,0.0625570359554663,0.008333839207944498,0.15369509191332184,monotone_increasing
p_A,M,0.25,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.0423016532742218,0.0625570359554663,0.0202553826812445,0.47883193949745523,monotone_increasing
p_A,A,0.25,,service_rate,0.4,0.7,0.4_to_0.7,0.7222666666666666,0.7301,0.007833333333333359,0.010845486431604245,monotone_increasing
p_A,A,0.25,,service_rate,0.7,1.0,0.7_to_1.0,0.7301,0.7309333333333333,0.0008333333333333526,0.0011413961557777737,monotone_increasing
p_A,A,0.25,,service_rate,0.4,1.0,0.4_to_1.0,0.7222666666666666,0.7309333333333333,0.008666666666666711,0.011999261583902592,monotone_increasing
p_A,A,0.25,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,289.34749635,289.5616422,0.21414585000002262,0.000740099198027924,non_monotone
p_A,A,0.25,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,289.5616422,289.36685655,-0.1947856499999716,-0.0006726914812336688,non_monotone
p_A,A,0.25,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,289.34749635,289.36685655,0.01936020000005101,6.690985836847387e-05,non_monotone
p_A,A,0.25,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.0438434557873361,0.056111035018034,0.012267579230697899,0.27980411239027625,monotone_increasing
p_A,A,0.25,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.056111035018034,0.0680864647938708,0.0119754297758368,0.2134237903825498,monotone_increasing
p_A,A,0.25,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.0438434557873361,0.0680864647938708,0.0242430090065347,0.5529447570037838,monotone_increasing
p_A,C,0.5,,service_rate,0.4,0.7,0.4_to_0.7,0.5819,0.5916,0.009700000000000042,0.01666953084722468,monotone_increasing
p_A,C,0.5,,service_rate,0.7,1.0,0.7_to_1.0,0.5916,0.5941333333333333,0.0025333333333332764,0.004282172639170514,monotone_increasing
p_A,C,0.5,,service_rate,0.4,1.0,0.4_to_1.0,0.5819,0.5941333333333333,0.012233333333333318,0.021023085295296992,monotone_increasing
p_A,C,0.5,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,291.9648606,291.6265886,-0.33827200000001767,-0.0011586051804482723,monotone_decreasing
p_A,C,0.5,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,291.6265886,291.5451873999999,-0.081401200000073,-0.0002791281837189553,monotone_decreasing
p_A,C,0.5,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,291.9648606,291.5451873999999,-0.4196732000000907,-0.0014374099648075617,monotone_decreasing
p_A,C,0.5,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.0611216131064902,0.0907707910750507,0.02964917796856051,0.48508500449593356,monotone_increasing
p_A,C,0.5,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.0907707910750507,0.1131620287253141,0.022391237650263393,0.24667888629228724,monotone_increasing
p_A,C,0.5,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.0611216131064902,0.1131620287253141,0.0520404156188239,0.8514241194543668,monotone_increasing
p_A,M,0.5,,service_rate,0.4,0.7,0.4_to_0.7,0.5889,0.6044333333333334,0.015533333333333399,0.02637686081394702,monotone_increasing
p_A,M,0.5,,service_rate,0.7,1.0,0.7_to_1.0,0.6044333333333334,0.6097666666666667,0.005333333333333301,0.008823691611978107,monotone_increasing
p_A,M,0.5,,service_rate,0.4,1.0,0.4_to_1.0,0.5889,0.6097666666666667,0.0208666666666667,0.03543329371143947,monotone_increasing
p_A,M,0.5,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,292.1314224,291.8394572,-0.2919651999999928,-0.0009994310012985197,non_monotone
p_A,M,0.5,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,291.8394572,291.8858432,0.04638599999998405,0.00015894355220170018,non_monotone
p_A,M,0.5,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,292.1314224,291.8858432,-0.24557920000000877,-0.0008406463022103464,non_monotone
p_A,M,0.5,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.0899416992132224,0.1217117961727237,0.031770096959501296,0.35322989489207635,monotone_increasing
p_A,M,0.5,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.1217117961727237,0.1412015525064232,0.019489756333699496,0.1601303813316598,monotone_increasing
p_A,M,0.5,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.0899416992132224,0.1412015525064232,0.05125985329320079,0.5699231139905464,monotone_increasing
p_A,A,0.5,,service_rate,0.4,0.7,0.4_to_0.7,0.5918,0.6089,0.017100000000000004,0.028894896924636707,monotone_increasing
p_A,A,0.5,,service_rate,0.7,1.0,0.7_to_1.0,0.6089,0.614,0.005099999999999993,0.00837575956643126,monotone_increasing
p_A,A,0.5,,service_rate,0.4,1.0,0.4_to_1.0,0.5918,0.614,0.022199999999999998,0.037512673200405536,monotone_increasing
p_A,A,0.5,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,291.7275215,291.6385813,-0.08894020000002456,-0.0003048742180467349,monotone_decreasing
p_A,A,0.5,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,291.6385813,291.58553215,-0.05304914999999255,-0.0001819003156699026,monotone_decreasing
p_A,A,0.5,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,291.7275215,291.58553215,-0.1419893500000171,-0.0004867190770001352,monotone_decreasing
p_A,A,0.5,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.0954714430550861,0.1283188262987901,0.032847383243703995,0.34405453811723963,monotone_increasing
p_A,A,0.5,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.1283188262987901,0.1491313789359392,0.020812552637149095,0.16219406954897728,monotone_increasing
p_A,A,0.5,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.0954714430550861,0.1491313789359392,0.05365993588085309,0.5620522133502457,monotone_increasing
p_A,C,0.75,,service_rate,0.4,0.7,0.4_to_0.7,0.3544,0.3784,0.02400000000000002,0.06772009029345379,monotone_increasing
p_A,C,0.75,,service_rate,0.7,1.0,0.7_to_1.0,0.3784,0.3907333333333333,0.012333333333333307,0.03259337561663136,monotone_increasing
p_A,C,0.75,,service_rate,0.4,1.0,0.4_to_1.0,0.3544,0.3907333333333333,0.03633333333333333,0.10252069224981188,monotone_increasing
p_A,C,0.75,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,292.9722942,292.7290875,-0.2432067000000302,-0.0008301354934060867,monotone_decreasing
p_A,C,0.75,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,292.7290875,292.6497926,-0.0792948999999794,-0.0002708815194184603,monotone_decreasing
p_A,C,0.75,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,292.9722942,292.6497926,-0.3225016000000096,-0.00110079214446077,monotone_decreasing
p_A,C,0.75,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.1370391271632806,0.1937103594080338,0.056671232244753206,0.4135405224613702,monotone_increasing
p_A,C,0.75,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.1937103594080338,0.2360518682818631,0.04234150887382929,0.21858154103488409,monotone_increasing
p_A,C,0.75,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.1370391271632806,0.2360518682818631,0.09901274111858249,0.7225143881762317,monotone_increasing
p_A,M,0.75,,service_rate,0.4,0.7,0.4_to_0.7,0.3721,0.4013,0.029200000000000004,0.07847352862133836,monotone_increasing
p_A,M,0.75,,service_rate,0.7,1.0,0.7_to_1.0,0.4013,0.4198,0.018500000000000016,0.04610017443309249,monotone_increasing
p_A,M,0.75,,service_rate,0.4,1.0,0.4_to_1.0,0.3721,0.4198,0.04770000000000002,0.12819134641225483,monotone_increasing
p_A,M,0.75,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,292.8357956,292.4717888,-0.3640067999999701,-0.0012430406578340114,non_monotone
p_A,M,0.75,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,292.4717888,292.59013105,0.11834225000001197,0.0004046279146633782,non_monotone
p_A,M,0.75,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,292.8357956,292.59013105,-0.24566454999995813,-0.0008389157121198545,non_monotone
p_A,M,0.75,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.1882110543760637,0.2603206246365977,0.07210957026053402,0.38313142923290894,monotone_increasing
p_A,M,0.75,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.2603206246365977,0.297681435604256,0.03736081096765825,0.14351844391819965,monotone_increasing
p_A,M,0.75,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.1882110543760637,0.297681435604256,0.10947038122819228,0.5816362996907715,monotone_increasing
p_A,A,0.75,,service_rate,0.4,0.7,0.4_to_0.7,0.3798333333333333,0.4114333333333333,0.03160000000000002,0.08319438350153581,monotone_increasing
p_A,A,0.75,,service_rate,0.7,1.0,0.7_to_1.0,0.4114333333333333,0.4234666666666666,0.012033333333333285,0.02924734667422819,monotone_increasing
p_A,A,0.75,,service_rate,0.4,1.0,0.4_to_1.0,0.3798333333333333,0.4234666666666666,0.0436333333333333,0.11487494515138211,monotone_increasing
p_A,A,0.75,,request_to_pickup_p95,0.4,0.7,0.4_to_0.7,292.7996601,292.6282656,-0.1713944999999626,-0.0005853644090345807,non_monotone
p_A,A,0.75,,request_to_pickup_p95,0.7,1.0,0.7_to_1.0,292.6282656,292.75823775,0.12997214999995776,0.0004441544624319359,non_monotone
p_A,A,0.75,,request_to_pickup_p95,0.4,1.0,0.4_to_1.0,292.7996601,292.75823775,-0.041422350000004826,-0.00014146993881706637,non_monotone
p_A,A,0.75,,AV_assignment_share,0.4,0.7,0.4_to_0.7,0.1942079859587538,0.2645224013610953,0.07031441540234148,0.3620572812967381,monotone_increasing
p_A,A,0.75,,AV_assignment_share,0.7,1.0,0.7_to_1.0,0.2645224013610953,0.3081706549118388,0.04364825355074353,0.1650077775120452,monotone_increasing
p_A,A,0.75,,AV_assignment_share,0.4,1.0,0.4_to_1.0,0.1942079859587538,0.3081706549118388,0.11396266895308502,0.5868073261276114,monotone_increasing
capability,,0.25,0.4,service_rate,C,M,C_to_M,0.7199,0.7218,0.0019000000000000128,0.002639255452146149,monotone_increasing
capability,,0.25,0.4,service_rate,M,A,M_to_A,0.7218,0.7222666666666666,0.00046666666666661527,0.0006465318186015728,monotone_increasing
capability,,0.25,0.4,service_rate,C,A,C_to_A,0.7199,0.7222666666666666,0.002366666666666628,0.003287493633374952,monotone_increasing
capability,,0.25,0.4,request_to_pickup_p95,C,M,C_to_M,289.9000654,289.6579618,-0.2421036000000072,-0.0008351277867631939,monotone_decreasing
capability,,0.25,0.4,request_to_pickup_p95,M,A,M_to_A,289.6579618,289.34749635,-0.3104654500000379,-0.0010718346841589834,monotone_decreasing
capability,,0.25,0.4,request_to_pickup_p95,C,A,C_to_A,289.9000654,289.34749635,-0.5525690500000451,-0.0019060673519946197,monotone_decreasing
capability,,0.25,0.4,AV_assignment_share,C,M,C_to_M,0.0310228272445247,0.0423016532742218,0.011278826029697101,0.36356538173637065,monotone_increasing
capability,,0.25,0.4,AV_assignment_share,M,A,M_to_A,0.0423016532742218,0.0438434557873361,0.0015418025131143029,0.03644780744429821,monotone_increasing
capability,,0.25,0.4,AV_assignment_share,C,A,C_to_A,0.0310228272445247,0.0438434557873361,0.012820628542811404,0.4132643502076089,monotone_increasing
capability,,0.25,0.7,service_rate,C,M,C_to_M,0.7216,0.7297,0.008099999999999996,0.0112250554323725,monotone_increasing
capability,,0.25,0.7,service_rate,M,A,M_to_A,0.7297,0.7301,0.00039999999999995595,0.0005481704810195368,monotone_increasing
capability,,0.25,0.7,service_rate,C,A,C_to_A,0.7216,0.7301,0.008499999999999952,0.01177937915742787,monotone_increasing
capability,,0.25,0.7,request_to_pickup_p95,C,M,C_to_M,289.3800095,289.748246,0.3682364999999663,0.0012725015132739024,non_monotone
capability,,0.25,0.7,request_to_pickup_p95,M,A,M_to_A,289.748246,289.5616422,-0.18660380000000032,-0.0006440204645794485,non_monotone
capability,,0.25,0.7,request_to_pickup_p95,C,A,C_to_A,289.3800095,289.5616422,0.181632699999966,0.0006276615316786973,non_monotone
capability,,0.25,0.7,AV_assignment_share,C,M,C_to_M,0.0424519586104951,0.0542231967475218,0.011771238137026706,0.2772837466706798,monotone_increasing
capability,,0.25,0.7,AV_assignment_share,M,A,M_to_A,0.0542231967475218,0.056111035018034,0.0018878382705121988,0.034816063672942335,monotone_increasing
capability,,0.25,0.7,AV_assignment_share,C,A,C_to_A,0.0424519586104951,0.056111035018034,0.013659076407538905,0.32175373892318054,monotone_increasing
capability,,0.25,1.0,service_rate,C,M,C_to_M,0.7251666666666666,0.7305333333333334,0.005366666666666742,0.007400597563778546,monotone_increasing
capability,,0.25,1.0,service_rate,M,A,M_to_A,0.7305333333333334,0.7309333333333333,0.00039999999999995595,0.000547545172476669,monotone_increasing
capability,,0.25,1.0,service_rate,C,A,C_to_A,0.7251666666666666,0.7309333333333333,0.005766666666666698,0.007952194897724705,monotone_increasing
capability,,0.25,1.0,request_to_pickup_p95,C,M,C_to_M,290.0,289.432843,-0.5671570000000088,-0.0019557137931034787,monotone_decreasing
capability,,0.25,1.0,request_to_pickup_p95,M,A,M_to_A,289.432843,289.36685655,-0.0659864499999685,-0.00022798535686555967,monotone_decreasing
capability,,0.25,1.0,request_to_pickup_p95,C,A,C_to_A,290.0,289.36685655,-0.6331434499999773,-0.002183253275861991,monotone_decreasing
capability,,0.25,1.0,AV_assignment_share,C,M,C_to_M,0.0510227533900252,0.0625570359554663,0.011534282565441104,0.22606154703709155,monotone_increasing
capability,,0.25,1.0,AV_assignment_share,M,A,M_to_A,0.0625570359554663,0.0680864647938708,0.0055294288384045015,0.08839019870348147,monotone_increasing
capability,,0.25,1.0,AV_assignment_share,C,A,C_to_A,0.0510227533900252,0.0680864647938708,0.017063711403845605,0.334433370802398,monotone_increasing
capability,,0.5,0.4,service_rate,C,M,C_to_M,0.5819,0.5889,0.007000000000000006,0.012029558343357977,monotone_increasing
capability,,0.5,0.4,service_rate,M,A,M_to_A,0.5889,0.5918,0.0029000000000000137,0.00492443538801157,monotone_increasing
capability,,0.5,0.4,service_rate,C,A,C_to_A,0.5819,0.5918,0.00990000000000002,0.017013232514177728,monotone_increasing
capability,,0.5,0.4,request_to_pickup_p95,C,M,C_to_M,291.9648606,292.1314224,0.16656180000001086,0.000570485775780412,non_monotone
capability,,0.5,0.4,request_to_pickup_p95,M,A,M_to_A,292.1314224,291.7275215,-0.40390089999999645,-0.0013825999842185974,non_monotone
capability,,0.5,0.4,request_to_pickup_p95,C,A,C_to_A,291.9648606,291.7275215,-0.2373390999999856,-0.0008129029620627763,non_monotone
capability,,0.5,0.4,AV_assignment_share,C,M,C_to_M,0.0611216131064902,0.0899416992132224,0.0288200861067322,0.4715203778493199,monotone_increasing
capability,,0.5,0.4,AV_assignment_share,M,A,M_to_A,0.0899416992132224,0.0954714430550861,0.005529743841863707,0.061481425081312845,monotone_increasing
capability,,0.5,0.4,AV_assignment_share,C,A,C_to_A,0.0611216131064902,0.0954714430550861,0.03434982994859591,0.561991547715688,monotone_increasing
capability,,0.5,0.7,service_rate,C,M,C_to_M,0.5916,0.6044333333333334,0.012833333333333363,0.021692585080009066,monotone_increasing
capability,,0.5,0.7,service_rate,M,A,M_to_A,0.6044333333333334,0.6089,0.004466666666666619,0.0073898417250316305,monotone_increasing
capability,,0.5,0.7,service_rate,C,A,C_to_A,0.5916,0.6089,0.017299999999999982,0.029242731575388745,monotone_increasing
capability,,0.5,0.7,request_to_pickup_p95,C,M,C_to_M,291.6265886,291.8394572,0.2128686000000357,0.0007299355008126845,non_monotone
capability,,0.5,0.7,request_to_pickup_p95,M,A,M_to_A,291.8394572,291.6385813,-0.2008759000000282,-0.0006883095998303144,non_monotone
capability,,0.5,0.7,request_to_pickup_p95,C,A,C_to_A,291.6265886,291.6385813,0.011992700000007517,4.1123479369903784e-05,non_monotone
capability,,0.5,0.7,AV_assignment_share,C,M,C_to_M,0.0907707910750507,0.1217117961727237,0.03094100509767299,0.34086962040564883,monotone_increasing
capability,,0.5,0.7,AV_assignment_share,M,A,M_to_A,0.1217117961727237,0.1283188262987901,0.006607030126066407,0.054284221692778536,monotone_increasing
capability,,0.5,0.7,AV_assignment_share,C,A,C_to_A,0.0907707910750507,0.1283188262987901,0.037548035223739396,0.41365768414086085,monotone_increasing
