scenario_id,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition,eligibility_conversion_n5_over_n0,assignment_conversion_n6_over_n0,structural_retention_n2_over_n1,evidence_retention_n3_over_n2,patience_retention_n4_over_n3b
MAIN_Q25_M_P70,7069575,4830105,2277178,1188842,103060,103060,6638,6638,1187,2239470,1641076,0,911851,1088336,1085782,0,96422,0,5451,0.0009389531902554255,0.00016790259669074872,0.4714551754050895,0.5220681035913749,0.06440908208810402
