source_scenario_id,epoch_count,variants,runtime_s,routing_mode,routed_arc_evaluations,routing_failure_count,p_vs_h_epoch_assignment_change_share,p_vs_h_mean_selected_av_arc_jaccard,p_vs_h_mean_solver_eligible_av_arc_difference,p_vs_h_mean_dynamic_exposure_difference,p_vs_h_mean_pickup_objective_difference_s,classification,full_day_service_rate_reported,gpu_used
ODD_Q50_M_P70_REFERENCE,10,P|H|D0,40.23511799999869,SINGLE_SOURCE_MATRIX,14481,0,1.0,0.025,9.6,2.5461341226455336,77.89925393043657,DECISION-RELEVANT,False,False
