split,date,target,count,prevalence,average_precision,roc_auc,brier,effective_sample_size_complete_case,effective_sample_size_ipw,ipw_weight_p50,ipw_weight_p90,ipw_weight_p99,ipw_weight_max,ipw_clipped_count,complete_case_deep_mae,stabilized_ipw_deep_mae,complete_case_tree_mae,stabilized_ipw_tree_mae,available_mean_forecast_horizon_s,unavailable_mean_forecast_horizon_s,available_mean_history_support,unavailable_mean_history_support
validation_model,20161025,service_time,701601,0.3385870316604452,0.9193667369119555,0.9620917401545098,0.07295213010788427,237553,90506.89039440306,0.3843826168739422,0.7440195717173731,4.891727129261051,6.771740633208903,0,0.029028639152524825,0.032020122038133994,0.0303584102674035,0.03399486571599723,332.86745274545916,338.5374604521521,91.43123429297883,8681.020691824984
validation_model,20161026,service_time,704876,0.3386567282756116,0.9218737397570295,0.9630793182846212,0.07191802277549417,238711,89619.88115028883,0.38255321539352044,0.7347129020216658,5.0671706265457725,6.7731345655122315,0,0.028874241213729064,0.032726893395178036,0.02992239463311585,0.03341908991485545,335.96273142668906,341.9366414840312,96.82419746052759,9340.759984125792
calibration,20161027,service_time,693732,0.34191301540075997,0.9226792800192787,0.9629172151489109,0.07228721330675919,237196,89838.5095147946,0.3871926212556021,0.7541603182991453,5.006168761685479,6.838260308015199,0,0.028298565536968915,0.03142790787901108,0.02951630292961493,0.03303537528368862,333.4513775158452,339.41571413721266,96.4615550009275,9853.73039585049
