split,date,left_model,right_model,left_minus_right_absolute_error,ci95,replicates,order_count
validation_model,20161025,ordinary_concatenation,horizon_gate,0.00012203691565634185,"[8.420294077834567e-05, 0.00016255109566509703]",500,10000
validation_model,20161025,without_recent,horizon_gate,0.00013840031943873046,"[9.665581597866787e-05, 0.00018586663327796436]",500,10000
validation_model,20161025,without_profile,horizon_gate,0.00010533785952967118,"[6.749462497016866e-05, 0.00015011525855874403]",500,10000
validation_model,20161026,ordinary_concatenation,horizon_gate,1.7798638632078306e-05,"[-5.0145701341733e-05, 6.875879890348706e-05]",500,10000
validation_model,20161026,without_recent,horizon_gate,4.174945722203966e-05,"[-7.144493327028439e-05, 0.00011263564035467523]",500,10000
validation_model,20161026,without_profile,horizon_gate,3.270141517802648e-05,"[-4.536185517932044e-06, 6.536853704380621e-05]",500,10000
calibration,20161027,ordinary_concatenation,horizon_gate,8.499003165472628e-05,"[5.723665548544134e-05, 0.00011136293233349107]",500,10000
calibration,20161027,without_recent,horizon_gate,0.00012416236281603192,"[9.805892843633542e-05, 0.0001523101802504585]",500,10000
calibration,20161027,without_profile,horizon_gate,8.410727664381174e-05,"[5.698310660831109e-05, 0.00011262353531694229]",500,10000
