fold,split,date,scenario_model,scenario_count,route_count,scale,dispersion_multiplier,offset_s,mean_mae_s,mean_rmse_s,p50_coverage,p90_coverage,p95_coverage,p50_mae_s,average_interval_width_p90_minus_p50_s,average_interval_width_p95_minus_p50_s
fold_1,evaluation,20161022,shared_route_latent_frozen_calibrated,1000,10000,1.3347980556181929,2.6,14.219084764408253,214.15809514747727,354.44429626595985,0.4532,0.8578,0.9076,218.20261242069444,374.3278406182845,494.2925511490963
fold_1,evaluation,20161023,shared_route_latent_frozen_calibrated,1000,10000,1.3347980556181929,2.6,14.219084764408253,161.00573583376095,231.4071890511664,0.5501,0.926,0.9578,159.9178900762549,347.2260191032576,457.9847437983006
fold_2,evaluation,20161024,shared_route_latent_frozen_calibrated,1000,10000,1.2592889976476629,2.2,13.222366393994946,186.73391565145377,290.1933660699944,0.4483,0.8511,0.9017,189.2280370103551,322.40936440636165,426.12400327153534
fold_2,evaluation,20161025,shared_route_latent_frozen_calibrated,1000,10000,1.2592889976476629,2.2,13.222366393994946,208.04268060630667,346.12737787713155,0.4384,0.8361,0.8899,211.3562309770037,329.7239803057922,435.8866412766231
fold_3,evaluation,20161026,shared_route_latent_frozen_calibrated,1000,10000,1.359943637767346,2.7999999999999994,15.63292820205838,254.2757173818416,4432.479034830429,0.5184,0.9035,0.9389,211.78942071366188,418.7047223250296,554.4645884674212
fold_3,evaluation,20161027,shared_route_latent_frozen_calibrated,1000,10000,1.359943637767346,2.7999999999999994,15.63292820205838,194.6123391332789,308.5918787951321,0.5022,0.9069,0.9447,196.8364743665184,414.08553880662777,548.5894495932748
