split,date,target,quantile,empirical_coverage,coverage_error,pinball_loss,count
validation_model,20161025,pace_sec_per_m,0.5,0.5050367707416871,0.005036770741687069,0.014398222034491877,237553
validation_model,20161025,pace_sec_per_m,0.9,0.9001528080049505,0.00015280800495043323,0.00829899174299614,237553
validation_model,20161025,pace_sec_per_m,0.95,0.9474138402798533,-0.0025861597201466413,0.005594095953340979,237553
validation_model,20161026,pace_sec_per_m,0.5,0.5075090800172594,0.007509080017259362,0.01424612001409726,238711
validation_model,20161026,pace_sec_per_m,0.9,0.8994432598413982,-0.0005567401586018539,0.008264753475527532,238711
validation_model,20161026,pace_sec_per_m,0.95,0.9472919136529109,-0.002708086347089078,0.005585057661671777,238711
calibration,20161027,pace_sec_per_m,0.5,0.501222617582084,0.0012226175820839735,0.014020020307723,237196
calibration,20161027,pace_sec_per_m,0.9,0.9008035548660179,0.0008035548660179082,0.007993182493609306,237196
calibration,20161027,pace_sec_per_m,0.95,0.9487849710787702,-0.0012150289212297105,0.005341734939322101,237196
