scenario_id,time_bin_start,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition
MAIN_Q50_M_P70,2016-10-31 04:45:00+08:00,21979,12833,5044,1481,240,240,53,53,3,9146,5806,0,1983,3563,1241,0,187,0,50
MAIN_Q50_M_P70,2016-10-31 05:00:00+08:00,20332,17659,4534,203,131,131,81,81,7,2673,9162,0,3963,4331,72,0,50,0,74
MAIN_Q50_M_P70,2016-10-31 05:15:00+08:00,18115,10222,1485,146,93,93,66,66,5,7893,2241,0,6496,1339,53,0,27,0,61
MAIN_Q50_M_P70,2016-10-31 05:30:00+08:00,26242,17376,4244,135,72,72,58,58,4,8866,8258,0,4874,4109,63,0,14,0,54
MAIN_Q50_M_P70,2016-10-31 05:45:00+08:00,42765,30379,6507,154,89,89,69,69,5,12386,12450,0,11422,6353,65,0,20,0,64
MAIN_Q50_M_P70,2016-10-31 06:00:00+08:00,24245,19195,4928,490,266,266,194,194,14,5050,5672,0,8595,4438,224,0,72,0,180
MAIN_Q50_M_P70,2016-10-31 06:15:00+08:00,31262,15026,2150,465,253,253,183,183,9,16236,10890,0,1986,1685,212,0,70,0,174
MAIN_Q50_M_P70,2016-10-31 06:30:00+08:00,47626,31712,10069,883,545,545,315,315,24,15914,17991,0,3652,9186,338,0,230,0,291
MAIN_Q50_M_P70,2016-10-31 06:45:00+08:00,87422,55818,30227,2529,610,610,105,105,16,31604,17518,0,8073,27698,1919,0,505,0,89
MAIN_Q50_M_P70,2016-10-31 07:00:00+08:00,125398,79146,34178,8011,1042,1042,106,106,17,46252,34866,0,10102,26167,6969,0,936,0,89
MAIN_Q50_M_P70,2016-10-31 07:15:00+08:00,168229,118943,49665,7574,1458,1458,79,79,25,49286,52753,0,16525,42091,6116,0,1379,0,54
MAIN_Q50_M_P70,2016-10-31 07:30:00+08:00,159995,106747,53938,23342,2834,2834,119,119,26,53248,30177,0,22632,30596,20508,0,2715,0,93
MAIN_Q50_M_P70,2016-10-31 07:45:00+08:00,190766,115971,52316,30153,2964,2964,60,60,19,74795,43153,0,20502,22163,27189,0,2904,0,41
MAIN_Q50_M_P70,2016-10-31 08:00:00+08:00,197517,124985,54523,27611,2915,2915,83,83,26,72532,50669,0,19793,26912,24696,0,2832,0,57
MAIN_Q50_M_P70,2016-10-31 08:15:00+08:00,240818,162497,87006,48186,5412,5412,103,103,25,78321,57795,0,17696,38820,42774,0,5309,0,78
MAIN_Q50_M_P70,2016-10-31 08:30:00+08:00,239972,157275,68121,35016,4202,4202,137,137,22,82697,52317,0,36837,33105,30814,0,4065,0,115
MAIN_Q50_M_P70,2016-10-31 08:45:00+08:00,258557,171171,79319,35431,3979,3979,202,202,31,87386,75430,0,16422,43888,31452,0,3777,0,171
MAIN_Q50_M_P70,2016-10-31 09:00:00+08:00,282617,197850,88885,48126,5746,5746,292,292,46,84767,63096,0,45869,40759,42380,0,5454,0,246
MAIN_Q50_M_P70,2016-10-31 09:15:00+08:00,244442,155875,73788,35992,3959,3959,284,284,36,88567,49702,0,32385,37796,32033,0,3675,0,248
MAIN_Q50_M_P70,2016-10-31 09:30:00+08:00,198449,131457,67391,27456,3304,3304,315,315,44,66992,42627,0,21439,39935,24152,0,2989,0,271
MAIN_Q50_M_P70,2016-10-31 09:45:00+08:00,175151,122165,56070,30932,3910,3910,313,313,43,52986,47604,0,18491,25138,27022,0,3597,0,270
MAIN_Q50_M_P70,2016-10-31 10:00:00+08:00,226752,152436,74949,41227,4315,4315,158,158,32,74316,46433,0,31054,33722,36912,0,4157,0,126
MAIN_Q50_M_P70,2016-10-31 10:15:00+08:00,204459,140891,65348,25481,3149,3149,200,200,36,63568,48490,0,27053,39867,22332,0,2949,0,164
MAIN_Q50_M_P70,2016-10-31 10:30:00+08:00,234792,163417,80661,40306,4484,4484,119,119,21,71375,56256,0,26500,40355,35822,0,4365,0,98
MAIN_Q50_M_P70,2016-10-31 10:45:00+08:00,244140,146988,73283,29679,3476,3476,206,206,37,97152,56991,0,16714,43604,26203,0,3270,0,169
MAIN_Q50_M_P70,2016-10-31 11:00:00+08:00,208762,145165,59037,28346,3500,3500,247,247,41,63597,52449,0,33679,30691,24846,0,3253,0,206
MAIN_Q50_M_P70,2016-10-31 11:15:00+08:00,191644,130276,63709,31083,3426,3426,298,298,30,61368,43504,0,23063,32626,27657,0,3128,0,268
MAIN_Q50_M_P70,2016-10-31 11:30:00+08:00,295931,193466,79232,32132,3897,3897,164,164,25,102465,72305,0,41929,47100,28235,0,3733,0,139
MAIN_Q50_M_P70,2016-10-31 11:45:00+08:00,284626,192112,64438,30060,3799,3799,168,168,28,92514,87029,0,40645,34378,26261,0,3631,0,140
MAIN_Q50_M_P70,2016-10-31 12:00:00+08:00,227473,144469,67346,32778,3859,3859,209,209,39,83004,44219,0,32904,34568,28919,0,3650,0,170
MAIN_Q50_M_P70,2016-10-31 12:15:00+08:00,238207,152466,71092,41221,4928,4928,362,362,50,85741,47966,0,33408,29871,36293,0,4566,0,312
MAIN_Q50_M_P70,2016-10-31 12:30:00+08:00,216067,121392,43864,14168,1816,1816,215,215,38,94675,56068,0,21460,29696,12352,0,1601,0,177
MAIN_Q50_M_P70,2016-10-31 12:45:00+08:00,148566,93278,36710,17677,2122,2122,259,259,30,55288,43680,0,12888,19033,15555,0,1863,0,229
MAIN_Q50_M_P70,2016-10-31 13:00:00+08:00,165571,103142,35024,16711,2578,2578,250,250,38,62429,47708,0,20410,18313,14133,0,2328,0,212
MAIN_Q50_M_P70,2016-10-31 13:15:00+08:00,219759,125678,44833,17187,2300,2300,293,293,45,94081,47087,0,33758,27646,14887,0,2007,0,248
MAIN_Q50_M_P70,2016-10-31 13:30:00+08:00,262416,179856,75954,26489,3129,3129,165,165,31,82560,69345,0,34557,49465,23360,0,2964,0,134
MAIN_Q50_M_P70,2016-10-31 13:45:00+08:00,264015,175324,84595,36871,4064,4064,162,162,31,88691,60955,0,29774,47724,32807,0,3902,0,131
MAIN_Q50_M_P70,2016-10-31 14:00:00+08:00,308589,220688,103804,59795,5003,5003,139,139,25,87901,75935,0,40949,44009,54792,0,4864,0,114
MAIN_Q50_M_P70,2016-10-31 14:15:00+08:00,318088,223298,104526,61622,6130,6130,203,203,31,94790,71554,0,47218,42904,55492,0,5927,0,172
MAIN_Q50_M_P70,2016-10-31 14:30:00+08:00,289302,205855,100023,57295,4916,4916,121,121,23,83447,78191,0,27641,42728,52379,0,4795,0,98
MAIN_Q50_M_P70,2016-10-31 14:45:00+08:00,322014,230061,96418,47449,4110,4110,134,134,21,91953,97640,0,36003,48969,43339,0,3976,0,113
MAIN_Q50_M_P70,2016-10-31 15:00:00+08:00,319926,218763,92011,44705,4634,4634,171,171,38,101163,76430,0,50322,47306,40071,0,4463,0,133
MAIN_Q50_M_P70,2016-10-31 15:15:00+08:00,335155,227234,99167,47468,4547,4547,127,127,25,107921,79838,0,48229,51699,42921,0,4420,0,102
MAIN_Q50_M_P70,2016-10-31 15:30:00+08:00,296383,194833,73778,33984,3258,3258,172,172,31,101550,89408,0,31647,39794,30726,0,3086,0,141
MAIN_Q50_M_P70,2016-10-31 15:45:00+08:00,358975,253053,102811,45367,4615,4615,190,190,41,105922,92226,0,58016,57444,40752,0,4425,0,149
MAIN_Q50_M_P70,2016-10-31 16:00:00+08:00,359898,229505,99802,50677,4487,4487,149,149,36,130393,91206,0,38497,49125,46190,0,4338,0,113
MAIN_Q50_M_P70,2016-10-31 16:15:00+08:00,360459,245869,117463,57874,4173,4173,85,85,21,114590,85989,0,42417,59589,53701,0,4088,0,64
MAIN_Q50_M_P70,2016-10-31 16:30:00+08:00,336698,249006,109862,58338,4020,4020,140,140,31,87692,87657,0,51487,51524,54318,0,3880,0,109
MAIN_Q50_M_P70,2016-10-31 16:45:00+08:00,353807,252865,111052,59743,4616,4616,117,117,24,100942,84593,0,57220,51309,55127,0,4499,0,93
MAIN_Q50_M_P70,2016-10-31 17:00:00+08:00,380730,261811,104686,57255,4337,4337,112,112,25,118919,89882,0,67243,47431,52918,0,4225,0,87
MAIN_Q50_M_P70,2016-10-31 17:15:00+08:00,359143,238312,118080,54459,3866,3866,93,93,21,120831,76072,0,44160,63621,50593,0,3773,0,72
MAIN_Q50_M_P70,2016-10-31 17:30:00+08:00,309789,208900,93035,50599,3727,3727,95,95,26,100889,75331,0,40534,42436,46872,0,3632,0,69
MAIN_Q50_M_P70,2016-10-31 17:45:00+08:00,415952,289456,141361,76280,4808,4808,28,28,13,126496,107524,0,40571,65081,71472,0,4780,0,15
MAIN_Q50_M_P70,2016-10-31 18:00:00+08:00,399970,265820,124753,60784,3991,3991,90,90,18,134150,95992,0,45075,63969,56793,0,3901,0,72
MAIN_Q50_M_P70,2016-10-31 18:15:00+08:00,319700,217157,114601,50039,3249,3249,36,36,10,102543,65766,0,36790,64562,46790,0,3213,0,26
MAIN_Q50_M_P70,2016-10-31 18:30:00+08:00,359328,240003,127401,68948,4530,4530,87,87,15,119325,85347,0,27255,58453,64418,0,4443,0,72
MAIN_Q50_M_P70,2016-10-31 18:45:00+08:00,382952,257392,112590,66331,4417,4417,56,56,19,125560,78371,0,66431,46259,61914,0,4361,0,37
MAIN_Q50_M_P70,2016-10-31 19:00:00+08:00,397499,280208,157174,74822,5060,5060,121,121,34,117291,87159,0,35875,82352,69762,0,4939,0,87
MAIN_Q50_M_P70,2016-10-31 19:15:00+08:00,387018,253709,128853,60194,4074,4074,101,101,23,133309,78855,0,46001,68659,56120,0,3973,0,78
MAIN_Q50_M_P70,2016-10-31 19:30:00+08:00,389041,258505,135940,63371,5022,5022,166,166,38,130536,74551,0,48014,72569,58349,0,4856,0,128
MAIN_Q50_M_P70,2016-10-31 19:45:00+08:00,322371,215567,105180,58333,4729,4729,90,90,27,106804,72352,0,38035,46847,53604,0,4639,0,63
MAIN_Q50_M_P70,2016-10-31 20:00:00+08:00,252618,173196,77328,41643,3532,3532,164,164,31,79422,59222,0,36646,35685,38111,0,3368,0,133
MAIN_Q50_M_P70,2016-10-31 20:15:00+08:00,258018,176318,87088,41349,3149,3149,187,187,34,81700,58891,0,30339,45739,38200,0,2962,0,153
MAIN_Q50_M_P70,2016-10-31 20:30:00+08:00,254622,172322,77365,33826,3047,3047,111,111,21,82300,62521,0,32436,43539,30779,0,2936,0,90
MAIN_Q50_M_P70,2016-10-31 20:45:00+08:00,293489,205639,81767,42537,3907,3907,144,144,32,87850,85452,0,38420,39230,38630,0,3763,0,112
MAIN_Q50_M_P70,2016-10-31 21:00:00+08:00,308137,216203,91878,53913,4652,4652,121,121,27,91934,87633,0,36692,37965,49261,0,4531,0,94
MAIN_Q50_M_P70,2016-10-31 21:15:00+08:00,328792,224966,98242,42125,3280,3280,92,92,14,103826,84608,0,42116,56117,38845,0,3188,0,78
MAIN_Q50_M_P70,2016-10-31 21:30:00+08:00,271793,180822,100951,52726,4104,4104,207,207,31,90971,58411,0,21460,48225,48622,0,3897,0,176
MAIN_Q50_M_P70,2016-10-31 21:45:00+08:00,287176,204325,103422,38477,4150,4150,122,122,24,82851,69008,0,31895,64945,34327,0,4028,0,98
MAIN_Q50_M_P70,2016-10-31 22:00:00+08:00,350669,246675,113794,47524,4028,4028,114,114,28,103994,87144,0,45737,66270,43496,0,3914,0,86
MAIN_Q50_M_P70,2016-10-31 22:15:00+08:00,227742,159740,83095,38215,3834,3834,108,108,24,68002,48631,0,28014,44880,34381,0,3726,0,84
MAIN_Q50_M_P70,2016-10-31 22:30:00+08:00,223235,150470,77718,36705,3595,3595,198,198,30,72765,56864,0,15888,41013,33110,0,3397,0,168
MAIN_Q50_M_P70,2016-10-31 22:45:00+08:00,214687,142937,63070,25791,2469,2469,140,140,23,71750,52463,0,27404,37279,23322,0,2329,0,117
MAIN_Q50_M_P70,2016-10-31 23:00:00+08:00,167331,115615,53580,22010,2019,2019,97,97,14,51716,39994,0,22041,31570,19991,0,1922,0,83
MAIN_Q50_M_P70,2016-10-31 23:15:00+08:00,159416,112907,47746,23373,2438,2438,185,185,25,46509,51377,0,13784,24373,20935,0,2253,0,160
MAIN_Q50_M_P70,2016-10-31 23:30:00+08:00,163237,105097,38468,11216,1448,1448,107,107,21,58140,45184,0,21445,27252,9768,0,1341,0,86
MAIN_Q50_M_P70,2016-10-31 23:45:00+08:00,242000,162145,84118,43085,3581,3581,172,172,30,79855,54208,0,23819,41033,39504,0,3409,0,142
MAIN_Q50_M_P70,2016-11-01 00:00:00+08:00,42683,25333,20235,16928,1577,1577,0,0,0,17350,709,0,4389,3307,15351,0,1577,0,0
