split,date,left_model,right_model,left_minus_right_absolute_error,ci95,replicates,order_count
validation_model,20161023,rc_mstnet_v5_mean,hist_gradient_boosting,-0.0013195836383970386,"[-0.0013842103130323388, -0.0012583850235494967]",500,10000
validation_model,20161024,rc_mstnet_v5_mean,hist_gradient_boosting,0.13874123067704391,"[-0.0012550701685495394, 0.42042063971095284]",500,10000
calibration,20161025,rc_mstnet_v5_mean,hist_gradient_boosting,-0.00033351653071360914,"[-0.001364036696450164, 0.0016874275373564985]",500,10000
evaluation,20161026,rc_mstnet_v5_mean,hist_gradient_boosting,0.030603860013470426,"[-0.0012472038741521935, 0.09484414188176297]",500,10000
evaluation,20161027,rc_mstnet_v5_mean,hist_gradient_boosting,-0.001209298508921489,"[-0.0012718107224722304, -0.0011470727628132762]",500,10000
