epoch_id,condition,pstar_s,mode,status,gap_s,gap_relative,same_order_swap_count,served_set_changed,budget_exists
1800,D2,384.15917877842526,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
1800,D3,373.07766400597063,A1,OPTIMAL,11.081514772454568,0.029702970297029688,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1800,D3,373.07766400597063,A2,OPTIMAL,11.081514772454568,0.029702970297029688,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1800,D4,1492.3106560238825,A1,OPTIMAL,11.081514772454511,0.007425742574257385,1,False,"{""0"":false,""0.005"":false,""0.01"":true,""0.02"":true,""0.05"":true}"
1800,D4,1492.3106560238825,A2,OPTIMAL,11.081514772454511,0.007425742574257385,1,False,"{""0"":false,""0.005"":false,""0.01"":true,""0.02"":true,""0.05"":true}"
1830,D0,450.22805896087596,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
1830,D0,450.22805896087596,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
1830,D1,737.3300096025938,A1,OPTIMAL,26.10017733106531,0.03539823008849564,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1830,D1,737.3300096025938,A2,OPTIMAL,26.10017733106531,0.03539823008849564,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1830,D2,450.22805896087596,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
1830,D2,450.22805896087596,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
1830,D3,590.5165121153518,A1,OPTIMAL,26.100177331065197,0.04419889502762418,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1830,D3,590.5165121153518,A2,OPTIMAL,26.100177331065197,0.04419889502762418,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1830,D4,1099.4699700711246,A1,OPTIMAL,26.100177331065197,0.023738872403560762,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
1830,D4,1099.4699700711246,A2,OPTIMAL,26.100177331065197,0.023738872403560762,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D0,750.8573542619451,A1,OPTIMAL,29.61127594272466,0.039436619718309945,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
