epoch_id,condition,layer,category,waiting_order_count,E_AV,U_AV,M_AV,O_HA,E_HV
1200,D0,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D0,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,0,0,0,0,998
1200,D0,TOPK,ORIGINAL_REVERSE,42,0,0,0,0,701
1200,D0,TOPK,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D0,TOPK,FALLBACK_EVIDENCE,20,0,0,0,0,336
1200,D0,VALID_ETA,ORIGINAL_REVERSE,42,0,0,0,0,701
1200,D0,VALID_ETA,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D0,VALID_ETA,FALLBACK_EVIDENCE,20,0,0,0,0,336
1200,D0,PATIENCE,ORIGINAL_REVERSE,42,0,0,0,0,10
1200,D0,PATIENCE,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D0,PATIENCE,FALLBACK_EVIDENCE,20,0,0,0,0,2
1200,D0,SESSION,ORIGINAL_REVERSE,42,0,0,0,0,7
1200,D0,SESSION,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D0,SESSION,FALLBACK_EVIDENCE,20,0,0,0,0,0
1200,D1,SPATIAL,ORIGINAL_REVERSE,42,5205,42,42,42,2196
1200,D1,SPATIAL,M_CAPABILITY_HARD,7,789,7,7,7,335
1200,D1,SPATIAL,FALLBACK_EVIDENCE,20,2435,20,20,20,998
1200,D1,PASSENGER,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D1,PASSENGER,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D1,PASSENGER,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D1,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D1,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D1,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D1,CAPABILITY_HARD,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D1,CAPABILITY_HARD,M_CAPABILITY_HARD,7,197,2,2,2,335
1200,D1,CAPABILITY_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D1,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,42,2349,16,16,16,2196
1200,D1,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D1,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,20,1274,9,9,9,998
1200,D1,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,42,2349,16,16,16,2196
1200,D1,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D1,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,1274,9,9,9,998
1200,D1,TOPK,ORIGINAL_REVERSE,42,236,16,16,15,499
1200,D1,TOPK,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D1,TOPK,FALLBACK_EVIDENCE,20,132,9,9,9,217
1200,D1,VALID_ETA,ORIGINAL_REVERSE,42,236,16,16,15,499
1200,D1,VALID_ETA,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D1,VALID_ETA,FALLBACK_EVIDENCE,20,132,9,9,9,217
1200,D1,PATIENCE,ORIGINAL_REVERSE,42,7,4,3,2,10
1200,D1,PATIENCE,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D1,PATIENCE,FALLBACK_EVIDENCE,20,4,2,2,1,2
1200,D1,SESSION,ORIGINAL_REVERSE,42,7,4,3,1,7
1200,D1,SESSION,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D1,SESSION,FALLBACK_EVIDENCE,20,4,2,2,0,0
1200,D2,SPATIAL,ORIGINAL_REVERSE,42,5205,42,42,42,2196
1200,D2,SPATIAL,M_CAPABILITY_HARD,7,789,7,7,7,335
1200,D2,SPATIAL,FALLBACK_EVIDENCE,20,2435,20,20,20,998
1200,D2,PASSENGER,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D2,PASSENGER,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D2,PASSENGER,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D2,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,42,2648,21,21,21,2196
1200,D2,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D2,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D2,CAPABILITY_HARD,ORIGINAL_REVERSE,42,2648,21,21,21,2196
1200,D2,CAPABILITY_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D2,CAPABILITY_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D2,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,42,1890,15,15,15,2196
1200,D2,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D2,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D2,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,42,0,0,0,0,2196
1200,D2,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D2,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,0,0,0,0,998
1200,D2,TOPK,ORIGINAL_REVERSE,42,0,0,0,0,701
1200,D2,TOPK,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D2,TOPK,FALLBACK_EVIDENCE,20,0,0,0,0,336
1200,D2,VALID_ETA,ORIGINAL_REVERSE,42,0,0,0,0,701
1200,D2,VALID_ETA,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D2,VALID_ETA,FALLBACK_EVIDENCE,20,0,0,0,0,336
1200,D2,PATIENCE,ORIGINAL_REVERSE,42,0,0,0,0,10
1200,D2,PATIENCE,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D2,PATIENCE,FALLBACK_EVIDENCE,20,0,0,0,0,2
1200,D2,SESSION,ORIGINAL_REVERSE,42,0,0,0,0,7
1200,D2,SESSION,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D2,SESSION,FALLBACK_EVIDENCE,20,0,0,0,0,0
1200,D3,SPATIAL,ORIGINAL_REVERSE,42,5205,42,42,42,2196
1200,D3,SPATIAL,M_CAPABILITY_HARD,7,789,7,7,7,335
1200,D3,SPATIAL,FALLBACK_EVIDENCE,20,2435,20,20,20,998
1200,D3,PASSENGER,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D3,PASSENGER,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D3,PASSENGER,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D3,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D3,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D3,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D3,CAPABILITY_HARD,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D3,CAPABILITY_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D3,CAPABILITY_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D3,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,42,1381,12,12,12,2196
1200,D3,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D3,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D3,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,42,1381,12,12,12,2196
1200,D3,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,7,0,0,0,0,335
1200,D3,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D3,TOPK,ORIGINAL_REVERSE,42,188,12,12,11,569
1200,D3,TOPK,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D3,TOPK,FALLBACK_EVIDENCE,20,188,12,12,11,204
1200,D3,VALID_ETA,ORIGINAL_REVERSE,42,188,12,12,11,569
1200,D3,VALID_ETA,M_CAPABILITY_HARD,7,0,0,0,0,99
1200,D3,VALID_ETA,FALLBACK_EVIDENCE,20,188,12,12,11,204
1200,D3,PATIENCE,ORIGINAL_REVERSE,42,19,5,5,1,10
1200,D3,PATIENCE,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D3,PATIENCE,FALLBACK_EVIDENCE,20,19,5,5,1,2
1200,D3,SESSION,ORIGINAL_REVERSE,42,19,5,5,0,7
1200,D3,SESSION,M_CAPABILITY_HARD,7,0,0,0,0,0
1200,D3,SESSION,FALLBACK_EVIDENCE,20,19,5,5,0,0
1200,D4,SPATIAL,ORIGINAL_REVERSE,42,5205,42,42,42,2196
1200,D4,SPATIAL,M_CAPABILITY_HARD,7,789,7,7,7,335
1200,D4,SPATIAL,FALLBACK_EVIDENCE,20,2435,20,20,20,998
1200,D4,PASSENGER,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D4,PASSENGER,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D4,PASSENGER,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D4,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D4,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D4,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D4,CAPABILITY_HARD,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D4,CAPABILITY_HARD,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D4,CAPABILITY_HARD,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D4,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D4,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D4,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D4,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,42,3235,26,26,26,2196
1200,D4,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,7,219,3,3,3,335
1200,D4,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,1381,12,12,12,998
1200,D4,TOPK,ORIGINAL_REVERSE,42,409,26,26,24,390
1200,D4,TOPK,M_CAPABILITY_HARD,7,55,3,3,3,78
1200,D4,TOPK,FALLBACK_EVIDENCE,20,188,12,12,11,204
1200,D4,VALID_ETA,ORIGINAL_REVERSE,42,409,26,26,24,390
1200,D4,VALID_ETA,M_CAPABILITY_HARD,7,55,3,3,3,78
1200,D4,VALID_ETA,FALLBACK_EVIDENCE,20,188,12,12,11,204
1200,D4,PATIENCE,ORIGINAL_REVERSE,42,27,11,9,2,10
1200,D4,PATIENCE,M_CAPABILITY_HARD,7,7,2,2,0,0
1200,D4,PATIENCE,FALLBACK_EVIDENCE,20,19,5,5,1,2
1200,D4,SESSION,ORIGINAL_REVERSE,42,27,11,9,1,7
1200,D4,SESSION,M_CAPABILITY_HARD,7,7,2,2,0,0
1200,D4,SESSION,FALLBACK_EVIDENCE,20,19,5,5,0,0
1300,D0,SPATIAL,ORIGINAL_REVERSE,30,3889,30,30,29,2238
1300,D0,SPATIAL,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D0,SPATIAL,FALLBACK_EVIDENCE,11,1482,11,11,10,848
1300,D0,PASSENGER,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D0,PASSENGER,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D0,PASSENGER,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D0,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D0,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D0,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D0,CAPABILITY_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D0,CAPABILITY_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D0,CAPABILITY_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D0,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,30,1215,8,8,8,2238
1300,D0,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,2,29,1,1,1,79
1300,D0,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D0,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,30,0,0,0,0,2238
1300,D0,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,2,0,0,0,0,79
1300,D0,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,11,0,0,0,0,848
1300,D0,TOPK,ORIGINAL_REVERSE,30,0,0,0,0,504
1300,D0,TOPK,M_CAPABILITY_HARD,2,0,0,0,0,40
1300,D0,TOPK,FALLBACK_EVIDENCE,11,0,0,0,0,192
1300,D0,VALID_ETA,ORIGINAL_REVERSE,30,0,0,0,0,504
1300,D0,VALID_ETA,M_CAPABILITY_HARD,2,0,0,0,0,40
1300,D0,VALID_ETA,FALLBACK_EVIDENCE,11,0,0,0,0,192
1300,D0,PATIENCE,ORIGINAL_REVERSE,30,0,0,0,0,12
1300,D0,PATIENCE,M_CAPABILITY_HARD,2,0,0,0,0,0
1300,D0,PATIENCE,FALLBACK_EVIDENCE,11,0,0,0,0,6
1300,D0,SESSION,ORIGINAL_REVERSE,30,0,0,0,0,6
1300,D0,SESSION,M_CAPABILITY_HARD,2,0,0,0,0,0
1300,D0,SESSION,FALLBACK_EVIDENCE,11,0,0,0,0,4
1300,D1,SPATIAL,ORIGINAL_REVERSE,30,3889,30,30,29,2238
1300,D1,SPATIAL,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D1,SPATIAL,FALLBACK_EVIDENCE,11,1482,11,11,10,848
1300,D1,PASSENGER,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D1,PASSENGER,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D1,PASSENGER,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D1,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D1,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D1,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D1,CAPABILITY_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D1,CAPABILITY_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D1,CAPABILITY_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D1,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,30,2244,16,16,16,2238
1300,D1,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,2,29,1,1,1,79
1300,D1,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,11,923,7,7,7,848
1300,D1,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,30,2244,16,16,16,2238
1300,D1,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,2,0,0,0,0,79
1300,D1,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,11,894,6,6,6,848
1300,D1,TOPK,ORIGINAL_REVERSE,30,204,16,16,16,323
1300,D1,TOPK,M_CAPABILITY_HARD,2,0,0,0,0,40
1300,D1,TOPK,FALLBACK_EVIDENCE,11,82,6,6,6,118
1300,D1,VALID_ETA,ORIGINAL_REVERSE,30,204,16,16,16,323
1300,D1,VALID_ETA,M_CAPABILITY_HARD,2,0,0,0,0,40
1300,D1,VALID_ETA,FALLBACK_EVIDENCE,11,82,6,6,6,118
1300,D1,PATIENCE,ORIGINAL_REVERSE,30,6,3,3,2,12
1300,D1,PATIENCE,M_CAPABILITY_HARD,2,0,0,0,0,0
1300,D1,PATIENCE,FALLBACK_EVIDENCE,11,5,2,2,1,6
1300,D1,SESSION,ORIGINAL_REVERSE,30,6,3,3,1,6
1300,D1,SESSION,M_CAPABILITY_HARD,2,0,0,0,0,0
1300,D1,SESSION,FALLBACK_EVIDENCE,11,5,2,2,1,4
1300,D2,SPATIAL,ORIGINAL_REVERSE,30,3889,30,30,29,2238
1300,D2,SPATIAL,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D2,SPATIAL,FALLBACK_EVIDENCE,11,1482,11,11,10,848
1300,D2,PASSENGER,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D2,PASSENGER,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D2,PASSENGER,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D2,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,30,2710,20,20,20,2238
1300,D2,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D2,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D2,CAPABILITY_HARD,ORIGINAL_REVERSE,30,2710,20,20,20,2238
1300,D2,CAPABILITY_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D2,CAPABILITY_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D2,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,30,1671,11,11,11,2238
1300,D2,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D2,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D2,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,30,0,0,0,0,2238
1300,D2,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D2,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,11,29,1,1,1,848
1300,D2,TOPK,ORIGINAL_REVERSE,30,0,0,0,0,504
1300,D2,TOPK,M_CAPABILITY_HARD,2,23,2,2,2,17
1300,D2,TOPK,FALLBACK_EVIDENCE,11,12,1,1,1,180
1300,D2,VALID_ETA,ORIGINAL_REVERSE,30,0,0,0,0,504
1300,D2,VALID_ETA,M_CAPABILITY_HARD,2,23,2,2,2,17
1300,D2,VALID_ETA,FALLBACK_EVIDENCE,11,12,1,1,1,180
1300,D2,PATIENCE,ORIGINAL_REVERSE,30,0,0,0,0,12
1300,D2,PATIENCE,M_CAPABILITY_HARD,2,3,1,1,0,0
1300,D2,PATIENCE,FALLBACK_EVIDENCE,11,3,1,1,0,6
1300,D2,SESSION,ORIGINAL_REVERSE,30,0,0,0,0,6
1300,D2,SESSION,M_CAPABILITY_HARD,2,3,1,1,0,0
1300,D2,SESSION,FALLBACK_EVIDENCE,11,3,1,1,0,4
1300,D3,SPATIAL,ORIGINAL_REVERSE,30,3889,30,30,29,2238
1300,D3,SPATIAL,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D3,SPATIAL,FALLBACK_EVIDENCE,11,1482,11,11,10,848
1300,D3,PASSENGER,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D3,PASSENGER,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D3,PASSENGER,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D3,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D3,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D3,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D3,CAPABILITY_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D3,CAPABILITY_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D3,CAPABILITY_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D3,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,30,1215,8,8,8,2238
1300,D3,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,2,29,1,1,1,79
1300,D3,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D3,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,30,1215,8,8,8,2238
1300,D3,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,2,29,1,1,1,79
1300,D3,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D3,TOPK,ORIGINAL_REVERSE,30,104,8,8,8,408
1300,D3,TOPK,M_CAPABILITY_HARD,2,12,1,1,1,28
1300,D3,TOPK,FALLBACK_EVIDENCE,11,116,9,9,9,84
1300,D3,VALID_ETA,ORIGINAL_REVERSE,30,104,8,8,8,408
1300,D3,VALID_ETA,M_CAPABILITY_HARD,2,12,1,1,1,28
1300,D3,VALID_ETA,FALLBACK_EVIDENCE,11,116,9,9,9,84
1300,D3,PATIENCE,ORIGINAL_REVERSE,30,7,3,3,1,12
1300,D3,PATIENCE,M_CAPABILITY_HARD,2,3,1,1,0,0
1300,D3,PATIENCE,FALLBACK_EVIDENCE,11,10,4,4,1,6
1300,D3,SESSION,ORIGINAL_REVERSE,30,7,3,3,1,6
1300,D3,SESSION,M_CAPABILITY_HARD,2,3,1,1,0,0
1300,D3,SESSION,FALLBACK_EVIDENCE,11,10,4,4,1,4
1300,D4,SPATIAL,ORIGINAL_REVERSE,30,3889,30,30,29,2238
1300,D4,SPATIAL,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D4,SPATIAL,FALLBACK_EVIDENCE,11,1482,11,11,10,848
1300,D4,PASSENGER,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D4,PASSENGER,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D4,PASSENGER,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D4,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D4,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D4,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D4,CAPABILITY_HARD,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D4,CAPABILITY_HARD,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D4,CAPABILITY_HARD,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D4,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D4,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D4,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D4,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,30,3232,23,23,23,2238
1300,D4,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,2,123,2,2,2,79
1300,D4,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,11,1244,9,9,9,848
1300,D4,TOPK,ORIGINAL_REVERSE,30,296,23,23,23,247
1300,D4,TOPK,M_CAPABILITY_HARD,2,23,2,2,2,17
1300,D4,TOPK,FALLBACK_EVIDENCE,11,116,9,9,9,84
1300,D4,VALID_ETA,ORIGINAL_REVERSE,30,296,23,23,23,247
1300,D4,VALID_ETA,M_CAPABILITY_HARD,2,23,2,2,2,17
1300,D4,VALID_ETA,FALLBACK_EVIDENCE,11,116,9,9,9,84
1300,D4,PATIENCE,ORIGINAL_REVERSE,30,15,7,7,2,12
1300,D4,PATIENCE,M_CAPABILITY_HARD,2,3,1,1,0,0
1300,D4,PATIENCE,FALLBACK_EVIDENCE,11,10,4,4,1,6
1300,D4,SESSION,ORIGINAL_REVERSE,30,15,7,7,1,6
1300,D4,SESSION,M_CAPABILITY_HARD,2,3,1,1,0,0
1300,D4,SESSION,FALLBACK_EVIDENCE,11,10,4,4,1,4
1700,D0,SPATIAL,ORIGINAL_REVERSE,41,5349,41,41,41,4534
1700,D0,SPATIAL,M_CAPABILITY_HARD,4,879,4,4,4,726
1700,D0,SPATIAL,FALLBACK_EVIDENCE,17,2256,17,17,17,1921
1700,D0,PASSENGER,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D0,PASSENGER,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D0,PASSENGER,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D0,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D0,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D0,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D0,CAPABILITY_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D0,CAPABILITY_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D0,CAPABILITY_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D0,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,41,1939,14,14,14,4534
1700,D0,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,4,185,1,1,1,726
1700,D0,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D0,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,41,0,0,0,0,4534
1700,D0,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,4,0,0,0,0,726
1700,D0,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,17,0,0,0,0,1921
1700,D0,TOPK,ORIGINAL_REVERSE,41,0,0,0,0,744
1700,D0,TOPK,M_CAPABILITY_HARD,4,0,0,0,0,80
1700,D0,TOPK,FALLBACK_EVIDENCE,17,0,0,0,0,310
1700,D0,VALID_ETA,ORIGINAL_REVERSE,41,0,0,0,0,744
1700,D0,VALID_ETA,M_CAPABILITY_HARD,4,0,0,0,0,80
1700,D0,VALID_ETA,FALLBACK_EVIDENCE,17,0,0,0,0,310
1700,D0,PATIENCE,ORIGINAL_REVERSE,41,0,0,0,0,3
1700,D0,PATIENCE,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D0,PATIENCE,FALLBACK_EVIDENCE,17,0,0,0,0,3
1700,D0,SESSION,ORIGINAL_REVERSE,41,0,0,0,0,0
1700,D0,SESSION,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D0,SESSION,FALLBACK_EVIDENCE,17,0,0,0,0,0
1700,D1,SPATIAL,ORIGINAL_REVERSE,41,5349,41,41,41,4534
1700,D1,SPATIAL,M_CAPABILITY_HARD,4,879,4,4,4,726
1700,D1,SPATIAL,FALLBACK_EVIDENCE,17,2256,17,17,17,1921
1700,D1,PASSENGER,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D1,PASSENGER,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D1,PASSENGER,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D1,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D1,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D1,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D1,CAPABILITY_HARD,ORIGINAL_REVERSE,41,4088,30,30,30,4534
