time_bin,target,raw_count,raw_share,processed_count,processed_share,accepted_count,accepted_share,target_valid_traversals,target_valid_share,acceptance_rate
44,acceleration_rms,55757,0.0278852621760777,10020,0.02768223447018358,6002,0.02728181818181818,72162,0.027089058065678635,0.10764567677601018
45,crawl,44758,0.02238442822384428,8144,0.02249941292666418,4915,0.022340909090909092,132553,0.022950794126253348,0.10981277090129139
45,stop,44758,0.02238442822384428,8144,0.02249941292666418,4915,0.022340909090909092,132553,0.022950794126253348,0.10981277090129139
45,speed_cv,44758,0.02238442822384428,8144,0.02249941292666418,4915,0.022340909090909092,87270,0.02235710550929599,0.10981277090129139
45,acceleration_rms,44758,0.02238442822384428,8144,0.02249941292666418,4915,0.022340909090909092,58320,0.02189287805757016,0.10981277090129139
46,crawl,32096,0.016051892583951607,5874,0.016228088351083667,3503,0.015922727272727272,92792,0.01606640429536337,0.1091413260219342
46,stop,32096,0.016051892583951607,5874,0.016228088351083667,3503,0.015922727272727272,92792,0.01606640429536337,0.1091413260219342
46,speed_cv,32096,0.016051892583951607,5874,0.016228088351083667,3503,0.015922727272727272,60428,0.01548063677914218,0.1091413260219342
46,acceleration_rms,32096,0.016051892583951607,5874,0.016228088351083667,3503,0.015922727272727272,39876,0.014969142754178115,0.1091413260219342
47,crawl,26290,0.013148188435695657,4832,0.013349356982028649,2793,0.012695454545454546,75704,0.013107714789811499,0.10623811335108406
47,stop,26290,0.013148188435695657,4832,0.013349356982028649,2793,0.012695454545454546,75704,0.013107714789811499,0.10623811335108406
47,speed_cv,26290,0.013148188435695657,4832,0.013349356982028649,2793,0.012695454545454546,48394,0.012397728475041482,0.10623811335108406
47,acceleration_rms,26290,0.013148188435695657,4832,0.013349356982028649,2793,0.012695454545454546,31600,0.011862396204033215,0.10623811335108406
